cert_validity_days,issuer_trusted,domain_mismatch,self_signed,weak_cipher,expired,key_size,is_suspicious
505,1,0,0,0,0,2048,0
312,1,0,0,0,0,2048,0
725,1,0,0,1,0,2048,0
3,0,0,0,0,1,2048,1
185,1,0,0,0,0,2048,0
196,1,0,0,0,0,2048,0
721,1,0,0,0,0,2048,0
702,1,0,0,0,0,2048,0
59,0,1,0,0,1,2048,1
121,1,0,0,0,0,2048,0
582,1,0,0,0,0,2048,0
155,1,0,0,0,0,2048,0
268,1,0,0,0,0,2048,0
532,0,0,0,0,0,4096,0
638,1,0,0,0,0,4096,0
290,1,0,1,0,0,2048,0
138,1,0,0,0,0,2048,0
352,1,0,0,0,0,2048,0
222,1,0,0,1,0,4096,0
31,1,0,1,1,0,2048,1
265,1,0,0,0,0,2048,0
480,1,0,0,0,0,2048,0
100,1,0,0,0,0,2048,0
290,1,0,0,0,0,2048,0
92,1,0,0,0,0,2048,0
303,1,0,0,0,0,2048,0
64,1,1,0,0,1,1024,1
633,1,0,0,0,0,2048,0
649,1,0,0,0,0,2048,0
416,1,0,0,0,0,2048,0
74,0,1,1,0,1,1024,1
690,1,0,0,0,0,4096,0
198,1,0,0,0,0,2048,0
380,1,0,0,0,0,2048,0
197,1,0,0,0,0,4096,0
497,1,0,0,1,0,2048,0
1,0,0,1,1,1,1024,1
141,1,0,0,1,0,2048,0
201,1,0,0,1,0,4096,0
384,1,0,0,0,0,2048,0
669,1,0,0,0,0,2048,0
278,1,0,0,0,0,2048,0
154,1,0,0,0,0,2048,0
12,0,1,0,1,1,1024,1
554,1,0,0,0,0,2048,0
347,1,0,0,0,0,4096,0
723,1,0,0,0,0,2048,0
420,1,0,0,0,0,2048,0
590,1,0,0,0,0,2048,0
299,1,0,0,0,0,2048,0
178,1,0,0,1,0,2048,0
57,0,1,0,1,0,1024,1
3,0,1,0,0,1,1024,1
425,1,0,0,0,0,2048,0
152,1,0,0,0,0,4096,0
642,1,0,0,0,0,4096,0
589,1,0,0,0,0,2048,0
630,1,0,0,0,0,2048,0
558,1,0,0,0,0,2048,0
681,1,0,0,0,0,2048,0
140,1,0,0,0,0,2048,0
201,1,0,0,0,0,2048,0
390,1,0,0,0,0,2048,0
179,1,0,0,0,0,2048,0
318,1,0,0,0,0,2048,0
239,1,0,0,0,0,2048,0
227,1,0,0,1,0,2048,0
83,0,0,1,1,0,1024,1
546,1,0,0,0,0,2048,0
690,1,0,0,0,0,2048,0
583,1,0,0,0,0,2048,0
616,1,0,0,0,0,2048,0
422,0,0,0,0,0,2048,0
451,1,0,0,0,0,4096,0
13,0,1,0,1,1,1024,1
73,1,0,0,1,0,2048,1
302,1,0,0,0,0,2048,0
432,1,0,0,0,0,2048,0
150,1,0,0,0,0,2048,0
150,1,0,0,0,0,4096,0
1,1,1,0,1,0,2048,1
305,0,0,0,0,0,2048,0
678,1,0,0,0,0,2048,0
713,1,0,0,1,0,2048,0
667,1,0,0,0,0,2048,0
512,1,0,1,1,0,2048,0
512,1,0,0,0,0,2048,0
460,1,0,0,1,0,2048,0
78,1,0,0,1,0,1024,1
34,1,1,1,1,0,2048,1
194,1,0,0,0,0,2048,0
632,1,0,0,0,0,2048,0
331,1,0,0,0,0,2048,0
580,1,0,0,0,0,2048,0
587,1,0,0,0,0,2048,0
524,1,0,0,0,0,2048,0
573,1,0,0,0,0,2048,0
536,1,0,0,1,0,2048,0
473,1,0,0,0,0,2048,0
599,1,0,0,0,0,2048,0
59,1,0,1,1,1,2048,1
53,1,1,1,0,1,1024,1
563,1,0,0,0,0,2048,0
78,0,1,0,0,1,1024,1
448,1,0,0,0,0,2048,0
67,0,1,1,0,1,2048,1
38,0,0,1,1,1,1024,1
266,1,0,0,0,0,2048,0
154,1,0,0,0,0,2048,0
116,1,0,0,0,0,2048,0
568,1,0,0,0,0,2048,0
357,1,0,0,0,0,2048,0
686,1,0,0,1,0,2048,0
155,1,0,0,0,0,4096,0
28,1,1,1,0,1,1024,1
26,0,0,1,1,0,1024,1
171,1,0,0,0,0,4096,0
417,1,0,0,0,0,2048,0
187,0,0,0,0,0,2048,0
674,1,0,0,0,0,2048,0
66,0,1,1,1,1,1024,1
631,0,0,0,0,0,2048,0
214,1,0,0,0,0,2048,0
299,1,0,0,0,0,4096,0
222,1,0,0,0,0,2048,0
592,1,0,0,0,0,2048,0
74,0,1,1,1,1,2048,1
648,0,0,1,0,0,4096,0
471,1,0,0,0,0,2048,0
111,1,0,0,0,0,2048,0
28,0,1,0,0,0,2048,1
19,1,1,1,1,0,1024,1
561,1,0,1,0,0,2048,0
323,1,0,0,0,0,2048,0
661,1,0,1,0,0,2048,0
543,1,0,0,0,0,2048,0
43,0,0,1,1,1,1024,1
251,1,0,0,0,0,2048,0
390,1,0,0,0,0,2048,0
395,1,0,0,0,0,2048,0
91,1,0,0,1,0,2048,0
360,1,0,0,0,0,2048,0
510,1,0,0,0,0,4096,0
232,1,0,0,0,0,2048,0
624,1,0,0,0,0,2048,0
126,1,0,0,0,0,2048,0
196,1,0,0,0,0,2048,0
386,1,0,0,0,0,2048,0
186,1,0,0,0,0,2048,0
370,1,0,0,1,0,2048,0
199,1,0,0,0,0,4096,0
638,1,0,0,0,0,2048,0
641,1,0,0,0,0,2048,0
686,1,0,0,0,0,2048,0
2,1,1,1,1,0,1024,1
577,1,0,0,0,0,2048,0
443,1,0,0,0,0,2048,0
108,1,0,0,0,0,2048,0
482,1,0,0,0,0,4096,0
350,1,0,0,0,0,2048,0
499,1,0,0,0,0,2048,0
492,1,0,0,0,0,2048,0
573,1,0,0,0,0,4096,0
393,1,0,0,0,0,4096,0
81,1,1,0,0,0,1024,1
107,1,0,0,0,0,2048,0
273,1,0,0,0,0,4096,0
494,1,0,0,0,0,4096,0
220,1,0,0,0,0,2048,0
568,1,0,0,0,0,2048,0
97,1,0,0,0,0,4096,0
407,1,0,0,0,0,2048,0
79,1,1,0,1,0,1024,1
86,0,0,1,0,0,1024,1
225,1,0,0,0,0,2048,0
620,1,0,1,0,0,2048,0
456,1,0,0,0,0,2048,0
578,1,0,0,0,0,2048,0
100,1,0,0,1,0,2048,0
33,0,0,0,1,1,1024,1
535,1,0,0,0,0,4096,0
37,1,1,1,1,0,2048,1
285,1,0,1,1,0,2048,0
412,1,0,0,0,0,2048,0
601,0,0,0,0,0,4096,0
88,0,1,1,1,1,1024,1
719,0,0,0,0,0,2048,0
2,1,0,1,0,1,2048,1
341,1,0,0,0,0,2048,0
133,1,0,0,1,0,2048,0
76,1,0,1,1,0,2048,1
578,1,0,0,0,0,4096,0
270,1,0,0,0,0,2048,0
166,1,0,0,1,0,2048,0
49,0,1,1,0,1,1024,1
24,0,1,1,1,0,1024,1
156,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
11,1,1,1,1,0,2048,1
333,1,0,0,0,0,2048,0
430,1,0,0,0,0,2048,0
74,0,1,1,1,1,2048,1
487,1,0,0,1,0,2048,0
537,1,0,0,0,0,2048,0
186,1,0,0,0,0,2048,0
72,0,0,1,1,1,1024,1
73,0,1,1,1,0,2048,1
71,1,1,1,0,1,2048,1
507,1,0,0,0,0,2048,0
28,0,0,0,1,1,2048,1
2,0,1,1,1,1,2048,1
514,1,0,0,0,0,2048,0
8,1,1,1,1,0,1024,1
574,1,0,0,0,0,2048,0
224,1,0,0,0,0,2048,0
343,1,0,0,0,0,4096,0
649,1,0,0,1,0,4096,0
344,1,0,0,0,0,4096,0
588,1,0,0,0,0,2048,0
702,1,0,0,0,0,4096,0
573,1,0,0,0,0,4096,0
135,1,0,0,0,0,2048,0
532,1,0,0,0,0,2048,0
671,1,0,0,0,0,2048,0
36,0,1,0,1,1,2048,1
93,1,0,0,0,0,4096,0
90,1,0,0,1,0,2048,0
67,0,1,1,1,0,2048,1
198,1,0,0,0,0,2048,0
664,1,0,0,0,0,2048,0
549,1,0,0,0,0,4096,0
44,1,1,0,0,0,1024,1
227,1,0,0,0,0,2048,0
81,0,1,1,0,1,1024,1
133,0,0,0,0,0,2048,0
28,0,1,0,1,1,1024,1
54,0,0,1,1,0,1024,1
74,0,1,1,1,1,1024,1
241,1,0,0,0,0,2048,0
36,0,1,1,0,1,2048,1
323,1,0,0,1,0,2048,0
712,1,0,0,0,0,2048,0
450,1,0,0,0,0,2048,0
48,0,1,0,1,1,1024,1
39,0,0,1,1,0,1024,1
47,1,1,1,1,0,2048,1
485,1,0,0,0,0,4096,0
672,1,0,0,0,0,4096,0
578,1,0,0,0,0,2048,0
690,1,0,0,0,0,2048,0
553,1,0,0,0,0,2048,0
713,1,0,0,0,0,2048,0
541,1,0,0,0,0,2048,0
502,0,0,0,1,0,2048,0
565,1,0,0,0,0,2048,0
345,1,0,0,0,0,2048,0
239,1,0,0,0,0,2048,0
9,1,1,1,1,1,1024,1
481,1,0,0,0,0,2048,0
569,1,0,0,0,0,2048,0
486,1,0,1,0,0,2048,0
491,1,0,0,0,0,2048,0
54,0,1,1,1,1,1024,1
86,0,1,1,1,1,2048,1
192,1,0,0,0,0,2048,0
331,1,0,0,0,0,2048,0
6,1,0,0,1,0,1024,1
53,0,1,0,0,1,1024,1
573,1,0,0,0,0,4096,0
618,1,0,0,0,0,4096,0
313,1,0,0,0,0,2048,0
46,1,1,1,1,1,1024,1
223,1,0,0,0,0,4096,0
44,0,1,1,1,1,2048,1
530,1,0,0,0,0,2048,0
454,1,0,0,0,0,2048,0
321,1,0,0,0,0,2048,0
547,1,0,0,0,0,2048,0
464,1,0,0,0,0,2048,0
693,1,0,0,0,0,2048,0
700,1,0,0,0,0,2048,0
8,0,1,0,0,0,2048,1
609,1,0,0,1,0,2048,0
557,1,0,0,0,0,4096,0
53,1,1,0,0,0,1024,1
58,1,0,0,1,1,2048,1
5,0,1,0,0,0,2048,1
16,0,1,1,0,1,1024,1
247,1,0,0,1,0,2048,0
188,1,0,0,0,0,4096,0
52,1,1,1,1,0,2048,1
530,1,0,0,0,0,2048,0
674,1,0,0,0,0,2048,0
84,0,1,1,1,1,1024,1
660,1,0,0,0,0,2048,0
153,1,0,0,0,0,2048,0
649,1,0,0,1,0,2048,0
368,1,0,0,0,0,2048,0
608,1,0,0,0,0,2048,0
337,1,0,0,1,0,2048,0
50,0,1,1,1,0,2048,1
707,1,0,0,0,0,2048,0
187,1,0,0,0,0,2048,0
20,0,1,0,1,1,1024,1
14,0,1,0,0,0,1024,1
5,0,0,1,1,0,1024,1
41,0,1,0,1,0,1024,1
582,1,0,0,0,0,2048,0
500,1,0,0,0,0,2048,0
229,1,0,0,0,0,2048,0
417,1,0,0,0,0,2048,0
553,1,0,0,0,0,2048,0
726,0,0,0,0,0,2048,0
252,1,0,0,0,0,4096,0
149,1,0,0,0,0,2048,0
120,1,0,0,0,0,2048,0
422,1,0,0,0,0,2048,0
165,1,0,0,1,0,2048,0
406,1,0,1,0,0,4096,0
33,0,0,0,1,1,1024,1
279,1,0,0,0,0,2048,0
578,1,0,0,0,0,2048,0
404,1,0,0,0,0,4096,0
7,0,1,1,0,1,1024,1
590,1,0,0,0,0,2048,0
266,1,0,0,0,0,2048,0
304,1,0,1,1,0,2048,0
686,1,0,0,0,0,2048,0
86,0,1,1,0,1,1024,1
70,0,1,1,1,0,2048,1
358,0,0,0,1,0,2048,0
87,0,0,1,1,0,1024,1
54,1,1,1,1,0,2048,1
455,1,0,0,0,0,2048,0
74,1,1,1,1,1,2048,1
437,1,0,0,0,0,2048,0
231,1,0,0,0,0,2048,0
234,1,0,0,1,0,2048,0
45,0,1,0,1,0,1024,1
531,1,0,0,0,0,4096,0
70,0,1,1,1,0,2048,1
88,0,1,1,1,0,1024,1
303,1,0,0,0,0,2048,0
51,1,0,1,0,1,1024,1
494,1,0,0,0,0,2048,0
510,1,0,0,0,0,2048,0
96,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
62,0,1,1,0,1,2048,1
18,0,1,0,1,1,1024,1
478,1,0,0,0,0,2048,0
505,1,0,0,0,0,2048,0
239,1,0,0,0,0,2048,0
517,1,0,0,0,0,2048,0
41,0,1,1,1,1,1024,1
423,1,0,0,0,0,2048,0
361,1,0,0,0,0,4096,0
132,1,0,0,0,0,2048,0
557,1,0,0,0,0,2048,0
18,0,0,0,1,0,2048,1
581,1,0,0,0,0,2048,0
19,1,1,1,0,0,1024,1
261,1,0,0,0,0,2048,0
18,0,1,0,0,1,1024,1
133,0,0,0,0,0,4096,0
621,1,0,0,0,0,2048,0
10,0,0,0,0,0,1024,1
543,1,0,0,1,0,2048,0
49,0,0,1,1,1,2048,1
632,1,0,0,0,0,4096,0
411,1,0,0,0,0,2048,0
323,1,0,0,0,0,2048,0
629,1,0,0,1,0,2048,0
341,1,0,0,0,0,2048,0
538,1,0,0,1,0,2048,0
328,0,0,0,0,0,2048,0
579,1,0,0,1,0,2048,0
553,1,0,1,0,0,4096,0
8,0,1,0,1,0,2048,1
37,1,1,0,1,1,2048,1
19,0,1,1,1,1,1024,1
474,1,0,0,0,0,2048,0
384,1,0,0,0,0,2048,0
71,1,1,1,0,0,1024,1
164,1,0,0,0,0,2048,0
433,1,0,0,0,0,4096,0
231,1,0,0,0,0,2048,0
288,0,0,0,1,0,2048,0
14,1,1,1,1,1,1024,1
495,1,0,0,0,0,2048,0
317,1,0,0,0,0,4096,0
500,1,0,0,0,0,2048,0
3,1,0,0,1,1,2048,1
416,0,0,0,0,0,2048,0
222,1,0,0,0,0,4096,0
673,1,0,0,0,0,2048,0
18,1,1,1,0,0,2048,1
278,1,0,0,0,0,2048,0
445,1,0,0,1,0,2048,0
160,1,0,0,0,0,4096,0
352,1,0,0,0,0,4096,0
395,1,0,0,1,0,2048,0
647,1,0,0,0,0,2048,0
59,0,0,1,1,0,1024,1
417,1,0,0,1,0,2048,0
677,0,0,0,1,0,2048,0
47,1,0,0,0,1,2048,1
600,1,0,0,0,0,2048,0
231,1,0,0,0,0,2048,0
674,1,0,0,0,0,2048,0
191,1,0,0,0,0,2048,0
62,0,1,0,0,0,2048,1
670,1,0,0,0,0,2048,0
16,0,1,1,1,0,2048,1
282,1,0,0,0,0,2048,0
151,1,0,0,0,0,2048,0
621,1,0,0,0,0,2048,0
330,1,0,0,0,0,2048,0
499,1,0,0,0,0,2048,0
4,0,1,0,1,0,2048,1
284,1,0,0,0,0,4096,0
64,1,1,0,0,0,2048,1
663,1,0,0,0,0,2048,0
34,0,1,1,1,1,2048,1
56,0,1,0,0,1,1024,1
32,0,0,1,1,0,2048,1
9,1,0,1,0,1,1024,1
63,0,1,0,1,1,1024,1
391,1,0,0,0,0,2048,0
713,1,0,0,0,0,2048,0
426,1,0,0,0,0,2048,0
87,0,1,1,1,0,2048,1
187,1,0,0,1,0,4096,0
55,0,1,0,1,0,1024,1
630,1,0,0,0,0,2048,0
137,1,0,0,0,0,2048,0
339,1,0,0,0,0,2048,0
315,1,0,0,0,0,2048,0
361,1,0,0,0,0,2048,0
574,1,0,0,0,0,2048,0
417,1,0,0,0,0,2048,0
269,1,0,1,0,0,2048,0
112,1,0,0,0,0,2048,0
695,1,0,0,0,0,2048,0
29,0,1,0,0,1,1024,1
334,0,0,0,0,0,4096,0
249,1,0,0,0,0,2048,0
462,1,0,0,0,0,2048,0
374,1,0,0,0,0,2048,0
610,1,0,0,0,0,2048,0
539,1,0,0,0,0,2048,0
711,1,0,0,0,0,2048,0
670,1,0,0,0,0,4096,0
225,1,0,0,0,0,2048,0
6,0,0,1,0,1,1024,1
81,0,1,0,0,0,1024,1
463,1,0,0,0,0,2048,0
363,1,0,0,0,0,2048,0
266,1,0,0,0,0,2048,0
366,0,0,0,0,0,2048,0
19,1,0,1,0,1,1024,1
221,1,0,0,0,0,2048,0
133,1,0,0,0,0,2048,0
212,1,0,1,1,0,2048,0
225,1,0,1,0,0,2048,0
456,1,0,0,0,0,2048,0
462,1,0,0,0,0,2048,0
215,1,0,0,0,0,2048,0
528,1,0,0,0,0,2048,0
665,1,0,0,0,0,2048,0
140,1,0,0,0,0,4096,0
226,1,0,0,0,0,4096,0
247,1,0,0,0,0,2048,0
145,1,0,0,0,0,2048,0
682,1,0,0,0,0,2048,0
517,1,0,0,1,0,2048,0
532,1,0,0,1,0,4096,0
6,1,0,0,0,1,1024,1
729,1,0,0,0,0,4096,0
727,1,0,0,0,0,2048,0
169,1,0,0,0,0,2048,0
563,1,0,0,0,0,2048,0
466,1,0,0,0,0,2048,0
422,1,0,0,0,0,4096,0
61,1,0,0,1,1,1024,1
530,1,0,0,0,0,2048,0
215,1,0,0,0,0,2048,0
308,1,0,0,0,0,4096,0
60,0,1,1,1,1,1024,1
574,1,0,0,1,0,2048,0
46,1,0,1,1,0,2048,1
230,1,0,0,0,0,2048,0
87,0,0,0,0,1,2048,1
199,1,0,0,0,0,2048,0
45,0,1,1,0,1,1024,1
704,1,0,0,1,0,2048,0
51,0,0,1,1,0,2048,1
408,1,0,0,0,0,2048,0
288,1,0,0,0,0,2048,0
135,1,0,0,0,0,2048,0
594,1,0,1,0,0,2048,0
629,1,0,0,0,0,2048,0
603,1,0,0,0,0,2048,0
106,1,0,0,1,0,2048,0
404,1,0,0,0,0,2048,0
24,0,1,0,1,1,1024,1
477,1,0,0,0,0,2048,0
38,0,1,1,0,1,1024,1
460,1,0,0,0,0,2048,0
254,1,0,1,0,0,2048,0
42,0,0,0,1,0,2048,1
706,1,0,0,0,0,2048,0
113,1,0,0,0,0,2048,0
124,1,0,0,0,0,2048,0
603,1,0,0,0,0,2048,0
550,0,0,0,0,0,2048,0
15,1,0,1,0,1,1024,1
73,0,1,1,0,1,2048,1
660,1,0,0,0,0,2048,0
354,1,0,0,0,0,4096,0
422,1,0,0,0,0,2048,0
277,1,0,0,0,0,2048,0
152,1,0,0,0,0,2048,0
368,1,0,0,0,0,2048,0
631,1,0,0,0,0,2048,0
87,0,1,1,0,0,1024,1
592,1,0,0,1,0,2048,0
622,1,0,0,0,0,4096,0
388,1,0,0,0,0,4096,0
290,1,0,0,0,0,2048,0
224,1,0,0,0,0,4096,0
30,1,1,0,1,1,2048,1
624,0,0,0,0,0,2048,0
33,0,1,0,0,1,1024,1
176,1,0,0,0,0,2048,0
120,1,0,0,0,0,4096,0
210,1,0,0,0,0,2048,0
158,1,0,0,0,0,2048,0
28,1,1,1,1,1,2048,1
45,0,1,0,1,1,1024,1
422,1,0,0,0,0,2048,0
570,1,0,0,0,0,4096,0
352,1,0,0,0,0,2048,0
74,1,1,0,1,1,2048,1
518,1,0,0,0,0,2048,0
175,1,0,0,1,0,2048,0
105,1,0,0,0,0,4096,0
717,1,0,0,0,0,2048,0
207,1,0,0,0,0,2048,0
359,1,0,0,0,0,2048,0
50,0,1,1,0,1,2048,1
251,1,0,0,0,0,2048,0
193,1,0,0,0,0,2048,0
1,1,0,1,0,1,1024,1
389,1,0,1,0,0,2048,0
51,0,0,1,1,0,1024,1
513,1,0,0,0,0,2048,0
651,0,0,0,0,0,4096,0
87,0,0,1,1,1,1024,1
413,1,0,0,0,0,2048,0
437,1,0,0,0,0,2048,0
210,1,0,0,0,0,2048,0
617,1,0,0,0,0,4096,0
650,1,0,0,0,0,2048,0
253,1,0,0,0,0,2048,0
17,1,1,0,0,0,2048,1
429,1,0,0,0,0,2048,0
401,1,0,0,0,0,2048,0
465,1,0,0,0,0,4096,0
58,0,1,0,0,1,2048,1
239,1,0,0,0,0,2048,0
79,0,0,0,0,0,2048,1
670,1,0,0,0,0,2048,0
266,1,0,1,0,0,2048,0
443,1,0,0,0,0,2048,0
603,1,0,0,0,0,4096,0
398,1,0,0,1,0,2048,0
208,1,0,0,0,0,2048,0
20,1,0,1,1,1,1024,1
567,1,0,0,0,0,2048,0
503,1,0,0,0,0,2048,0
676,1,0,0,1,0,4096,0
440,1,0,0,1,0,2048,0
595,1,0,0,0,0,4096,0
284,0,0,0,0,0,2048,0
276,1,0,0,0,0,2048,0
539,1,0,0,0,0,4096,0
585,1,0,1,0,0,2048,0
604,1,0,0,1,0,2048,0
13,0,1,0,1,0,2048,1
27,0,1,0,1,0,2048,1
352,1,0,0,0,0,2048,0
59,0,0,1,0,0,1024,1
222,1,0,0,0,0,4096,0
314,1,0,0,0,0,2048,0
399,1,0,0,0,0,2048,0
662,1,0,0,0,0,4096,0
105,1,0,0,0,0,2048,0
51,0,1,1,1,1,2048,1
532,1,0,0,1,0,2048,0
392,1,0,0,0,0,4096,0
137,1,0,0,0,0,2048,0
83,0,0,0,1,1,1024,1
588,1,0,0,0,0,2048,0
651,0,0,0,0,0,2048,0
558,1,0,0,0,0,4096,0
130,1,0,0,1,0,2048,0
62,1,0,0,1,1,1024,1
7,0,0,1,1,0,1024,1
460,1,0,0,0,0,4096,0
50,0,0,1,1,1,1024,1
606,1,0,0,0,0,2048,0
26,0,0,0,0,0,1024,1
320,1,0,0,0,0,2048,0
437,1,0,0,0,0,2048,0
568,1,0,1,0,0,2048,0
298,1,0,0,0,0,2048,0
367,1,0,0,0,0,2048,0
142,1,0,0,0,0,2048,0
99,1,0,0,0,0,4096,0
553,1,0,0,0,0,4096,0
672,1,0,0,0,0,4096,0
247,1,0,0,0,0,2048,0
12,0,1,1,0,1,1024,1
144,1,0,0,0,0,2048,0
110,1,0,0,0,0,4096,0
371,1,0,0,0,0,2048,0
8,0,1,0,1,1,2048,1
506,0,0,0,0,0,2048,0
374,1,0,0,0,0,2048,0
18,1,1,0,1,1,2048,1
66,1,1,0,0,0,2048,1
600,1,0,0,0,0,2048,0
485,1,0,0,0,0,2048,0
209,1,0,0,0,0,2048,0
67,1,1,1,1,1,1024,1
209,1,0,0,0,0,2048,0
626,1,0,0,0,0,4096,0
85,1,1,1,1,1,1024,1
334,1,0,0,0,0,2048,0
605,1,0,0,0,0,2048,0
482,1,0,1,0,0,2048,0
232,1,0,0,1,0,2048,0
593,1,0,0,0,0,4096,0
309,1,0,0,0,0,2048,0
249,0,0,0,0,0,2048,0
165,1,0,0,1,0,4096,0
40,1,1,1,1,1,1024,1
728,1,0,0,1,0,2048,0
81,0,1,1,1,0,1024,1
423,1,0,0,0,0,2048,0
23,0,1,1,0,1,2048,1
62,0,1,1,0,0,2048,1
441,1,0,0,0,0,2048,0
428,1,0,0,0,0,4096,0
39,1,0,0,1,1,2048,1
485,1,0,0,1,0,2048,0
291,1,0,0,0,0,2048,0
619,1,0,0,0,0,4096,0
64,1,1,1,1,1,1024,1
63,1,0,1,0,1,1024,1
80,0,1,1,1,1,1024,1
149,1,0,0,0,0,4096,0
70,0,1,1,1,0,1024,1
701,1,0,0,0,0,2048,0
90,1,0,0,0,0,2048,0
644,1,0,0,0,0,4096,0
400,1,0,0,0,0,2048,0
257,1,0,0,0,0,4096,0
281,1,0,0,0,0,2048,0
123,1,0,0,0,0,2048,0
123,0,0,0,0,0,2048,0
506,1,0,0,0,0,4096,0
247,1,0,0,0,0,2048,0
589,1,0,0,0,0,2048,0
455,1,0,0,0,0,2048,0
429,1,0,0,0,0,2048,0
424,1,0,0,0,0,2048,0
672,1,0,0,0,0,2048,0
416,1,0,0,0,0,2048,0
203,1,0,0,1,0,2048,0
507,1,0,0,0,0,2048,0
79,1,1,0,1,1,1024,1
232,1,0,0,1,0,2048,0
698,1,0,0,0,0,2048,0
398,1,0,0,0,0,2048,0
490,1,0,0,0,0,2048,0
409,1,0,0,0,0,2048,0
301,1,0,0,0,0,2048,0
406,1,0,0,0,0,2048,0
274,1,0,0,0,0,2048,0
294,1,0,0,0,0,2048,0
60,0,0,1,1,0,1024,1
21,1,1,1,1,1,2048,1
335,1,0,0,0,0,4096,0
18,0,0,0,0,1,1024,1
480,1,0,0,0,0,2048,0
609,1,0,0,0,0,2048,0
679,1,0,0,1,0,2048,0
366,1,0,0,0,0,2048,0
85,0,1,0,1,1,1024,1
303,1,0,0,1,0,2048,0
60,1,1,1,0,1,1024,1
567,1,0,0,0,0,2048,0
23,0,0,1,1,0,1024,1
164,1,0,0,0,0,2048,0
231,1,0,0,1,0,2048,0
679,1,0,0,0,0,2048,0
411,1,0,0,0,0,2048,0
550,1,0,0,0,0,2048,0
235,1,0,0,0,0,4096,0
42,0,1,1,1,1,2048,1
445,1,0,0,0,0,2048,0
366,1,0,0,0,0,2048,0
684,1,0,0,0,0,4096,0
489,1,0,0,0,0,2048,0
605,1,0,0,0,0,2048,0
588,1,0,0,0,0,4096,0
400,1,0,0,0,0,2048,0
360,1,0,0,0,0,2048,0
665,1,0,1,0,0,2048,0
538,1,0,0,0,0,2048,0
201,1,0,0,0,0,4096,0
328,1,0,0,0,0,2048,0
233,1,0,0,0,0,2048,0
463,1,0,0,0,0,2048,0
109,1,0,0,0,0,2048,0
27,0,0,1,1,1,1024,1
378,0,0,0,0,0,2048,0
88,0,1,1,1,0,2048,1
286,1,0,0,0,0,2048,0
471,0,0,0,1,0,2048,0
670,1,0,0,0,0,2048,0
59,0,1,1,1,1,1024,1
253,1,0,0,0,0,2048,0
55,1,0,1,1,0,2048,1
47,0,0,1,0,0,1024,1
157,1,0,0,0,0,2048,0
110,1,0,0,0,0,4096,0
601,1,0,0,0,0,2048,0
686,1,0,0,0,0,2048,0
65,1,0,1,0,0,2048,1
38,1,1,1,0,1,1024,1
200,1,0,0,0,0,2048,0
684,1,0,0,0,0,2048,0
10,1,0,1,1,0,1024,1
167,1,0,0,0,0,4096,0
55,1,1,1,1,1,1024,1
469,1,0,0,0,0,2048,0
529,1,0,0,0,0,2048,0
428,1,0,0,0,0,2048,0
513,1,0,0,0,0,4096,0
258,1,0,0,0,0,4096,0
351,1,0,0,0,0,2048,0
668,1,0,0,0,0,2048,0
318,1,0,0,0,0,2048,0
52,1,1,0,1,1,1024,1
516,1,0,0,0,0,2048,0
211,1,0,0,0,0,2048,0
238,0,0,0,0,0,2048,0
200,1,0,0,0,0,2048,0
310,1,0,0,0,0,2048,0
153,1,0,0,1,0,4096,0
727,1,0,0,0,0,4096,0
443,1,0,0,0,0,2048,0
563,1,0,0,0,0,2048,0
574,1,0,0,1,0,2048,0
60,1,0,0,1,0,1024,1
242,1,0,0,0,0,2048,0
328,1,0,0,1,0,2048,0
279,1,0,1,0,0,4096,0
175,1,0,0,1,0,2048,0
110,1,0,0,0,0,2048,0
408,1,0,0,0,0,2048,0
62,1,1,1,0,1,2048,1
570,1,0,1,0,0,2048,0
165,1,0,0,0,0,2048,0
418,1,0,0,0,0,2048,0
505,1,0,0,0,0,4096,0
292,1,0,0,0,0,2048,0
318,1,0,0,0,0,4096,0
241,1,0,0,0,0,4096,0
45,1,1,1,1,1,1024,1
314,1,0,0,0,0,2048,0
562,1,0,0,0,0,2048,0
449,1,0,0,0,0,2048,0
629,1,0,0,0,0,2048,0
698,1,0,0,0,0,2048,0
135,1,0,0,1,0,2048,0
90,1,0,0,0,0,2048,0
34,0,1,1,0,1,1024,1
308,1,0,0,0,0,2048,0
703,1,0,0,0,0,4096,0
18,0,1,0,1,1,1024,1
547,1,0,0,0,0,2048,0
293,1,0,0,0,0,2048,0
291,1,0,0,0,0,2048,0
655,1,0,0,0,0,2048,0
571,1,0,0,0,0,2048,0
60,0,1,1,1,1,1024,1
367,0,0,0,0,0,2048,0
105,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
445,1,0,0,0,0,2048,0
445,1,0,0,0,0,2048,0
688,1,0,0,0,0,4096,0
5,1,0,1,1,0,2048,1
156,1,0,0,0,0,4096,0
303,1,0,0,0,0,2048,0
538,1,0,0,0,0,2048,0
522,1,0,0,0,0,2048,0
634,1,0,1,0,0,4096,0
204,1,0,0,0,0,2048,0
37,0,0,0,1,1,1024,1
588,1,0,0,0,0,4096,0
469,1,0,0,0,0,2048,0
48,0,1,0,0,0,2048,1
8,0,0,1,1,0,2048,1
113,1,0,0,0,0,2048,0
628,1,0,0,0,0,4096,0
