query_name_length,query_type,response_code,subdomain_count,is_tunneling
14,A,NOERROR,2,0
11,A,NOERROR,2,0
32,A,NOERROR,6,0
24,NS,REFUSED,0,0
58,AAAA,NOERROR,5,0
90,A,NOERROR,0,0
48,A,NOERROR,1,0
32,A,NOERROR,2,0
75,A,NOERROR,2,0
85,CNAME,NXDOMAIN,5,0
61,AAAA,NOERROR,5,0
98,A,NOERROR,1,0
52,A,NXDOMAIN,7,1
37,A,NOERROR,8,0
40,A,NOERROR,0,0
34,TXT,NOERROR,8,0
53,A,NOERROR,7,0
78,A,NOERROR,7,0
77,NS,NOERROR,8,0
47,A,NOERROR,2,0
27,A,NOERROR,2,0
80,A,NOERROR,2,0
73,A,NOERROR,1,0
48,A,NOERROR,5,0
78,A,NOERROR,8,0
90,A,NOERROR,4,0
34,A,NXDOMAIN,9,0
26,A,NOERROR,4,0
50,A,NXDOMAIN,6,0
63,A,NOERROR,6,0
10,A,SERVFAIL,8,0
50,MX,NOERROR,9,0
98,TXT,NOERROR,2,1
51,A,NOERROR,2,0
99,A,NOERROR,4,0
20,A,NOERROR,3,0
24,A,NOERROR,1,0
5,A,NOERROR,7,0
10,A,REFUSED,7,0
92,A,NOERROR,8,0
44,A,NOERROR,6,0
84,A,NOERROR,0,0
37,AAAA,NOERROR,3,0
11,A,NOERROR,7,0
90,A,SERVFAIL,6,0
58,A,NOERROR,5,0
92,A,NOERROR,7,0
31,A,NOERROR,6,0
68,A,NOERROR,4,0
53,A,NOERROR,3,0
98,A,NOERROR,3,0
22,A,NOERROR,8,0
36,A,NXDOMAIN,5,0
17,A,NOERROR,7,0
41,A,NOERROR,8,0
98,A,NXDOMAIN,7,1
50,AAAA,NOERROR,4,0
67,A,NOERROR,6,0
22,CNAME,NOERROR,1,0
9,CNAME,NOERROR,9,0
51,A,NOERROR,0,0
93,A,NOERROR,9,0
10,AAAA,NOERROR,7,0
68,A,NXDOMAIN,7,1
36,A,NOERROR,8,0
76,A,NOERROR,6,0
80,A,NXDOMAIN,3,0
88,A,NOERROR,7,0
16,A,REFUSED,1,0
59,MX,NXDOMAIN,9,1
99,A,SERVFAIL,0,0
17,A,NOERROR,4,0
29,MX,NOERROR,0,0
91,A,NXDOMAIN,3,0
10,AAAA,NOERROR,3,0
44,A,NOERROR,0,0
38,MX,SERVFAIL,8,0
50,CNAME,NOERROR,6,0
55,MX,NXDOMAIN,9,1
88,A,NOERROR,6,0
28,MX,NOERROR,3,0
46,A,NOERROR,9,0
91,MX,NOERROR,8,0
57,A,NOERROR,4,0
13,AAAA,NOERROR,6,0
53,AAAA,NOERROR,5,0
34,A,NOERROR,3,0
90,AAAA,NOERROR,8,0
93,MX,NOERROR,2,0
48,AAAA,NOERROR,2,0
5,AAAA,NOERROR,3,0
91,AAAA,NOERROR,4,0
89,MX,NOERROR,3,0
62,A,NOERROR,0,0
83,AAAA,NOERROR,0,0
24,A,NOERROR,0,0
82,A,NOERROR,0,0
17,A,NOERROR,5,0
98,A,NOERROR,2,0
23,TXT,NOERROR,3,0
87,A,NOERROR,3,0
42,A,NOERROR,6,0
54,A,NOERROR,2,0
13,A,NOERROR,1,0
84,A,NOERROR,9,0
69,A,NOERROR,5,0
22,A,NOERROR,2,0
58,A,NOERROR,3,0
30,A,NXDOMAIN,6,0
58,A,NOERROR,0,0
22,CNAME,NOERROR,6,0
43,CNAME,NXDOMAIN,7,0
74,A,NOERROR,8,0
67,TXT,NOERROR,4,1
47,A,NOERROR,6,0
38,MX,NOERROR,0,0
17,A,NOERROR,1,0
69,A,NOERROR,8,0
81,TXT,NXDOMAIN,2,1
25,A,NOERROR,4,0
58,AAAA,NXDOMAIN,4,0
93,A,NXDOMAIN,6,1
26,A,NOERROR,2,0
43,AAAA,NOERROR,1,0
28,A,NXDOMAIN,4,0
64,CNAME,NOERROR,6,0
51,A,NOERROR,7,0
66,A,NOERROR,6,0
51,TXT,NOERROR,0,1
43,TXT,NOERROR,9,0
63,AAAA,NXDOMAIN,0,0
21,A,NOERROR,3,0
14,MX,NOERROR,9,0
59,A,NOERROR,1,0
64,A,NOERROR,9,0
25,AAAA,NOERROR,8,0
6,A,NOERROR,1,0
46,MX,NOERROR,9,0
51,AAAA,NOERROR,4,0
38,CNAME,NOERROR,2,0
82,A,SERVFAIL,9,0
85,A,NOERROR,4,0
11,A,NOERROR,0,0
24,A,NOERROR,2,0
52,A,NOERROR,0,0
77,A,NOERROR,0,0
60,AAAA,NOERROR,2,0
17,A,SERVFAIL,8,0
51,A,NOERROR,9,0
32,A,NOERROR,7,0
16,A,NOERROR,0,0
78,CNAME,NOERROR,7,0
82,CNAME,NOERROR,1,0
71,AAAA,NOERROR,5,0
73,A,NOERROR,2,0
55,A,NOERROR,7,0
39,CNAME,NXDOMAIN,9,0
72,A,NOERROR,5,0
23,A,NOERROR,8,0
29,A,NOERROR,6,0
52,A,NOERROR,7,0
10,AAAA,NOERROR,4,0
17,MX,NOERROR,4,0
22,A,NOERROR,4,0
25,A,NXDOMAIN,6,0
99,TXT,NOERROR,2,1
94,A,NOERROR,8,0
91,MX,NOERROR,9,0
83,A,NOERROR,2,0
15,A,SERVFAIL,9,0
18,A,NOERROR,6,0
20,A,NOERROR,8,0
8,A,NOERROR,3,0
74,TXT,NOERROR,4,1
66,A,NXDOMAIN,3,0
33,AAAA,NXDOMAIN,9,0
17,A,NOERROR,4,0
84,CNAME,NXDOMAIN,5,0
71,CNAME,NOERROR,3,0
37,A,NXDOMAIN,7,0
66,A,NOERROR,5,0
21,A,NOERROR,4,0
42,AAAA,NOERROR,9,0
56,AAAA,NOERROR,0,0
12,AAAA,NOERROR,1,0
95,TXT,NOERROR,1,1
7,A,NXDOMAIN,5,0
11,A,NXDOMAIN,0,0
47,A,NOERROR,4,0
9,AAAA,NOERROR,5,0
6,AAAA,NOERROR,7,0
97,TXT,NOERROR,2,1
94,A,NOERROR,0,0
61,AAAA,NXDOMAIN,9,1
59,A,NOERROR,9,0
77,MX,NOERROR,7,0
53,A,NOERROR,8,0
42,AAAA,NOERROR,2,0
54,A,NXDOMAIN,9,1
96,MX,NOERROR,7,0
81,MX,NOERROR,2,0
95,TXT,NOERROR,0,1
31,NS,NOERROR,6,0
94,A,NXDOMAIN,2,0
14,A,NOERROR,4,0
99,A,NOERROR,5,0
31,A,NOERROR,6,0
52,A,NOERROR,2,0
32,A,NOERROR,0,0
90,A,NOERROR,3,0
57,A,NOERROR,5,0
61,A,NOERROR,6,0
33,TXT,NOERROR,1,0
20,A,NXDOMAIN,6,0
9,A,NOERROR,0,0
17,CNAME,NOERROR,4,0
32,A,NOERROR,4,0
86,CNAME,NOERROR,8,0
79,NS,NOERROR,5,0
41,AAAA,NOERROR,5,0
52,A,NOERROR,6,0
88,A,NOERROR,9,0
57,A,NOERROR,7,0
44,A,NOERROR,7,0
64,A,NOERROR,4,0
95,AAAA,NOERROR,9,0
94,A,NOERROR,3,0
94,MX,SERVFAIL,2,0
49,CNAME,NOERROR,6,0
20,A,NOERROR,0,0
64,CNAME,NXDOMAIN,6,1
55,A,NOERROR,9,0
51,AAAA,NOERROR,8,0
81,MX,NOERROR,0,0
75,A,NOERROR,3,0
24,A,NOERROR,5,0
96,AAAA,NOERROR,6,0
6,A,NOERROR,7,0
86,NS,REFUSED,0,0
41,NS,NOERROR,1,0
69,A,NOERROR,1,0
85,AAAA,NOERROR,9,0
33,AAAA,NOERROR,3,0
17,AAAA,NXDOMAIN,5,0
57,A,NOERROR,1,0
61,CNAME,NOERROR,3,0
33,MX,NOERROR,2,0
79,AAAA,NOERROR,6,0
52,A,NOERROR,6,0
96,A,NOERROR,4,0
91,A,NOERROR,7,0
23,A,NXDOMAIN,1,0
54,AAAA,NOERROR,0,0
46,A,NOERROR,1,0
89,TXT,NXDOMAIN,0,1
35,A,NOERROR,9,0
37,A,NXDOMAIN,0,0
63,A,NXDOMAIN,6,1
6,A,NOERROR,5,0
26,AAAA,NOERROR,9,0
62,NS,NOERROR,2,0
45,A,NOERROR,9,0
64,A,NOERROR,5,0
28,MX,NOERROR,7,0
10,AAAA,NOERROR,6,0
34,A,NOERROR,7,0
17,CNAME,NOERROR,7,0
38,A,NOERROR,1,0
8,A,NOERROR,9,0
12,AAAA,NOERROR,6,0
31,NS,NXDOMAIN,5,0
30,AAAA,NOERROR,4,0
98,A,NOERROR,4,0
7,A,NXDOMAIN,5,0
85,A,NOERROR,2,0
68,AAAA,NOERROR,6,0
78,A,NXDOMAIN,9,1
87,MX,NOERROR,7,0
21,AAAA,NOERROR,6,0
10,A,NOERROR,2,0
33,A,NOERROR,6,0
12,NS,NOERROR,4,0
28,A,NXDOMAIN,6,0
71,MX,NOERROR,9,0
40,A,NOERROR,5,0
82,A,NOERROR,0,0
64,A,NOERROR,5,0
87,A,NOERROR,4,0
6,CNAME,NOERROR,6,0
24,A,NOERROR,0,0
8,A,NXDOMAIN,2,0
94,A,NOERROR,2,0
5,MX,SERVFAIL,2,0
17,A,NOERROR,9,0
7,CNAME,NOERROR,2,0
5,MX,NOERROR,4,0
56,AAAA,NXDOMAIN,5,0
84,A,NOERROR,9,0
28,A,NOERROR,8,0
21,A,NOERROR,1,0
10,A,NOERROR,3,0
29,AAAA,NOERROR,9,0
54,MX,NOERROR,4,0
92,A,NOERROR,3,0
16,A,NXDOMAIN,4,0
10,A,NOERROR,4,0
77,A,NOERROR,7,0
42,A,NXDOMAIN,8,0
84,AAAA,NOERROR,8,0
75,MX,NOERROR,1,0
48,A,REFUSED,2,0
78,A,NOERROR,8,0
57,CNAME,NOERROR,6,0
45,AAAA,NOERROR,7,0
59,A,NOERROR,6,0
76,MX,NOERROR,8,0
23,A,NOERROR,6,0
85,CNAME,NOERROR,3,0
96,A,NOERROR,4,0
31,A,NOERROR,8,0
13,MX,NOERROR,8,0
34,AAAA,NXDOMAIN,8,0
9,A,NXDOMAIN,8,0
98,NS,NOERROR,8,0
72,A,NOERROR,6,0
17,NS,NOERROR,3,0
18,A,NOERROR,9,0
41,AAAA,NOERROR,2,0
94,A,NOERROR,9,0
89,AAAA,NOERROR,2,0
33,MX,NOERROR,8,0
20,A,NOERROR,6,0
32,A,REFUSED,4,0
17,TXT,NOERROR,5,0
68,MX,NXDOMAIN,9,1
50,A,NOERROR,0,0
85,A,NOERROR,8,0
96,AAAA,SERVFAIL,4,0
16,A,NXDOMAIN,5,0
25,A,NOERROR,6,0
74,A,NOERROR,8,0
10,MX,NOERROR,8,0
41,A,NOERROR,7,0
96,A,NOERROR,5,0
36,A,NOERROR,6,0
29,A,NOERROR,7,0
70,A,NXDOMAIN,5,0
90,CNAME,NOERROR,9,0
35,MX,NOERROR,6,0
52,AAAA,NOERROR,1,0
31,AAAA,NOERROR,9,0
97,AAAA,NXDOMAIN,3,0
13,A,NOERROR,4,0
61,A,SERVFAIL,8,0
58,AAAA,NOERROR,7,0
27,CNAME,NOERROR,2,0
34,A,NXDOMAIN,5,0
21,A,NXDOMAIN,4,0
44,A,NOERROR,2,0
20,A,REFUSED,8,0
52,TXT,NXDOMAIN,0,1
86,A,NOERROR,9,0
34,AAAA,NOERROR,0,0
16,A,NOERROR,3,0
17,A,NOERROR,4,0
72,A,NOERROR,1,0
98,AAAA,NOERROR,3,0
96,A,NOERROR,9,0
65,MX,NOERROR,2,0
86,A,NOERROR,1,0
28,A,NOERROR,1,0
70,AAAA,NOERROR,9,0
47,MX,NXDOMAIN,8,0
41,MX,NOERROR,1,0
90,NS,NOERROR,3,0
28,AAAA,NOERROR,6,0
21,TXT,NOERROR,6,0
39,A,NOERROR,5,0
21,TXT,NXDOMAIN,1,0
61,A,NOERROR,6,0
40,A,NXDOMAIN,2,0
35,A,NXDOMAIN,2,0
48,A,NOERROR,5,0
8,A,NOERROR,1,0
15,AAAA,NOERROR,7,0
42,A,SERVFAIL,9,0
30,AAAA,NXDOMAIN,7,0
38,A,NOERROR,6,0
80,AAAA,NOERROR,8,0
31,TXT,NXDOMAIN,0,0
30,A,NXDOMAIN,0,0
88,A,NOERROR,0,0
69,A,NOERROR,7,0
47,AAAA,NOERROR,2,0
43,MX,REFUSED,3,0
55,CNAME,NOERROR,7,0
40,A,NOERROR,5,0
38,CNAME,NOERROR,1,0
59,A,NOERROR,5,0
88,MX,NOERROR,6,0
23,NS,NOERROR,5,0
18,A,NOERROR,6,0
38,A,NOERROR,0,0
6,A,NOERROR,7,0
19,MX,NOERROR,5,0
82,AAAA,NOERROR,0,0
84,A,NOERROR,8,0
31,MX,NOERROR,9,0
67,AAAA,NOERROR,0,0
86,NS,NOERROR,6,0
61,A,NOERROR,3,0
27,A,NOERROR,0,0
50,A,NOERROR,6,0
19,A,NOERROR,6,0
22,AAAA,NXDOMAIN,4,0
44,A,REFUSED,6,0
90,AAAA,NOERROR,7,0
70,MX,NOERROR,6,0
86,A,NOERROR,3,0
45,A,NOERROR,7,0
88,AAAA,NOERROR,6,0
94,A,NXDOMAIN,4,0
48,A,NOERROR,1,0
31,TXT,NXDOMAIN,4,0
22,A,NOERROR,3,0
92,MX,NOERROR,5,0
20,A,NOERROR,2,0
56,MX,NXDOMAIN,2,0
52,A,NOERROR,0,0
56,A,NOERROR,7,0
90,A,NOERROR,8,0
77,A,NOERROR,2,0
57,A,NOERROR,7,0
42,AAAA,NOERROR,6,0
78,A,NOERROR,7,0
43,A,NXDOMAIN,3,0
68,A,NOERROR,1,0
25,A,NOERROR,7,0
52,A,NOERROR,4,0
89,AAAA,NOERROR,1,0
55,A,NOERROR,2,0
73,NS,NOERROR,6,0
92,A,NOERROR,0,0
42,AAAA,NXDOMAIN,6,0
33,AAAA,NOERROR,0,0
33,A,NOERROR,2,0
97,A,NOERROR,1,0
54,A,NOERROR,3,0
89,A,NXDOMAIN,2,0
10,NS,NOERROR,1,0
69,A,NOERROR,9,0
33,A,NOERROR,2,0
10,A,NOERROR,9,0
41,A,NXDOMAIN,1,0
89,A,NOERROR,9,0
64,AAAA,NOERROR,5,0
79,A,NOERROR,6,0
20,AAAA,NXDOMAIN,5,0
24,A,NOERROR,8,0
94,A,NOERROR,9,0
87,NS,NOERROR,9,0
95,AAAA,NXDOMAIN,0,0
96,A,REFUSED,6,0
85,AAAA,NOERROR,0,0
93,AAAA,NOERROR,3,0
34,AAAA,NOERROR,5,0
15,A,NOERROR,1,0
57,NS,NXDOMAIN,5,0
11,AAAA,NXDOMAIN,2,0
34,NS,NOERROR,8,0
86,A,NOERROR,9,0
16,A,NXDOMAIN,0,0
57,AAAA,NOERROR,1,0
76,A,NOERROR,6,0
81,A,NOERROR,0,0
64,A,NOERROR,8,0
83,A,NOERROR,9,0
17,A,NOERROR,8,0
54,NS,NOERROR,6,0
34,A,NOERROR,8,0
98,A,NXDOMAIN,0,0
20,A,NXDOMAIN,1,0
72,A,NOERROR,7,0
29,A,NOERROR,5,0
30,MX,NOERROR,6,0
98,A,NOERROR,2,0
37,A,NOERROR,8,0
32,A,NOERROR,4,0
96,NS,NOERROR,2,0
47,A,NOERROR,3,0
30,MX,NOERROR,2,0
14,A,NXDOMAIN,4,0
19,A,NOERROR,4,0
89,TXT,NXDOMAIN,4,1
77,MX,NOERROR,3,0
78,A,NOERROR,7,0
28,AAAA,NOERROR,5,0
48,AAAA,NOERROR,0,0
38,A,NXDOMAIN,5,0
47,AAAA,NOERROR,6,0
24,NS,NOERROR,3,0
28,A,NOERROR,9,0
27,A,NOERROR,2,0
42,A,NOERROR,4,0
42,A,NOERROR,6,0
8,MX,NOERROR,8,0
82,A,NXDOMAIN,7,1
28,A,NOERROR,3,0
43,MX,NXDOMAIN,5,0
60,A,NOERROR,8,0
50,A,REFUSED,1,0
16,NS,NXDOMAIN,8,0
14,MX,NOERROR,5,0
33,A,NOERROR,4,0
18,A,NOERROR,7,0
58,AAAA,NXDOMAIN,7,1
37,A,NOERROR,1,0
51,MX,NOERROR,2,0
58,A,NOERROR,2,0
31,NS,NOERROR,0,0
55,A,NOERROR,4,0
98,AAAA,NOERROR,7,0
46,MX,NOERROR,1,0
46,A,NOERROR,4,0
7,AAAA,NOERROR,1,0
49,A,NOERROR,0,0
72,A,NOERROR,6,0
64,MX,NOERROR,6,0
84,A,NOERROR,8,0
30,A,NOERROR,6,0
69,A,NOERROR,5,0
32,A,NXDOMAIN,5,0
31,TXT,NOERROR,1,0
7,A,NOERROR,4,0
42,AAAA,NOERROR,1,0
56,A,NOERROR,4,0
21,A,SERVFAIL,6,0
41,MX,NXDOMAIN,3,0
88,A,NOERROR,4,0
27,A,NOERROR,6,0
23,A,NOERROR,6,0
80,A,NOERROR,0,0
96,A,NOERROR,7,0
99,A,NOERROR,8,0
13,A,NOERROR,5,0
20,A,NOERROR,5,0
12,A,NOERROR,7,0
96,CNAME,NOERROR,3,0
35,A,REFUSED,8,0
6,A,NOERROR,9,0
48,A,NXDOMAIN,6,0
98,MX,NOERROR,2,0
62,A,NXDOMAIN,5,0
96,A,NOERROR,9,0
40,A,NOERROR,8,0
69,CNAME,NOERROR,1,0
47,AAAA,NXDOMAIN,6,0
33,TXT,NOERROR,8,0
41,A,NOERROR,7,0
32,TXT,NOERROR,8,0
39,A,NOERROR,7,0
92,CNAME,SERVFAIL,9,0
21,MX,NOERROR,1,0
60,A,NOERROR,4,0
20,A,NOERROR,8,0
58,MX,NOERROR,0,0
54,TXT,NOERROR,9,1
32,A,NOERROR,2,0
93,NS,NOERROR,1,0
43,MX,NXDOMAIN,6,0
56,A,NOERROR,7,0
30,AAAA,NXDOMAIN,9,0
14,AAAA,NOERROR,8,0
75,A,NOERROR,8,0
90,A,NXDOMAIN,7,1
97,A,NOERROR,7,0
11,A,NOERROR,6,0
44,A,NOERROR,6,0
90,CNAME,NOERROR,1,0
66,A,NXDOMAIN,7,1
64,AAAA,NOERROR,1,0
95,A,NXDOMAIN,4,0
60,NS,NOERROR,8,0
8,A,NOERROR,0,0
21,NS,NOERROR,4,0
23,AAAA,NOERROR,0,0
84,A,NOERROR,8,0
54,TXT,NOERROR,8,1
8,A,NOERROR,9,0
69,A,REFUSED,9,0
92,A,NOERROR,7,0
69,A,NOERROR,8,0
20,TXT,NOERROR,1,0
93,TXT,NOERROR,7,1
15,A,NOERROR,3,0
12,A,NOERROR,5,0
48,MX,NOERROR,4,0
90,AAAA,NOERROR,3,0
33,A,NOERROR,9,0
57,A,NOERROR,4,0
21,A,NXDOMAIN,8,0
68,A,NOERROR,6,0
85,A,NOERROR,9,0
6,A,NOERROR,5,0
9,A,NOERROR,5,0
19,A,NOERROR,9,0
50,NS,NOERROR,2,0
13,AAAA,NOERROR,9,0
50,A,NXDOMAIN,9,0
26,A,NOERROR,4,0
44,A,NOERROR,0,0
66,A,NOERROR,4,0
26,A,NXDOMAIN,9,0
43,AAAA,NOERROR,2,0
84,MX,NOERROR,4,0
15,MX,NOERROR,5,0
41,AAAA,NOERROR,2,0
99,AAAA,NOERROR,3,0
8,A,SERVFAIL,9,0
13,AAAA,NOERROR,3,0
45,CNAME,NXDOMAIN,4,0
23,A,NOERROR,2,0
41,A,NOERROR,8,0
11,TXT,NOERROR,3,0
76,TXT,NOERROR,9,1
73,A,NXDOMAIN,6,1
11,TXT,NXDOMAIN,1,0
65,A,NOERROR,7,0
9,A,NOERROR,0,0
40,MX,NOERROR,1,0
60,A,NOERROR,0,0
78,A,SERVFAIL,2,0
22,MX,NOERROR,1,0
62,AAAA,REFUSED,6,0
80,AAAA,NOERROR,2,0
87,MX,NOERROR,3,0
22,A,NOERROR,3,0
92,A,NOERROR,7,0
72,A,NOERROR,9,0
65,A,NOERROR,2,0
92,AAAA,NOERROR,0,0
78,A,NOERROR,8,0
23,A,NOERROR,6,0
56,AAAA,NOERROR,4,0
45,A,NOERROR,4,0
65,A,NOERROR,7,0
29,TXT,NXDOMAIN,1,0
14,A,NOERROR,1,0
34,AAAA,NOERROR,3,0
53,A,NXDOMAIN,0,0
65,A,NOERROR,7,0
63,A,SERVFAIL,1,0
89,A,NXDOMAIN,3,0
36,A,NOERROR,8,0
79,NS,NXDOMAIN,1,0
71,MX,NOERROR,9,0
19,NS,NOERROR,8,0
88,A,NXDOMAIN,0,0
63,A,NOERROR,1,0
70,A,NOERROR,3,0
70,A,NXDOMAIN,9,1
54,A,NOERROR,9,0
90,A,NXDOMAIN,2,0
85,AAAA,NOERROR,7,0
56,A,NOERROR,3,0
74,MX,NOERROR,9,0
98,AAAA,NXDOMAIN,9,1
29,AAAA,NOERROR,7,0
13,A,NOERROR,6,0
76,CNAME,NOERROR,2,0
43,A,NOERROR,0,0
23,A,NOERROR,9,0
91,TXT,NOERROR,8,1
24,A,NXDOMAIN,8,0
83,A,NXDOMAIN,3,0
33,CNAME,NOERROR,6,0
54,A,NOERROR,0,0
71,A,NOERROR,0,0
83,A,NXDOMAIN,2,0
48,A,NOERROR,9,0
48,A,NOERROR,5,0
34,A,NXDOMAIN,5,0
63,TXT,NOERROR,7,1
38,A,NOERROR,4,0
69,MX,NOERROR,0,0
22,AAAA,NOERROR,4,0
86,A,NOERROR,3,0
27,A,NOERROR,0,0
99,A,NOERROR,5,0
19,A,NOERROR,8,0
57,A,NOERROR,0,0
36,A,SERVFAIL,1,0
94,A,NOERROR,1,0
40,A,NOERROR,2,0
17,A,NOERROR,6,0
40,A,NOERROR,2,0
32,MX,NOERROR,6,0
80,A,NOERROR,2,0
19,A,NOERROR,7,0
73,AAAA,REFUSED,3,0
28,MX,NOERROR,5,0
83,A,NOERROR,9,0
52,AAAA,NOERROR,3,0
71,A,NOERROR,7,0
48,A,NXDOMAIN,4,0
25,A,NOERROR,2,0
25,TXT,NOERROR,8,0
69,CNAME,NOERROR,0,0
90,TXT,NOERROR,9,1
66,CNAME,NOERROR,4,0
6,A,NOERROR,9,0
91,MX,NXDOMAIN,0,0
34,MX,NOERROR,0,0
38,A,NOERROR,6,0
25,A,NOERROR,1,0
23,MX,NOERROR,1,0
49,NS,NOERROR,6,0
19,CNAME,NOERROR,9,0
44,A,NOERROR,0,0
89,A,NOERROR,9,0
19,AAAA,NOERROR,9,0
46,A,NOERROR,5,0
20,AAAA,NOERROR,2,0
35,CNAME,NOERROR,5,0
94,AAAA,REFUSED,9,0
90,AAAA,NOERROR,3,0
41,AAAA,NOERROR,3,0
79,MX,NOERROR,1,0
88,AAAA,NXDOMAIN,0,0
90,NS,NOERROR,5,0
95,A,NOERROR,5,0
57,A,NOERROR,6,0
57,MX,NOERROR,0,0
21,A,NOERROR,2,0
21,A,NOERROR,6,0
10,AAAA,NOERROR,9,0
49,MX,NOERROR,6,0
36,MX,NOERROR,6,0
33,AAAA,NOERROR,4,0
99,A,NOERROR,2,0
10,A,NXDOMAIN,2,0
96,A,NOERROR,4,0
25,A,NOERROR,5,0
53,NS,REFUSED,0,0
43,A,SERVFAIL,0,0
93,A,NXDOMAIN,4,0
34,A,NOERROR,6,0
34,AAAA,NXDOMAIN,4,0
58,TXT,NOERROR,9,1
20,A,NOERROR,6,0
31,A,NOERROR,2,0
11,MX,NOERROR,2,0
50,NS,NOERROR,7,0
36,A,NXDOMAIN,1,0
54,A,NOERROR,5,0
57,A,NOERROR,1,0
27,A,NOERROR,8,0
11,AAAA,NOERROR,3,0
82,A,NOERROR,1,0
68,A,NOERROR,0,0
12,NS,NOERROR,6,0
36,AAAA,NOERROR,7,0
31,CNAME,NOERROR,0,0
56,A,NOERROR,0,0
70,TXT,NOERROR,4,1
38,AAAA,NOERROR,0,0
82,A,NXDOMAIN,0,0
33,CNAME,NOERROR,1,0
94,A,NOERROR,9,0
14,A,NOERROR,3,0
55,NS,NXDOMAIN,8,1
57,A,NOERROR,9,0
53,NS,NOERROR,7,0
64,A,NOERROR,6,0
76,A,NOERROR,1,0
8,MX,NOERROR,2,0
51,A,NOERROR,0,0
30,A,NOERROR,9,0
46,A,NOERROR,3,0
53,A,NXDOMAIN,3,0
86,A,NOERROR,0,0
14,AAAA,NOERROR,4,0
5,A,NOERROR,3,0
35,NS,NOERROR,4,0
80,A,REFUSED,5,0
27,A,NOERROR,2,0
91,A,NOERROR,8,0
43,A,NXDOMAIN,5,0
31,MX,NOERROR,4,0
77,A,NOERROR,9,0
72,A,NXDOMAIN,0,0
21,A,NOERROR,8,0
16,A,NOERROR,9,0
37,CNAME,NOERROR,1,0
33,A,NOERROR,3,0
72,A,NOERROR,3,0
45,NS,NOERROR,8,0
69,A,NOERROR,1,0
52,TXT,NOERROR,5,1
9,A,NOERROR,7,0
28,AAAA,NOERROR,7,0
71,A,NXDOMAIN,9,1
36,A,NOERROR,3,0
18,A,NOERROR,1,0
81,TXT,NOERROR,8,1
36,A,NOERROR,0,0
91,A,NOERROR,5,0
52,A,NXDOMAIN,8,1
83,A,NOERROR,7,0
85,AAAA,NOERROR,0,0
19,A,NOERROR,4,0
79,A,NXDOMAIN,1,0
56,A,NOERROR,3,0
33,AAAA,NOERROR,8,0
54,MX,NOERROR,8,0
80,NS,NOERROR,1,0
82,A,NOERROR,0,0
19,A,NOERROR,9,0
50,CNAME,NOERROR,6,0
27,A,NOERROR,5,0
33,AAAA,NOERROR,6,0
75,A,NOERROR,0,0
91,A,NOERROR,1,0
54,A,NOERROR,7,0
47,MX,NOERROR,0,0
85,NS,NOERROR,7,0
49,A,NOERROR,5,0
8,AAAA,NOERROR,7,0
92,A,NOERROR,6,0
78,A,NOERROR,3,0
54,AAAA,NOERROR,3,0
10,TXT,NOERROR,6,0
43,MX,NOERROR,6,0
13,A,NXDOMAIN,4,0
88,A,NXDOMAIN,8,1
23,A,NOERROR,5,0
8,A,NOERROR,0,0
59,A,NOERROR,9,0
99,A,NOERROR,6,0
7,CNAME,NOERROR,1,0
66,AAAA,NXDOMAIN,9,1
34,A,NOERROR,4,0
39,A,NOERROR,3,0
95,AAAA,NOERROR,5,0
76,A,NXDOMAIN,3,0
79,A,NOERROR,5,0
59,CNAME,NOERROR,8,0
38,AAAA,NXDOMAIN,8,0
73,CNAME,NOERROR,4,0
10,TXT,NXDOMAIN,8,1
36,A,NOERROR,5,0
34,A,NOERROR,6,0
44,MX,NOERROR,7,0
99,AAAA,NOERROR,9,0
91,A,NOERROR,1,0
12,CNAME,NOERROR,5,0
5,A,NXDOMAIN,8,0
42,MX,NXDOMAIN,0,0
36,MX,NOERROR,7,0
78,A,NOERROR,3,0
93,A,NXDOMAIN,9,1
87,A,NOERROR,1,0
97,TXT,NOERROR,0,1
14,A,NXDOMAIN,4,0
64,AAAA,NOERROR,9,0
55,AAAA,SERVFAIL,2,0
18,A,NOERROR,0,0
61,CNAME,NOERROR,5,0
63,AAAA,NOERROR,8,0
70,TXT,NOERROR,3,1
25,CNAME,NOERROR,9,0
48,AAAA,NOERROR,9,0
61,A,NOERROR,7,0
30,TXT,NOERROR,2,0
24,A,SERVFAIL,4,0
48,A,REFUSED,9,0
91,A,NOERROR,3,0
86,A,NOERROR,1,0
21,A,NOERROR,8,0
81,A,NOERROR,1,0
97,MX,NOERROR,9,0
65,MX,NOERROR,3,0
22,NS,NOERROR,9,0
5,A,NOERROR,3,0
67,A,NOERROR,4,0
23,AAAA,NOERROR,8,0
60,CNAME,NOERROR,2,0
53,A,REFUSED,0,0
44,A,NOERROR,1,0
52,TXT,NOERROR,3,1
69,A,NXDOMAIN,1,0
58,MX,NXDOMAIN,8,1
72,AAAA,NOERROR,2,0
76,A,NOERROR,0,0
22,A,NOERROR,0,0
73,MX,SERVFAIL,1,0
52,A,NXDOMAIN,4,0
52,A,NOERROR,6,0
66,A,SERVFAIL,8,0
28,AAAA,NOERROR,8,0
21,AAAA,NOERROR,2,0
48,MX,NOERROR,1,0
94,NS,NOERROR,7,0
91,AAAA,NXDOMAIN,5,0
67,A,NOERROR,7,0
39,A,SERVFAIL,6,0
50,A,NOERROR,7,0
