hour_of_day,log_level,event_frequency,unique_ips,failed_auth_count,avg_response_time_ms,error_rate,is_anomaly
15,WARNING,22,29,2,449,0.04471456219171169,0
14,DEBUG,38,14,2,298,0.035512211538472734,0
19,DEBUG,27,5,4,392,0.042103353599871884,0
11,INFO,26,29,2,85,0.020380653218572027,0
23,INFO,491,285,13,7927,0.20688340553251172,1
18,INFO,39,16,2,345,0.04563559586077782,0
18,WARNING,31,6,2,314,0.04829266236828167,0
17,DEBUG,29,9,3,89,0.042598829214507826,0
18,INFO,1,16,0,400,0.028151791870075906,0
9,INFO,10,24,1,419,0.02505510487755539,0
14,DEBUG,47,4,2,376,0.04474291165570871,0
12,INFO,46,6,1,427,0.020589437369020754,0
18,WARNING,4,19,1,94,0.02934954945051378,0
13,INFO,31,1,4,50,0.020710479119444472,0
10,INFO,4,25,4,462,0.0039268560592478794,0
4,CRITICAL,81,350,31,8806,0.2976325801787353,1
17,INFO,9,6,0,250,0.03610951265876202,0
14,DEBUG,15,3,0,235,0.023213695385354158,0
14,INFO,44,27,1,68,0.008117614360584313,0
9,INFO,41,21,1,352,0.0088487740467957,0
8,INFO,3,14,1,169,0.03320299826255706,0
17,INFO,15,25,1,76,0.046859275862504254,0
3,INFO,239,307,38,6151,0.439263897547334,1
19,INFO,6,2,1,412,0.022238448664617355,0
15,INFO,47,16,4,255,0.03428381985012485,0
18,INFO,7,22,1,253,0.042752557219453986,0
17,WARNING,46,13,4,173,0.04018793641941015,0
10,WARNING,4,25,4,487,0.035733665807424854,0
18,INFO,21,16,1,147,0.0129547360130224,0
11,INFO,1,11,1,106,0.008580234823300231,0
15,INFO,23,11,2,232,0.00035933921508238265,0
10,INFO,13,16,4,310,0.0484780094230563,0
13,ERROR,43,10,1,276,0.0216778437569022,0
9,INFO,28,17,1,143,0.009945227890047642,0
23,WARNING,426,324,41,2829,0.7044429326179271,1
8,INFO,18,5,3,380,0.007476559763132357,0
3,ERROR,444,66,66,5485,0.6251185007878355,1
11,INFO,28,12,4,205,0.04293106713488881,0
13,INFO,9,3,2,445,0.04851477950722994,0
14,DEBUG,43,19,3,222,0.025358752158765638,0
9,DEBUG,6,28,0,339,0.015923108115054093,0
15,INFO,16,28,2,144,0.008773087635833648,0
19,INFO,37,10,1,296,0.014370982440319709,0
16,DEBUG,1,16,1,390,0.030951694523179474,0
17,WARNING,22,25,1,265,0.047262833029305736,0
18,INFO,46,19,0,263,0.02455598156632734,0
9,WARNING,23,29,1,235,0.006990840931028292,0
23,WARNING,473,486,75,1170,0.2919298511623524,1
9,DEBUG,31,25,2,314,0.048143071540073606,0
18,INFO,38,16,0,286,0.044758077602630036,0
12,DEBUG,28,28,1,416,0.042957976091041815,0
14,WARNING,44,10,4,377,0.03887126969092358,0
13,DEBUG,27,15,1,98,0.0063078035917523145,0
11,INFO,39,3,0,187,0.016360904520581743,0
9,WARNING,42,24,0,154,0.037707563295309485,0
14,INFO,42,10,3,169,0.043313006661418324,0
19,DEBUG,13,12,3,78,0.011372524223061765,0
17,INFO,32,9,3,354,0.031044554004025685,0
1,ERROR,109,128,23,1338,0.4099226109703886,1
8,DEBUG,33,1,0,228,0.04279585563579176,0
10,INFO,47,13,3,499,0.017372775910878286,0
14,WARNING,46,25,4,60,0.009830063350104069,0
16,WARNING,13,7,2,377,0.041882069246502715,0
22,DEBUG,364,178,59,1685,0.6600286669558464,1
14,DEBUG,7,28,3,355,0.023034450231255568,0
17,DEBUG,12,20,3,410,0.004778267248650292,0
4,ERROR,168,335,12,4771,0.26279166055406883,1
11,INFO,15,7,2,58,0.04620722660200904,0
12,WARNING,49,25,3,411,0.034680788734313225,0
9,INFO,21,6,4,161,0.049217950906621954,0
15,DEBUG,12,12,4,92,0.022401168223050705,0
19,INFO,13,4,4,215,0.04446059158703899,0
22,INFO,99,223,41,5970,0.23352901982261232,1
5,WARNING,137,488,61,1019,0.7524889534459984,1
19,DEBUG,39,10,3,230,0.04895163397144533,0
10,DEBUG,2,19,1,237,0.04461002590862605,0
14,INFO,29,2,0,379,0.03131999802222043,0
22,ERROR,281,92,76,4289,0.3547708242947205,1
14,DEBUG,29,15,1,459,0.019258932547465864,0
18,CRITICAL,36,6,0,303,0.029313542206903298,0
12,INFO,38,1,3,361,0.03683101190604558,0
11,DEBUG,7,18,0,135,0.03542894973943196,0
14,DEBUG,30,8,2,233,0.015015522958786187,0
10,INFO,23,13,4,223,0.03358560007139877,0
17,ERROR,28,19,0,290,0.00023266776561795544,0
14,INFO,23,16,0,453,0.008491968618083101,0
9,WARNING,36,1,2,267,0.007593383339661447,0
19,INFO,42,2,4,342,0.03705117654494041,0
1,ERROR,192,491,88,5301,0.4442320221477155,1
15,INFO,4,14,2,167,0.004317107087454991,0
19,INFO,20,15,3,254,0.04559155577652318,0
13,INFO,5,2,0,376,0.015330715803462508,0
19,WARNING,46,13,0,252,0.031133880992697274,0
10,DEBUG,11,20,2,476,0.00819657263664817,0
4,ERROR,94,467,53,4360,0.6898342783999308,1
12,INFO,41,20,4,425,0.023097642972686672,0
10,INFO,44,11,4,358,0.01872867366114612,0
13,DEBUG,24,10,2,233,0.04110652270513106,0
0,ERROR,399,392,88,1247,0.7264334608509471,1
15,INFO,22,29,2,244,0.024806773404996613,0
18,INFO,47,17,3,413,0.03919843355456025,0
19,INFO,6,3,0,84,0.03546771449443782,0
18,INFO,24,4,1,434,0.005242947877496712,0
16,INFO,29,27,1,219,0.025892209197857004,0
1,CRITICAL,126,426,33,6936,0.5249820435599778,1
10,WARNING,32,5,2,75,0.0319002816405858,0
18,DEBUG,47,2,3,412,0.035641681603277735,0
17,DEBUG,30,4,3,161,0.028666995591807427,0
4,WARNING,257,278,14,3574,0.5137157635309741,1
19,INFO,41,6,1,148,0.025723482944168798,0
17,WARNING,3,28,3,238,0.0281869617724222,0
9,INFO,25,20,2,174,0.04395992499728781,0
16,WARNING,28,27,2,409,0.030737788775258935,0
12,DEBUG,15,27,1,428,0.02187935848771493,0
19,INFO,17,15,4,222,0.012678588296516653,0
3,WARNING,81,493,60,7331,0.4858184484944428,1
17,DEBUG,27,29,4,288,0.038550942518230026,0
13,INFO,36,6,0,155,0.004139012301515299,0
14,DEBUG,14,22,2,418,0.006265619062531664,0
9,INFO,43,26,4,148,0.010267924977295579,0
8,INFO,32,14,0,127,0.01184817774997246,0
14,WARNING,12,18,0,466,0.03225400082922035,0
8,DEBUG,23,27,1,235,0.0266495984284245,0
10,INFO,16,29,4,442,0.011790513408243343,0
11,CRITICAL,44,7,1,452,0.007479946342792133,0
9,WARNING,2,25,0,171,0.03458964638916857,0
14,INFO,7,6,2,207,0.002628501510430481,0
12,INFO,21,24,2,251,0.010962158551978879,0
8,INFO,31,6,2,240,0.014786308286262219,0
19,INFO,23,6,4,486,0.009064451304412418,0
19,INFO,25,20,3,444,0.02870430895993687,0
15,INFO,35,22,1,203,0.035856062653794,0
17,INFO,35,10,3,459,0.020368541246462642,0
14,INFO,45,4,3,447,0.008331121285002586,0
11,DEBUG,7,10,0,449,0.02006991240558317,0
2,ERROR,361,414,82,9531,0.7206708775323261,1
14,DEBUG,32,1,0,79,0.043987680171619976,0
18,INFO,5,23,3,190,0.026579051658097985,0
9,DEBUG,25,14,0,152,0.0028617336530971428,0
13,INFO,31,18,0,114,0.04890918717368606,0
8,WARNING,20,22,4,424,0.009437325128885832,0
14,INFO,22,9,1,280,0.02641865524821151,0
14,DEBUG,38,10,1,179,0.017068586237918845,0
19,INFO,13,19,3,72,0.03490829993986187,0
11,DEBUG,39,4,2,339,0.009541306200038275,0
11,INFO,2,21,0,370,0.025622163369259317,0
4,ERROR,139,173,40,4449,0.7272032814371756,1
12,WARNING,9,13,2,91,0.03255261443137379,0
9,DEBUG,2,10,1,219,0.029101913490406375,0
16,INFO,45,13,3,374,0.006296494880127235,0
22,CRITICAL,218,278,25,8508,0.6883755825809141,1
11,ERROR,8,12,4,251,0.02315275650303148,0
18,DEBUG,16,24,3,71,0.00937451220043331,0
16,INFO,33,3,3,299,0.02000548741506917,0
10,DEBUG,11,19,3,84,0.01846675963765551,0
16,INFO,32,9,2,272,0.022171199929007374,0
8,DEBUG,8,13,3,93,0.04473242382386864,0
14,WARNING,32,22,4,353,0.04357837585819233,0
11,DEBUG,21,8,0,355,0.00120264684529105,0
14,INFO,25,4,1,236,0.025653301470823276,0
17,INFO,20,21,2,379,0.0036682399870737016,0
13,ERROR,1,28,3,140,0.0018175874825647198,0
11,INFO,21,9,1,338,0.010561637752451848,0
11,DEBUG,7,7,3,65,0.048279609785792606,0
23,WARNING,134,489,47,4421,0.5932742091976799,1
14,DEBUG,9,23,4,310,0.0356631040140877,0
11,INFO,22,11,4,265,0.015433032588117908,0
18,INFO,2,25,2,477,0.01056958230342564,0
0,ERROR,464,258,15,3528,0.2779603728703253,1
13,DEBUG,6,13,1,268,0.0010703873531007825,0
8,INFO,5,3,4,319,0.022018039239767775,0
9,INFO,45,3,0,426,0.030313483359677387,0
11,ERROR,10,20,2,385,0.02971324814492082,0
13,INFO,1,11,3,398,0.035077686229939446,0
13,INFO,26,26,2,412,0.025532671275052828,0
8,INFO,26,23,4,362,0.026684487448828054,0
4,WARNING,55,332,56,9750,0.40363726461855287,1
9,INFO,21,5,2,172,0.028226811535103563,0
12,INFO,46,20,0,164,0.04369373713533508,0
11,DEBUG,12,24,1,352,0.00622585123112307,0
12,DEBUG,38,19,3,140,0.04131521176304406,0
12,DEBUG,14,12,2,398,0.03442359285045487,0
17,WARNING,49,18,0,286,0.0002892098996396808,0
15,DEBUG,32,4,2,269,0.010525158211986647,0
22,WARNING,326,316,86,4071,0.6361989189889748,1
3,WARNING,333,288,56,1146,0.7756194625835771,1
19,INFO,17,14,1,111,0.019580817701682896,0
16,INFO,10,16,0,187,0.017462447840673058,0
22,CRITICAL,408,98,35,8880,0.3075550255646696,1
18,DEBUG,16,8,2,316,0.041352524551069844,0
0,ERROR,302,70,22,2875,0.586718894680254,1
13,INFO,4,9,2,143,0.04236849338304707,0
13,ERROR,9,2,2,255,0.045926889507688855,0
9,DEBUG,29,8,4,129,0.008325752711767649,0
18,DEBUG,7,7,0,440,0.01830787518776394,0
15,INFO,16,18,0,358,0.03255674592015403,0
13,DEBUG,6,21,0,373,0.04892853681053712,0
18,DEBUG,44,22,0,193,0.04330852132617167,0
17,INFO,3,9,3,237,0.03704645182543664,0
16,INFO,44,11,2,100,0.04696851044760817,0
0,ERROR,54,346,56,1685,0.4341440563779336,1
12,INFO,14,8,3,276,0.04490646847704716,0
14,INFO,9,23,0,442,0.009316813566187732,0
13,INFO,36,27,0,482,0.03569366320731215,0
18,INFO,23,17,4,341,0.01996333579993643,0
5,ERROR,495,438,57,4628,0.6551877684053028,1
13,DEBUG,7,19,0,337,0.002776315950350228,0
11,DEBUG,20,1,0,287,0.041451945434788216,0
10,INFO,19,26,0,362,0.01472272369018629,0
8,INFO,6,22,3,395,0.038534919445817106,0
8,INFO,39,3,3,362,0.008410570128144862,0
22,WARNING,349,142,43,1224,0.4880062772770738,1
16,DEBUG,7,18,0,196,0.03250210000028144,0
15,DEBUG,35,29,1,422,0.0222063350933884,0
19,DEBUG,25,26,3,92,0.04234013294002467,0
9,INFO,38,2,2,373,0.04564407383483696,0
16,INFO,23,8,2,369,0.020306765966709068,0
15,INFO,25,17,1,144,0.030839343128312394,0
19,INFO,38,9,4,190,0.013979898821806487,0
16,WARNING,11,12,2,287,0.012958694877693118,0
11,ERROR,34,7,4,187,0.04295344823498467,0
16,INFO,31,1,2,225,0.007272958108695527,0
9,WARNING,38,21,1,197,0.022255314108871334,0
8,INFO,46,21,3,165,0.02270303232876583,0
3,CRITICAL,379,414,51,8042,0.411623268424043,1
17,WARNING,9,2,4,477,0.03155980785529675,0
15,CRITICAL,13,17,1,481,0.021627403902536126,0
14,INFO,20,7,4,249,0.0220860211604907,0
15,INFO,21,15,2,113,0.031080256120090508,0
19,INFO,22,28,3,431,0.035116343556529955,0
8,DEBUG,1,9,0,78,0.03967570943816134,0
16,INFO,40,8,1,377,0.034195981074666294,0
19,WARNING,41,7,4,58,0.00037676973696589846,0
17,DEBUG,17,4,4,270,0.011559382977620459,0
18,INFO,45,10,4,72,0.006749232419635604,0
16,INFO,4,7,4,360,0.04058431127020343,0
19,INFO,6,15,1,381,0.02404782303675831,0
3,CRITICAL,192,358,18,5315,0.7710883900331056,1
16,WARNING,49,8,2,480,0.03749739195597478,0
13,INFO,19,9,3,285,0.003823898809944093,0
11,DEBUG,30,9,3,192,0.03518662153207692,0
2,ERROR,100,360,70,7337,0.26625478321652074,1
18,INFO,32,21,2,107,0.021133485579695507,0
11,INFO,29,6,1,195,0.03300617514262496,0
14,DEBUG,8,16,2,473,0.0010513717777293986,0
8,INFO,21,16,2,195,0.005132713352520641,0
16,INFO,17,24,3,56,0.019892730867092742,0
10,INFO,17,14,4,179,0.004654408861273613,0
11,INFO,21,19,4,259,0.02414089221174234,0
19,INFO,15,19,2,283,0.029759298577762824,0
22,INFO,397,320,59,2058,0.7822029507818231,1
19,CRITICAL,25,27,2,468,0.01183668026065814,0
10,INFO,33,5,2,407,0.0382106750367005,0
11,DEBUG,2,27,3,443,0.004557244068996708,0
12,INFO,42,1,2,69,0.0464365273435613,0
22,CRITICAL,330,93,67,1866,0.566386975957291,1
8,INFO,36,9,0,190,0.021709238237580714,0
16,INFO,8,21,0,166,0.0019256504715154277,0
17,DEBUG,16,7,2,73,0.024198372667565218,0
17,INFO,7,10,4,475,0.04632803577354123,0
11,INFO,5,25,1,496,0.01072421684584961,0
16,INFO,23,24,0,164,0.045315484252889116,0
11,WARNING,8,15,2,351,0.025212464702153256,0
8,DEBUG,3,21,0,494,0.005397307215350167,0
19,DEBUG,35,12,2,380,0.03858538907873795,0
3,CRITICAL,51,491,38,6972,0.634931453561278,1
16,INFO,36,18,4,426,0.023970351335757825,0
10,DEBUG,15,21,0,453,0.030650529657726,0
12,INFO,30,10,1,321,0.04148041511425512,0
10,WARNING,15,24,1,84,0.020498988426862003,0
19,DEBUG,29,27,1,287,0.03759845281022864,0
10,DEBUG,4,1,1,314,0.008043413964585456,0
8,DEBUG,34,26,3,469,0.0023984298499958537,0
9,WARNING,23,4,2,423,0.0023615889440642803,0
9,WARNING,35,17,4,63,0.002096736836123353,0
22,ERROR,311,417,93,3488,0.5681489614729249,1
14,INFO,31,13,3,125,0.019511265684720943,0
15,INFO,42,2,2,72,0.03929238110544399,0
9,DEBUG,33,15,3,226,0.00015507189681491785,0
16,WARNING,18,12,0,50,0.03356689962330098,0
10,DEBUG,5,2,0,257,0.018707411710943422,0
17,INFO,9,7,1,99,0.023534471957961912,0
9,INFO,20,4,0,107,0.006748788106361781,0
19,DEBUG,38,14,2,252,0.0382999143022409,0
8,INFO,9,18,1,334,0.043496234060801,0
16,INFO,18,11,3,51,0.0017644502233904126,0
2,ERROR,308,451,99,3653,0.25588523789394524,1
19,DEBUG,15,3,4,129,0.020799149711002735,0
18,DEBUG,14,18,4,204,0.04280720908497464,0
11,INFO,35,23,2,469,0.03975994783568686,0
14,ERROR,40,1,1,274,0.027431927870701367,0
19,DEBUG,43,13,0,203,0.009002458053222596,0
10,ERROR,36,25,1,124,0.02770225373966099,0
10,INFO,47,5,3,312,0.022043326487703824,0
11,WARNING,42,4,4,215,0.045156942154532705,0
9,DEBUG,20,3,1,343,0.013393018707530997,0
17,INFO,11,19,1,202,0.03976843291900459,0
11,DEBUG,41,13,0,229,0.028262481239887855,0
17,INFO,17,16,3,489,0.001664311616453701,0
10,ERROR,41,19,4,355,0.01250849911184423,0
2,INFO,91,257,35,4684,0.7792532065357736,1
1,ERROR,416,391,75,8971,0.3627752804318362,1
9,DEBUG,23,27,0,311,0.03961503997068081,0
18,INFO,9,7,0,153,0.029345292448725115,0
16,DEBUG,25,3,4,334,0.016336697804799623,0
22,INFO,148,158,66,2852,0.46738853854412254,1
5,WARNING,437,415,48,8568,0.6948085448404187,1
17,INFO,2,10,2,311,0.0034762897552698237,0
17,DEBUG,45,21,1,290,0.005402656824514596,0
10,DEBUG,1,8,1,434,0.00506425715835725,0
10,DEBUG,38,2,3,128,0.01594491465875868,0
15,ERROR,6,10,2,206,0.02894882049231236,0
0,ERROR,232,95,69,2367,0.5095669169514786,1
13,INFO,44,18,2,61,0.03342102469867529,0
11,INFO,15,12,2,361,0.035429646951668885,0
1,INFO,491,438,54,4145,0.7670393456426448,1
11,INFO,2,25,1,55,0.005267908518584336,0
15,DEBUG,30,2,1,305,0.006914369907475237,0
13,INFO,29,17,3,108,0.029134086541099075,0
9,INFO,12,20,0,485,0.0371619510640348,0
10,INFO,34,12,1,86,0.03956699269813708,0
19,DEBUG,30,7,4,120,0.01052555711300393,0
14,DEBUG,36,15,0,153,0.036126227432322265,0
18,INFO,35,2,2,219,0.016148309174122705,0
18,INFO,2,27,3,88,0.027886253153045472,0
11,DEBUG,3,26,4,216,0.025512907760127268,0
11,DEBUG,42,25,4,104,0.003650911323929834,0
12,WARNING,12,12,0,223,0.04204668644747379,0
15,INFO,4,17,3,102,0.036726242790228555,0
14,CRITICAL,7,1,0,494,0.033844720118985816,0
16,DEBUG,20,8,1,59,0.01700446964203833,0
12,INFO,19,5,2,126,0.049592738867177355,0
8,DEBUG,8,28,3,312,0.003141303380792127,0
11,INFO,3,28,1,468,0.015119610659597594,0
5,INFO,274,326,16,8573,0.4393093467655542,1
13,DEBUG,15,8,2,387,0.011775967512952746,0
16,DEBUG,8,22,1,56,0.022312892474623616,0
17,INFO,18,20,3,471,0.030642971477652277,0
12,INFO,29,14,4,57,0.00490037851278018,0
12,INFO,46,6,0,408,0.029049821089175205,0
13,WARNING,36,18,3,293,0.03892265264043897,0
18,INFO,3,5,4,430,0.045989181893964975,0
13,INFO,9,10,4,166,0.010432279730178202,0
10,ERROR,10,15,4,476,0.04460898803532865,0
13,INFO,40,3,0,347,0.04355271913901176,0
15,DEBUG,20,3,0,203,0.0140901131614258,0
23,CRITICAL,367,215,73,8367,0.6485339222250077,1
13,DEBUG,1,14,4,387,0.034677065687279775,0
19,INFO,27,27,1,363,0.0473713767427705,0
18,INFO,4,24,0,407,0.011558013650594902,0
12,INFO,48,10,4,59,0.004631932497474173,0
10,INFO,37,19,3,378,0.027978302036797742,0
8,DEBUG,32,16,4,409,0.012858807023927372,0
12,INFO,18,17,0,317,0.011791611090822147,0
13,INFO,14,20,0,78,0.046156445319133585,0
13,DEBUG,45,13,0,454,0.03615616608782678,0
13,INFO,48,1,1,70,0.03348935106002111,0
22,WARNING,126,74,89,9087,0.2618123607439703,1
11,WARNING,4,17,1,347,0.0034520940246550616,0
10,INFO,19,18,3,381,0.029356514772407624,0
9,WARNING,24,28,0,334,0.02437324962116044,0
15,DEBUG,30,17,2,303,0.015107433156305994,0
14,DEBUG,13,12,3,139,0.029331792294185022,0
18,DEBUG,11,6,4,291,0.040013678091331134,0
15,DEBUG,28,7,2,139,0.028069047736135774,0
13,INFO,11,17,1,420,0.008695407376384546,0
18,ERROR,1,26,0,141,0.02818579782644942,0
19,INFO,47,16,2,63,0.00982275518000389,0
23,CRITICAL,52,488,40,3715,0.5488640012973164,1
8,DEBUG,4,11,1,202,0.0273398319529097,0
17,WARNING,38,10,3,216,0.005303714481677536,0
12,DEBUG,34,25,3,108,0.018808999614895478,0
11,WARNING,49,25,0,249,0.03249472768003233,0
17,DEBUG,12,1,2,239,0.029157403837767954,0
10,WARNING,24,11,3,204,0.024188308664546493,0
9,DEBUG,37,24,1,410,0.01214962595460622,0
16,INFO,32,3,3,182,0.01501991569224272,0
15,INFO,19,23,3,181,0.010994440635638598,0
17,INFO,29,16,1,229,0.026269656490365695,0
9,INFO,38,1,4,390,0.044386186814367755,0
13,ERROR,49,7,3,294,0.04214218157526018,0
10,INFO,29,11,1,389,0.03999283525498599,0
10,INFO,19,17,0,311,0.014191815460656333,0
12,DEBUG,20,19,2,334,0.023563496946756014,0
14,INFO,3,28,1,232,0.019582496743139506,0
14,INFO,40,14,1,153,0.026341682815413454,0
18,WARNING,5,23,2,116,0.022251557299202942,0
17,INFO,23,16,1,85,0.02284315548733022,0
8,INFO,5,17,4,450,0.0034138366521186073,0
18,DEBUG,30,14,0,418,0.0100619299978634,0
14,DEBUG,32,9,4,86,0.0187898575354162,0
5,WARNING,490,240,56,9967,0.22815642688376095,1
23,WARNING,347,339,56,6119,0.47226689127439203,1
13,DEBUG,42,2,3,285,0.04509480849545933,0
9,DEBUG,35,20,2,497,0.034550029532299936,0
10,WARNING,32,8,1,234,0.04767427640898825,0
10,DEBUG,45,4,1,198,0.005477084734976257,0
23,CRITICAL,247,284,26,2249,0.7350459727390928,1
9,DEBUG,44,5,1,298,0.04922448731962456,0
16,DEBUG,22,15,1,424,0.03258697831450066,0
22,ERROR,167,479,20,5046,0.28190936798958854,1
9,INFO,28,21,4,407,0.01057063028245569,0
10,INFO,49,23,1,194,0.022615117226708465,0
3,ERROR,274,327,90,7983,0.6771953719302034,1
13,DEBUG,16,8,4,206,0.04529039117242865,0
11,INFO,11,26,1,126,0.032005561519888745,0
14,INFO,33,11,0,198,0.0339764389351972,0
13,INFO,44,22,0,406,0.03020518809735458,0
13,WARNING,38,13,0,374,0.03964391232085543,0
19,INFO,19,25,2,100,0.02547090885688315,0
2,WARNING,389,454,66,1831,0.21540381075645698,1
18,WARNING,29,19,1,192,0.002076295053320343,0
15,WARNING,37,27,1,53,0.039941240918070574,0
16,INFO,3,15,0,215,0.0008838107702523635,0
13,DEBUG,18,12,0,206,0.016500280961587562,0
9,WARNING,18,13,3,316,0.022624496070367872,0
8,DEBUG,12,1,4,484,0.027670853536866238,0
10,DEBUG,18,21,0,213,0.04518506425777645,0
10,INFO,32,25,3,167,0.044990495006495684,0
15,INFO,42,8,1,152,0.041065730652717625,0
12,WARNING,36,15,0,106,0.04918386414478114,0
8,INFO,19,22,3,438,0.01491080200174782,0
18,ERROR,4,29,3,321,0.036955984035343,0
11,DEBUG,11,14,4,390,0.003177279199208738,0
14,DEBUG,3,8,1,202,0.015974658786274434,0
12,INFO,27,24,4,335,0.016194499998613256,0
17,ERROR,47,3,4,100,0.013063820290758966,0
13,INFO,16,12,4,291,0.04881858796744701,0
17,DEBUG,44,15,1,308,0.047229913343486876,0
11,DEBUG,18,22,0,470,0.01965750370582798,0
9,DEBUG,30,16,4,120,0.018569641202453007,0
16,INFO,24,7,2,408,0.024368603049015836,0
9,DEBUG,6,18,1,52,0.021376744773205905,0
9,WARNING,47,13,3,235,0.015100483152364109,0
19,INFO,34,27,3,154,0.013167841406520631,0
9,INFO,12,23,1,121,0.046530795190166896,0
8,DEBUG,42,26,3,198,0.010030044778814074,0
19,DEBUG,23,6,1,451,0.019884742751422782,0
19,INFO,36,2,0,491,0.03457522104833107,0
10,WARNING,40,2,1,59,0.04865852551303349,0
13,INFO,15,22,0,69,0.03548308055924376,0
14,WARNING,16,19,1,217,0.02718456244974693,0
8,WARNING,45,6,4,162,0.023178669496609683,0
3,INFO,140,119,77,6596,0.2025917763809123,1
12,DEBUG,14,10,0,162,0.03432105980391368,0
2,ERROR,409,211,73,8226,0.35646210079899854,1
11,INFO,12,17,3,213,0.01746692712822639,0
17,DEBUG,43,19,0,81,0.010621836348608478,0
8,INFO,35,16,3,375,0.021259513959413265,0
0,ERROR,302,78,16,8531,0.3764336914567411,1
19,WARNING,14,27,4,452,0.0023071447889824793,0
14,DEBUG,2,19,0,400,0.048364862988011716,0
14,DEBUG,18,2,0,402,0.003054560202671969,0
10,INFO,35,3,2,380,0.02407279644798235,0
14,INFO,9,15,3,189,0.02389710744565259,0
10,INFO,11,15,2,86,0.009269443618442631,0
9,WARNING,26,12,0,223,0.028875681476824306,0
17,INFO,3,20,2,80,0.04122066459533929,0
11,INFO,5,13,0,450,0.043818273893555956,0
17,DEBUG,32,23,1,181,0.01829289230849154,0
10,INFO,41,2,3,192,0.009709466672485002,0
22,ERROR,437,135,80,9642,0.48204755945264594,1
14,WARNING,38,15,4,222,0.006088126308936387,0
19,ERROR,6,18,2,189,0.04251313766968007,0
19,INFO,11,13,4,123,0.023013950391597843,0
8,INFO,17,6,1,311,0.04448612220658338,0
13,DEBUG,2,8,1,199,0.0018836404234703454,0
9,DEBUG,41,16,2,367,0.04229565994806803,0
15,DEBUG,24,20,4,346,0.012980485031438822,0
12,DEBUG,5,28,4,449,0.04777502328919307,0
10,INFO,21,26,0,280,0.0038575030586250115,0
17,INFO,6,3,2,223,0.04192730672825748,0
14,INFO,4,25,0,495,0.02669306172966951,0
0,ERROR,281,155,51,3846,0.3691687729649693,1
9,INFO,5,26,2,469,0.021559964719230357,0
12,INFO,4,18,0,436,0.015175961433937424,0
18,DEBUG,9,12,1,78,0.011913853038432527,0
15,ERROR,18,7,4,180,0.031080509169338796,0
18,DEBUG,43,12,2,356,0.03377020257075302,0
8,WARNING,16,3,0,315,0.005323225819848282,0
8,INFO,2,12,3,95,0.036263449621064925,0
10,INFO,29,25,4,273,0.024150426406287798,0
10,DEBUG,48,15,0,134,0.026504427415429146,0
14,DEBUG,42,17,0,183,0.037185978754701754,0
13,INFO,36,12,2,157,0.021590676583531306,0
14,INFO,12,9,3,209,0.02967748862846141,0
11,DEBUG,41,22,4,157,0.025651928784941137,0
18,INFO,45,1,4,269,0.005937030269553861,0
9,DEBUG,37,25,2,245,0.02138520976280688,0
9,INFO,34,16,2,271,0.041806980619743465,0
17,WARNING,35,25,2,411,0.0014996521510194762,0
8,WARNING,40,29,3,494,0.0016800451455407373,0
16,INFO,6,26,2,258,0.04646050310203319,0
14,DEBUG,37,15,3,369,0.04100777445929135,0
23,WARNING,315,371,94,8961,0.4087323191652119,1
10,ERROR,20,5,1,269,0.04672722359161191,0
9,DEBUG,16,7,2,88,0.014887235949754031,0
10,WARNING,8,3,2,379,0.022524224396393074,0
14,INFO,44,13,4,50,0.011768607313440343,0
12,ERROR,22,24,2,228,0.008843640954773009,0
4,WARNING,308,362,44,2725,0.3743155194269504,1
22,WARNING,467,360,88,5593,0.6187501080601031,1
16,INFO,45,10,0,273,0.0007027927334359641,0
3,CRITICAL,77,143,57,7520,0.2799982226423242,1
22,CRITICAL,442,114,94,1261,0.37412783876645406,1
17,INFO,19,21,3,398,0.014645934458756761,0
13,INFO,39,23,0,342,0.012513643773814448,0
13,INFO,17,15,3,170,0.030727106230200835,0
14,INFO,37,18,4,235,0.04141388354732561,0
13,WARNING,38,20,1,266,0.025281300610240334,0
9,INFO,18,7,0,50,0.035589055478040865,0
0,ERROR,142,310,56,9554,0.6359706159471274,1
12,INFO,17,29,1,136,0.04536738050632027,0
10,INFO,41,20,3,163,0.03667857094980625,0
16,WARNING,33,10,3,446,0.013545633909462196,0
22,WARNING,340,451,92,1245,0.2957540865984458,1
22,WARNING,288,442,66,3911,0.2173007417422747,1
18,INFO,24,16,1,489,0.03833074967332269,0
9,DEBUG,13,24,0,374,0.03126710899503048,0
8,INFO,40,19,1,71,0.04741121673936921,0
11,WARNING,28,12,2,108,0.033655273443034914,0
11,INFO,46,25,0,360,0.03176359068777659,0
19,WARNING,3,21,4,320,0.043444791615948226,0
17,DEBUG,36,2,0,170,0.039412300958373885,0
18,WARNING,11,8,3,254,0.014811013968277298,0
9,INFO,39,26,3,168,0.024972203690217704,0
14,DEBUG,21,24,3,207,0.03288619723034872,0
10,INFO,37,13,0,202,0.011791840783950708,0
14,ERROR,2,29,3,390,0.03196248776700813,0
14,DEBUG,6,1,4,386,0.03687265425152001,0
8,INFO,5,25,4,472,0.013236928442442609,0
13,WARNING,47,2,0,83,0.01348841484144382,0
11,DEBUG,43,14,1,147,0.04966842997571962,0
18,INFO,32,4,1,226,0.018288446211094638,0
15,INFO,37,6,4,486,0.0014239983831523752,0
