url_length,num_dots,has_ip,has_at_symbol,has_double_slash,prefix_suffix,subdomain_level,domain_age_days,has_https,abnormal_url,special_char_count,digits_ratio,shortening_service,is_malicious
37,2,0,0.0,0,0,0,921,1,1,1,0.05235069309408971,1,0
23,2,0,0.0,0,0,0,2631,1,0,4,0.05136460461339853,0,0
289,6,0,1.0,1,1,5,42,1,1,6,0.35588243447558043,1,1
194,10,0,0.0,1,1,2,49,0,1,10,0.21992938661096978,0,1
66,3,0,0.0,0,0,0,363,1,0,3,0.04313830794188314,0,0
46,2,0,0.0,0,0,1,3285,1,0,0,0.03691147862557166,1,0
44,1,0,0.0,0,0,0,202,1,0,1,0.08119404760855223,0,0
74,3,0,0.0,0,0,1,2910,1,0,0,0.09140411511374096,0,0
47,2,0,0.0,0,0,1,3539,0,0,3,0.05438776481266128,0,0
72,3,0,0.0,0,0,0,2285,1,0,0,0.08265269256867452,0,0
41,3,0,0.0,0,0,0,656,1,0,3,0.06758840302195508,0,0
61,3,0,0.0,0,0,0,2599,1,0,4,0.004098590858881257,0,0
44,1,0,0.0,0,0,0,3628,1,0,0,0.06333177830023402,0,0
36,2,0,0.0,0,0,0,602,1,0,3,0.01276209423906165,0,0
237,8,1,1.0,0,0,3,7,0,1,17,0.23463104198707124,0,1
76,2,0,0.0,1,1,1,2756,1,0,2,0.059451997579329854,0,0
73,1,0,0.0,0,0,0,1622,1,0,3,0.0017303890892061303,0,0
63,3,0,0.0,0,0,0,2741,1,0,1,0.07222586519807953,0,0
71,1,0,0.0,0,0,0,2732,1,0,1,0.0551953199383729,0,0
227,8,0,0.0,1,0,3,62,0,1,15,0.3960956192256432,0,1
35,3,0,0.0,0,0,0,2298,1,0,4,0.038951414374110885,0,0
193,10,1,1.0,1,0,3,46,0,1,17,0.3595930711433639,1,1
35,1,0,0.0,0,1,1,1633,1,0,4,0.052098852491070415,0,0
36,1,0,0.0,0,0,0,277,1,0,3,0.04745164088936572,0,0
185,4,1,0.0,0,1,5,51,1,0,7,0.34629233764167966,0,1
50,3,0,0.0,0,0,0,198,1,0,3,0.04068913549158394,0,0
34,1,0,0.0,0,1,1,207,1,0,1,0.07356145712216813,0,0
32,3,0,0.0,0,0,1,939,1,0,3,0.09605745108628694,0,0
59,1,0,0.0,0,0,1,469,1,0,4,0.07412247752128609,0,0
291,5,1,1.0,1,0,3,67,1,1,11,0.2811114406895881,1,1
40,1,0,0.0,0,0,1,3480,1,0,0,0.08349852883199332,0,0
21,1,0,0.0,0,0,0,3409,1,0,4,0.0870930753193044,0,0
27,2,0,0.0,0,0,0,2379,1,0,4,0.031833781099139695,0,0
61,3,0,0.0,0,0,1,3608,1,0,0,0.04153653310794071,0,0
26,1,1,0.0,0,0,1,1158,1,0,4,0.029908736779694835,0,0
29,1,0,0.0,1,0,0,2502,1,0,1,0.09424708833388112,0,0
76,2,0,0.0,0,0,0,2759,1,0,1,0.020219320449464874,0,0
172,4,0,1.0,0,1,3,8,0,1,14,0.21772971379167858,0,1
62,2,0,0.0,0,0,0,932,1,0,3,0.03131925580636624,0,0
60,1,0,0.0,0,0,0,940,1,0,3,0.0023102079219535668,0,0
164,6,1,0.0,0,1,5,84,1,1,18,0.2690542383363058,0,1
54,1,0,0.0,0,0,1,527,1,0,3,0.03960213465851377,0,0
62,2,0,0.0,0,1,1,2160,1,0,3,0.06745618804150794,0,0
22,1,0,0.0,1,0,0,2992,1,0,3,0.04420463994603681,0,0
77,2,1,0.0,0,0,0,2995,1,0,4,0.048472912174413234,0,0
37,2,0,0.0,0,0,1,2162,1,0,1,0.04590961769278987,0,0
124,10,1,0.0,1,1,3,13,1,1,15,0.28093694756122856,0,1
70,2,0,0.0,0,0,0,1732,1,0,1,0.08935531419554799,0,0
65,3,0,0.0,0,0,1,2443,1,0,4,0.0649280048692661,0,0
189,8,1,1.0,1,0,2,20,0,1,15,0.2344851481070421,0,1
62,3,0,0.0,0,0,1,1311,1,0,2,0.05745178557732174,0,0
43,3,0,0.0,0,0,0,2500,1,0,3,0.09705571912775585,0,0
51,3,0,0.0,0,0,1,3249,1,0,1,0.04295852347943453,0,0
193,9,1,1.0,0,1,4,73,1,1,17,0.3590051997338739,0,1
78,2,0,0.0,0,0,0,2222,1,1,2,0.04090230174627905,0,0
21,3,0,0.0,0,0,1,1861,1,0,0,0.028178335313185712,0,0
21,2,0,0.0,0,0,0,3633,1,0,0,0.06708977827913593,0,0
29,3,0,0.0,1,0,1,2497,1,0,0,0.05201049947055906,0,0
42,2,0,0.0,0,0,0,3230,1,0,3,0.0972308085641232,0,0
34,3,0,0.0,0,0,0,1334,1,0,1,0.05648986580049084,0,0
242,7,1,0.0,1,1,2,16,0,1,11,0.386920173401897,1,1
31,1,0,0.0,0,0,1,2490,1,0,0,0.020645364430036586,0,0
62,3,0,0.0,0,0,1,2330,0,0,3,0.0358704312012063,0,0
154,9,1,0.0,0,1,5,67,1,1,18,0.15629577692805277,1,1
110,8,1,0.0,1,1,4,5,1,1,7,0.18642530828405618,1,1
33,2,0,0.0,0,0,1,3365,1,0,4,0.06194325321729888,0,0
36,3,0,0.0,0,0,1,2116,0,0,3,0.09827980794467372,0,0
34,3,0,0.0,1,0,0,2943,1,0,0,0.01934272784415694,0,0
232,7,1,0.0,1,1,3,56,0,1,5,0.12945319895438206,0,1
291,9,1,1.0,1,1,2,10,0,1,15,0.3306337021774258,1,1
35,3,0,0.0,0,0,0,783,1,0,0,0.007078976947028426,0,0
232,9,1,1.0,1,1,5,3,0,1,11,0.3794384501715018,1,1
42,1,0,0.0,0,0,0,356,1,0,1,0.05910034865459505,0,0
57,1,0,0.0,0,0,1,2598,1,0,1,0.023608612276764942,0,0
53,1,0,0.0,0,0,0,1486,1,0,1,0.007855131418863459,0,0
208,11,1,0.0,0,0,3,81,0,1,11,0.36443853481543365,0,1
35,2,0,0.0,0,0,1,2518,1,0,0,0.09446127402241877,0,0
276,4,1,1.0,1,1,4,46,0,1,8,0.37842278070245017,0,1
281,8,0,1.0,0,0,4,35,0,1,15,0.30065144425721113,1,1
121,6,0,0.0,1,1,2,61,0,0,9,0.20218138957975468,0,1
52,2,0,0.0,0,0,0,1467,1,0,4,0.027802916767546718,0,0
23,1,0,0.0,0,0,1,1473,1,0,4,0.032014390981903916,0,0
62,1,0,0.0,0,0,0,1185,1,0,3,0.07244477006361973,0,0
71,2,0,0.0,0,0,0,3542,1,0,2,0.08851241235266584,1,0
26,2,0,0.0,0,0,1,2338,1,0,0,0.07762264360729326,0,0
212,11,0,0.0,1,0,3,39,0,1,13,0.26373260914436664,1,1
23,1,0,0.0,0,0,0,371,1,0,3,0.06682187244078037,0,0
68,1,0,0.0,0,0,1,3191,1,0,3,0.004004565992957044,0,0
30,2,0,0.0,0,0,1,3135,1,1,4,0.054037931120866356,0,0
62,2,0,0.0,0,1,0,397,1,0,0,0.07798067753188838,0,0
39,1,0,0.0,0,0,1,3436,1,0,4,0.028208012483617352,0,0
30,1,0,0.0,0,0,0,597,1,0,1,0.06203217864540631,0,0
265,11,1,1.0,1,1,5,65,0,1,13,0.34309664788342653,1,1
65,2,0,0.0,0,0,0,336,1,0,3,0.05253314214820435,0,0
245,4,0,1.0,1,1,3,21,0,0,13,0.32177869641989054,0,1
262,9,1,0.0,1,1,2,8,0,1,14,0.19965514967516235,1,1
69,2,0,0.0,0,0,1,718,1,0,4,0.02358363880056862,0,0
153,5,0,0.0,0,1,4,8,0,1,6,0.19672985851481925,0,1
31,3,0,0.0,0,0,0,477,1,0,3,0.031214734218597485,0,0
160,7,1,1.0,1,1,3,68,0,1,11,0.16034266394169094,1,1
47,3,0,0.0,0,0,1,1311,1,0,4,0.06908462611488639,0,0
250,5,1,0.0,1,1,3,11,0,1,14,0.397309106343535,1,1
290,10,0,1.0,1,1,4,40,0,1,19,0.10855592425073335,1,1
288,10,1,0.0,1,0,4,77,0,1,5,0.2479930240447746,0,1
295,10,1,0.0,1,1,4,75,0,1,6,0.15661201730911403,0,1
41,3,0,0.0,0,0,0,2755,1,0,2,0.06622038888199258,0,0
73,2,0,0.0,0,0,1,3289,1,0,4,0.04830828514084963,0,0
76,3,0,0.0,0,0,1,1606,1,0,0,0.03258815027887848,0,0
43,1,0,0.0,0,0,1,2803,1,0,1,0.07182419473995584,0,0
21,1,0,0.0,0,0,1,2294,1,0,0,0.09658464821585283,0,0
50,1,0,0.0,0,0,1,2519,1,0,2,0.02184748427890694,0,0
235,4,1,1.0,1,0,3,67,0,0,16,0.14709848171628684,1,1
20,2,0,0.0,0,0,1,3546,1,0,4,0.07524280492272004,0,0
265,5,0,0.0,1,1,3,43,0,1,7,0.24262126505495704,0,1
44,2,0,0.0,0,0,0,2934,1,0,4,0.05032524834151532,0,0
149,11,1,1.0,1,1,5,40,0,1,6,0.2910957182886947,0,1
216,4,1,1.0,0,1,5,22,0,1,12,0.17983612953423644,1,1
60,3,0,0.0,1,0,1,1379,1,0,2,0.016555770871008856,1,0
22,3,0,0.0,0,1,1,596,0,1,4,0.03770800887177572,0,0
155,8,1,0.0,1,0,3,43,0,1,12,0.15490866075029633,0,1
20,3,0,0.0,0,0,0,3416,1,0,2,0.025149013846108594,0,0
73,1,0,0.0,0,0,1,400,1,0,2,8.60567785431754e-05,0,0
38,2,0,0.0,0,0,0,2691,1,0,2,0.07225290034712276,0,0
52,2,0,0.0,0,0,0,1911,1,0,1,0.022107281124456403,0,0
61,1,0,0.0,0,0,0,3353,1,1,3,0.002758890554713134,0,0
73,3,1,0.0,0,0,0,1317,0,0,3,0.03804641117385561,0,0
49,2,0,0.0,1,0,1,2149,1,0,2,0.029437909876786284,0,0
31,3,0,0.0,0,0,1,500,1,0,0,0.0896026843550703,0,0
232,9,1,0.0,1,1,3,18,0,1,10,0.3327837481551956,0,1
53,3,0,0.0,0,0,0,1478,1,0,1,0.028159774139136243,0,0
149,8,1,1.0,1,1,3,1,0,1,7,0.20806036822938334,0,1
59,2,0,0.0,0,0,1,1069,1,0,1,0.09333271987585087,0,0
65,3,0,0.0,0,0,1,2832,1,0,1,0.0319533437478708,0,0
48,1,0,0.0,0,0,0,1465,1,0,0,0.07396100305504669,0,0
34,1,0,0.0,0,0,0,3586,1,0,3,0.05793551172766225,0,0
67,1,0,0.0,0,0,0,3171,1,0,4,0.052715697283253926,1,0
30,3,0,0.0,0,0,1,2548,1,0,3,0.00131122778005488,0,0
63,1,0,0.0,0,0,1,467,1,0,4,0.04265908942684432,0,0
53,2,0,0.0,0,0,1,3646,1,0,4,0.06999931156056076,0,0
55,1,0,0.0,0,0,1,2053,1,0,2,0.09879504836472958,0,0
49,1,0,0.0,0,0,1,2245,1,0,1,0.03994152686596199,0,0
54,3,0,0.0,0,0,1,2364,1,0,4,0.08849441014753966,0,0
244,7,1,0.0,0,1,3,10,0,1,13,0.16215636767160319,1,1
37,2,0,0.0,0,0,1,1962,1,0,3,0.04778617329714352,0,0
38,1,0,0.0,0,0,0,2357,1,0,0,0.03884987950755686,0,0
213,8,0,0.0,1,1,5,41,1,1,8,0.26025221949248967,1,1
23,3,0,0.0,0,0,1,324,1,0,3,0.07226053505121664,0,0
25,1,0,0.0,0,0,0,656,1,0,3,0.032041666638543256,0,0
171,4,1,1.0,1,1,5,59,1,1,15,0.1800459950119121,0,1
52,2,0,0.0,0,0,1,3276,1,1,0,0.09400757715921179,0,0
51,2,0,0.0,0,0,0,1074,0,1,2,0.008040591856920366,0,0
35,3,0,0.0,0,0,0,2472,1,0,2,0.05424630559494779,0,0
30,1,0,0.0,0,0,1,3387,1,0,1,0.07839855228404373,1,0
41,3,0,0.0,0,0,1,2920,1,0,2,0.014791169188310327,0,0
55,2,0,0.0,0,0,1,2901,1,0,3,0.04561865339362298,0,0
69,3,0,0.0,0,0,1,2750,1,0,4,0.01989081120714277,1,0
42,2,0,0.0,0,0,0,2707,1,0,0,0.054553303309908686,0,0
186,5,0,1.0,0,1,5,4,0,0,10,0.11258821373236938,1,1
166,11,1,1.0,1,1,2,71,1,1,16,0.3427711212480518,1,1
50,1,0,0.0,0,0,1,1251,1,0,1,0.09436528601207578,0,0
48,3,0,0.0,0,0,1,2282,1,0,1,0.0963703254610355,0,0
24,3,0,0.0,0,0,0,1010,1,0,2,0.08608411649069697,0,0
73,3,0,0.0,0,0,1,876,1,0,2,0.09663527552889004,0,0
57,2,0,0.0,0,0,1,3305,1,0,3,0.048504834759292126,0,0
44,1,0,0.0,0,0,0,457,1,0,4,0.03787586631088137,0,0
227,11,1,1.0,0,1,3,29,0,1,15,0.35026380795335876,0,1
53,3,0,0.0,0,0,1,1022,1,0,3,0.06152148442737352,0,0
31,1,0,0.0,0,0,0,1971,0,0,2,0.07438034308088927,0,0
41,2,0,0.0,0,0,1,1526,0,0,0,0.07111413605909649,0,0
28,3,0,0.0,0,0,1,2943,1,0,2,0.01117163204849233,0,0
200,5,1,1.0,1,1,2,71,0,1,6,0.2693633369189605,0,1
158,8,1,1.0,1,0,2,31,0,1,11,0.23661271228049896,0,1
89,7,1,1.0,1,1,3,53,1,0,19,0.11538395337668393,0,1
63,3,0,0.0,0,1,0,3360,1,0,2,0.08404554985978394,0,0
48,3,0,0.0,0,0,0,3133,1,0,3,0.07123990001677526,0,0
64,1,0,0.0,0,0,0,1499,1,0,1,0.04963254623806199,0,0
46,1,0,0.0,0,0,1,1129,1,0,0,0.09801061709147295,0,0
73,2,0,0.0,0,0,1,1211,1,0,0,0.03990178686844218,0,0
126,8,1,0.0,1,1,3,59,0,0,16,0.2682963976290149,0,1
36,2,0,0.0,0,0,1,716,1,0,1,0.08432513281727896,0,0
24,1,0,0.0,1,0,0,2049,1,0,2,0.050751789180225805,0,0
71,2,0,0.0,0,0,1,441,0,0,0,0.06081726414409292,0,0
64,2,0,0.0,0,0,0,348,1,0,4,0.016428297274056435,0,0
32,3,0,0.0,0,0,1,2514,1,0,3,0.07796528708123537,0,0
192,5,1,0.0,1,1,5,11,0,0,9,0.13126745804133194,0,1
274,8,1,1.0,1,1,5,65,0,1,6,0.14361483802806413,1,1
164,6,1,0.0,1,1,3,27,0,1,15,0.2057480798172121,1,1
37,3,0,0.0,0,0,1,1581,1,0,3,0.0545376627266282,0,0
69,1,0,0.0,0,0,1,1158,1,0,1,0.010385173084975875,0,0
21,3,0,0.0,0,0,1,538,1,0,0,0.03843841813591495,0,0
42,2,0,0.0,0,0,1,1536,1,0,1,0.00834747451390655,0,0
158,7,0,0.0,0,1,3,75,1,1,7,0.3021897285104377,1,1
32,1,0,0.0,0,0,1,201,1,0,2,0.021693346220853494,0,0
62,1,0,0.0,0,0,0,1694,1,1,3,0.011644619563144321,0,0
23,1,0,0.0,0,0,1,3362,1,0,4,0.05607394291077129,0,0
66,2,1,0.0,0,0,0,584,1,0,3,0.01880203440276597,0,0
226,6,0,0.0,0,1,5,30,0,1,13,0.359773646247354,0,1
74,2,0,0.0,0,0,1,2685,1,0,0,0.007098649226424215,0,0
44,2,0,0.0,0,0,0,2592,1,0,4,0.06480159539922369,0,0
30,1,0,0.0,0,0,1,376,1,0,0,0.04562081929413534,1,0
69,2,0,0.0,0,0,1,1932,0,0,2,0.005447542116408644,0,0
290,7,1,0.0,1,1,5,39,1,1,5,0.3381334664203197,0,1
188,11,0,0.0,1,0,5,47,0,1,16,0.1793640857405971,0,1
105,10,0,1.0,0,1,5,4,0,1,15,0.1900948619506908,0,1
251,4,1,0.0,0,1,4,69,0,1,10,0.25646349092884724,0,1
28,3,0,0.0,0,0,0,464,1,0,0,0.03190640370198388,0,0
78,2,0,0.0,0,0,1,3327,1,0,4,0.052903668829664664,0,0
72,1,0,0.0,0,0,1,1716,1,0,3,0.09880822699184381,0,0
64,3,0,0.0,0,0,0,763,1,0,3,0.08171425489408199,0,0
221,11,0,1.0,0,0,3,70,1,0,10,0.3169462810521386,0,1
25,3,0,0.0,0,0,0,2747,1,0,0,0.08279991975964895,0,0
109,4,1,0.0,1,1,4,14,0,1,10,0.10848251903188405,1,1
70,2,0,0.0,0,0,0,3441,1,0,0,0.05068158488700606,0,0
78,3,0,0.0,0,0,0,256,1,1,2,0.0182931399418087,0,0
62,1,0,0.0,0,0,0,2346,1,0,4,0.058263217407330495,0,0
245,11,0,0.0,0,1,4,26,0,1,18,0.2882464858600535,1,1
42,3,0,0.0,0,0,1,2588,1,0,4,0.07506000295630742,0,0
34,3,0,0.0,0,0,0,1756,1,0,0,0.037552148985760404,0,0
64,2,0,0.0,0,0,1,1346,1,0,4,0.02208407950484097,0,0
42,1,0,0.0,0,0,1,2415,1,0,1,0.07958300710218125,0,0
59,3,0,0.0,0,0,1,1787,1,0,1,0.01609319040021684,0,0
199,9,1,1.0,0,1,3,72,0,0,15,0.2614652215322829,1,1
53,3,0,0.0,0,0,0,1703,0,0,4,0.091867932026914,0,0
35,2,0,0.0,0,0,0,1035,1,0,4,0.078208673461774,0,0
64,2,0,0.0,0,0,1,2386,1,0,0,0.08533202597887533,0,0
70,1,1,0.0,0,0,1,1679,1,0,1,0.0456527177202173,0,0
200,9,1,1.0,1,1,3,3,0,1,11,0.3030436775891989,1,1
66,3,0,0.0,0,0,0,2628,1,0,0,0.046928563288452324,0,0
51,3,0,0.0,1,0,1,416,1,0,4,0.04055154047913149,0,0
57,3,0,0.0,0,0,1,1215,0,0,3,0.018194605987125422,0,0
197,9,0,1.0,1,1,5,70,0,1,15,0.31795109429689883,1,1
158,7,1,0.0,0,0,3,49,0,1,17,0.23476980645917783,1,1
65,2,0,0.0,0,0,0,1381,1,0,1,0.017161407516184612,0,0
24,1,0,0.0,0,0,1,735,1,0,3,0.0055995607901328966,0,0
36,2,0,0.0,0,0,0,2097,1,0,2,0.07337965496541825,0,0
97,7,1,1.0,0,1,3,52,1,1,12,0.39915888504306374,1,1
58,3,0,0.0,0,0,0,1861,1,0,0,0.06668929455306342,0,0
60,1,0,0.0,0,0,1,875,1,0,4,0.06733188043733841,0,0
67,2,0,0.0,0,0,0,1595,1,0,3,0.02121799631449626,0,0
37,1,0,0.0,0,0,0,2319,1,0,0,0.007073382878225865,0,0
47,1,0,0.0,0,0,1,1366,0,1,0,0.002794873400498421,0,0
206,6,1,0.0,1,1,5,64,0,0,9,0.3739477050911002,0,1
69,1,0,0.0,0,0,0,2881,1,0,4,0.06441441669505021,0,0
61,2,0,0.0,0,0,1,662,1,0,1,0.03296898238270211,1,0
20,3,0,0.0,0,0,0,2711,1,0,1,0.04295565669234396,0,0
230,4,1,1.0,1,0,5,12,0,1,14,0.10660078882599999,0,1
69,2,0,0.0,0,0,1,3013,1,0,1,0.05408471261628513,0,0
84,5,1,0.0,0,1,4,75,0,1,17,0.20254496927952528,0,1
53,2,0,0.0,0,0,0,3017,0,0,1,0.04845171892544258,0,0
78,3,0,0.0,0,0,0,1453,1,0,0,0.02042223715007866,0,0
23,3,0,0.0,0,0,0,2545,1,0,3,0.04680458914056577,0,0
62,1,0,0.0,0,0,1,2870,1,0,4,0.08525341218094537,0,0
22,2,0,0.0,0,0,0,493,0,0,2,0.09455713024362256,0,0
288,8,1,1.0,1,1,5,51,0,1,13,0.23189392295334174,1,1
29,2,0,0.0,0,0,0,3353,1,0,0,0.025047562735688336,0,0
47,2,1,0.0,0,0,0,2166,0,0,2,0.08221311298036901,0,0
53,3,0,0.0,0,0,1,496,1,0,0,0.05346507299990352,0,0
94,8,1,0.0,0,0,5,65,1,1,7,0.2781653287204967,0,1
180,9,1,1.0,0,1,5,0,0,1,5,0.31484829695720407,0,1
78,1,0,0.0,0,0,0,873,1,0,2,0.06101432622495408,0,0
232,10,1,0.0,1,1,2,23,0,1,14,0.30702561670673856,1,1
61,3,0,0.0,0,0,1,666,1,0,3,0.04740135280223895,0,0
75,1,0,0.0,0,0,1,1609,1,0,0,0.03971195626694333,0,0
181,8,0,1.0,1,1,3,53,0,0,5,0.334150786143233,0,1
273,4,1,1.0,0,0,3,35,1,1,13,0.27204698372074654,0,1
55,3,0,0.0,0,0,1,2174,1,0,2,0.07495534151159874,0,0
76,2,0,0.0,0,0,1,2732,1,0,0,0.001802044774980094,0,0
62,2,0,0.0,0,0,0,256,1,0,1,0.016736496081418497,0,0
100,11,1,1.0,1,1,2,86,0,0,14,0.3465265960601145,1,1
42,1,0,0.0,0,0,1,1732,1,0,1,0.09916483883877333,0,0
36,2,0,0.0,0,0,0,3283,1,0,4,0.017912315123201284,0,0
26,1,0,0.0,0,0,0,1655,1,0,4,0.06749727870840035,0,0
45,3,0,0.0,0,0,0,414,1,0,1,0.05995624182632922,0,0
62,1,0,0.0,0,0,0,1509,1,0,0,0.003072049482420414,0,0
93,4,0,0.0,0,1,3,76,0,1,18,0.14283660150401517,0,1
79,3,0,0.0,0,0,0,2948,1,0,3,0.08001868533808998,0,0
65,1,0,0.0,0,0,1,3409,1,0,0,0.00707099740452637,0,0
65,2,0,0.0,0,0,0,2780,1,0,1,0.0649480225125458,0,0
243,4,0,1.0,0,0,3,64,1,0,6,0.33824487524044855,1,1
50,2,0,0.0,0,0,1,2684,1,0,1,0.036846190980467944,0,0
48,1,0,0.0,0,0,0,1190,1,0,3,0.05965026879376663,0,0
278,7,0,0.0,0,0,4,86,1,1,7,0.17849272239534722,1,1
237,6,1,1.0,1,1,5,33,0,1,19,0.18137029055387266,1,1
156,10,1,0.0,0,0,5,1,0,1,13,0.22522464520918195,1,1
298,7,1,1.0,1,1,4,3,0,1,7,0.16046210472862793,0,1
79,3,0,0.0,0,0,1,3565,1,0,0,0.0684386439474035,0,0
242,5,0,0.0,1,1,2,58,1,1,19,0.16464043219218483,1,1
55,2,0,0.0,0,0,0,1972,1,0,2,0.07206155738164009,0,0
286,4,0,0.0,0,1,3,78,0,1,16,0.14052129214982845,0,1
253,5,0,1.0,1,0,3,35,1,1,8,0.37235606820001377,1,1
263,7,1,1.0,0,1,4,39,0,1,8,0.18565289047458117,1,1
29,3,0,0.0,0,0,0,673,1,0,2,0.04867142568129523,0,0
77,3,0,0.0,0,0,0,985,1,0,0,0.06042837059490022,0,0
49,3,0,0.0,0,0,1,747,1,0,0,0.09475175410546624,0,0
196,8,1,1.0,1,1,4,11,0,1,6,0.15380955703805893,0,1
82,9,0,1.0,1,1,3,88,1,1,10,0.26814494210710693,0,1
29,1,0,0.0,0,0,0,3345,1,0,4,0.08232398859524703,0,0
58,2,0,0.0,0,0,0,2957,1,0,0,0.0961611104591695,0,0
74,2,0,0.0,0,0,1,1278,1,0,2,0.002743103898654831,0,0
183,10,1,0.0,1,1,2,48,0,0,5,0.22392139024409258,0,1
214,10,1,1.0,0,1,3,30,0,1,18,0.24225297218726735,1,1
60,2,0,0.0,0,0,0,904,1,0,2,0.06493173171858986,1,0
73,2,0,0.0,0,0,1,1775,1,0,3,0.007772295180890166,0,0
221,8,1,1.0,1,1,3,15,0,1,12,0.12536363158956434,0,1
125,5,1,1.0,1,1,3,74,1,1,10,0.24818696336466903,1,1
30,3,0,0.0,0,0,1,2886,1,0,2,0.09775692694584144,0,0
20,1,0,0.0,0,0,0,2557,1,0,2,0.0197574743300871,0,0
36,1,0,0.0,0,0,0,1740,1,0,0,0.08718945750801035,0,0
55,3,0,0.0,0,0,0,1641,1,0,3,0.08947507473733654,0,0
55,3,0,0.0,0,0,1,1866,1,0,3,0.06560127835871057,0,0
65,2,0,0.0,0,0,1,3203,1,0,2,0.0060170181295873815,0,0
87,7,0,1.0,1,1,5,59,1,1,10,0.35256943053599143,1,1
28,1,0,0.0,0,0,0,3538,1,0,2,0.02047649849097081,0,0
269,11,1,0.0,1,1,5,22,1,1,9,0.1641599014163602,1,1
79,3,0,0.0,0,0,0,642,1,0,0,0.09536606263797799,0,0
47,2,0,0.0,0,0,1,2705,1,0,3,0.023616627097529166,0,0
67,2,0,0.0,0,0,1,3215,1,0,0,0.0186701233684351,1,0
52,1,1,0.0,0,0,1,3257,1,0,2,0.06329872349751624,0,0
223,9,1,1.0,0,0,2,15,1,1,12,0.26357319248056355,0,1
291,9,1,1.0,1,0,3,79,1,0,7,0.32463002430217536,0,1
27,1,0,0.0,0,0,1,569,1,0,3,0.01402646194880347,0,0
69,1,0,0.0,0,0,1,614,1,0,2,0.09102553866418112,0,0
198,4,1,0.0,1,1,3,76,0,0,18,0.3983316714173031,1,1
78,2,0,0.0,0,0,0,2206,1,0,0,0.05802217571407595,0,0
71,2,0,0.0,0,0,1,380,0,0,2,0.02982712765779294,0,0
85,8,0,0.0,1,1,4,45,1,1,9,0.20491709896864968,0,1
25,2,0,0.0,0,0,0,1138,1,0,0,0.044195197103870924,0,0
48,2,0,0.0,0,0,0,856,0,0,1,0.08399592136776693,0,0
56,3,0,0.0,0,0,1,1902,0,0,4,0.01248143064254641,0,0
282,8,0,1.0,0,0,4,18,1,1,19,0.25099874845473646,0,1
28,3,0,0.0,0,0,1,1482,1,0,3,0.0037883809715765107,0,0
60,3,0,0.0,0,0,0,1786,1,0,3,0.048665763451580794,0,0
153,6,0,0.0,0,1,2,74,1,1,17,0.12403708337962174,0,1
38,1,0,0.0,0,0,0,254,1,0,1,0.08537094948669613,0,0
176,4,0,0.0,1,0,3,1,0,1,17,0.1192525102004604,0,1
73,2,0,0.0,0,0,1,3254,1,0,4,0.049311993803703186,0,0
159,7,1,0.0,1,1,5,5,1,0,16,0.2463966560197627,0,1
63,3,0,0.0,0,0,0,340,1,0,1,0.056669298278953055,0,0
51,1,0,0.0,0,0,1,1324,1,0,3,0.06247030903578737,0,0
54,2,0,0.0,0,0,1,3528,1,0,4,0.08364052964141361,0,0
33,1,0,0.0,0,0,0,1062,1,0,1,0.06346837671642139,0,0
276,4,1,1.0,1,1,2,63,0,1,7,0.19753150467330519,1,1
219,9,1,0.0,1,1,2,12,0,1,10,0.2762144028568811,1,1
35,3,0,0.0,0,0,1,2566,1,0,3,0.044146070241624646,0,0
40,2,0,0.0,0,0,0,2675,1,0,4,0.0558095090172705,0,0
92,8,1,0.0,0,1,3,49,1,1,6,0.3861797627699459,0,1
231,6,0,0.0,0,1,2,9,1,1,6,0.25475211434138234,0,1
43,1,0,0.0,0,0,1,3015,1,0,4,0.006979927844748535,0,0
53,1,0,0.0,1,0,0,1949,1,0,2,0.02844711982202086,0,0
27,1,1,0.0,0,0,1,1174,1,1,0,0.029721306628104228,0,0
63,3,0,0.0,0,0,1,3613,1,0,2,0.008030936680291556,0,0
40,2,0,0.0,0,0,1,255,1,0,1,0.05938402651894853,0,0
67,1,0,0.0,0,0,1,1175,1,0,3,0.004256068621629694,0,0
27,3,0,0.0,0,0,0,2014,1,0,2,0.04467917285921788,0,0
228,8,0,0.0,0,1,2,29,0,1,6,0.36620951861087947,0,1
35,2,0,0.0,0,0,0,741,1,0,4,0.02763763559485216,0,0
29,1,0,0.0,0,0,1,2496,1,0,2,0.04824451626492265,0,0
71,3,0,0.0,0,0,1,2988,1,0,0,0.09145511128935138,0,0
34,1,0,0.0,0,0,1,348,1,1,4,0.03927531611636173,0,0
23,1,0,0.0,0,0,0,1651,1,0,2,0.012843829872083956,0,0
45,2,0,0.0,0,0,0,2132,1,0,4,0.029784157937744672,0,0
34,2,0,0.0,0,0,0,1921,1,0,1,0.0891438021232765,0,0
55,2,0,0.0,0,0,0,772,1,0,0,0.04880816807084626,0,0
51,1,0,0.0,0,0,1,859,1,0,2,0.09026258987986338,0,0
62,3,0,0.0,0,0,0,1795,1,0,4,0.0029825134182008828,0,0
152,7,1,1.0,1,1,3,79,0,1,19,0.19011349064430577,0,1
23,1,0,0.0,0,0,1,3071,1,0,0,0.016058800037772093,0,0
155,5,1,1.0,1,1,2,27,0,1,9,0.3733692151686294,1,1
28,1,0,0.0,0,0,1,2303,1,0,1,0.01089748234144421,0,0
54,2,0,0.0,0,0,0,638,1,0,3,0.0869805311903808,0,0
