url_length,num_dots,subdomain_level,https,shortening_service,suspicious_words,is_phishing
177,6,4,1,0,5,1
159,3,3,0,1,7,1
192,7,4,1,1,4,1
162,9,0,1,0,2,0
180,7,4,0,1,6,1
158,9,2,0,1,1,1
97,3,2,1,0,1,1
100,6,2,0,0,8,1
40,5,1,1,1,0,0
110,6,4,1,0,8,1
34,2,0,1,0,8,0
143,2,2,0,0,2,1
28,2,0,1,0,7,0
199,1,3,0,0,0,1
135,2,0,1,1,2,0
34,6,2,0,0,9,0
171,8,1,1,0,5,1
30,6,0,1,0,6,0
19,9,3,1,1,7,1
134,9,3,0,1,8,1
118,9,1,1,0,2,0
78,7,4,1,0,1,1
120,2,4,0,1,9,1
118,9,2,1,0,8,1
126,3,4,0,1,3,1
129,5,1,1,1,8,1
61,7,1,1,1,6,1
112,8,4,0,0,9,1
188,5,0,0,1,3,1
192,1,4,1,0,9,1
112,7,2,1,0,1,0
93,5,2,1,0,2,0
71,8,0,1,0,8,0
44,7,0,0,1,3,1
16,3,0,0,1,5,1
188,8,1,1,1,3,1
92,1,4,0,0,9,1
43,4,0,1,1,1,0
38,9,0,1,1,9,1
136,3,1,1,0,5,1
188,5,2,1,0,3,0
68,7,0,0,0,7,0
44,3,4,1,0,0,0
181,7,0,0,0,9,1
126,1,1,0,1,4,1
196,1,2,1,0,2,0
199,3,3,1,0,0,0
125,7,1,1,1,1,1
88,6,2,0,1,3,1
17,3,4,0,1,7,1
105,4,0,0,0,1,0
87,9,4,1,1,5,1
168,9,2,1,1,0,1
110,9,4,1,0,4,1
31,3,4,1,1,9,1
137,1,2,0,1,9,1
139,4,4,0,1,5,1
90,7,0,0,0,3,1
25,3,0,0,1,8,1
179,9,1,0,0,3,1
95,6,1,0,0,5,1
119,1,1,0,0,0,0
141,4,4,1,0,0,0
114,7,3,1,1,1,1
96,2,1,1,1,0,0
27,6,4,0,0,6,1
198,1,1,0,1,2,1
39,2,1,1,0,6,0
115,7,1,0,1,0,1
61,2,2,0,0,9,0
184,3,2,1,1,3,0
175,8,0,1,0,0,0
184,7,2,1,0,8,1
192,3,4,1,0,3,0
178,2,0,0,1,1,1
131,1,0,0,1,7,1
31,3,2,0,1,1,0
134,1,3,0,0,5,1
174,1,2,0,0,4,1
190,6,1,1,1,0,1
109,1,0,0,0,6,1
181,5,3,0,1,3,1
87,7,2,1,1,1,1
134,1,4,1,1,5,1
41,9,3,0,1,4,1
67,6,2,1,1,0,1
163,7,3,0,1,0,1
45,7,2,0,0,1,0
106,7,4,1,0,2,1
96,2,0,0,0,6,1
80,3,1,1,0,1,0
114,1,4,1,1,5,1
112,7,1,1,1,3,1
158,1,0,1,0,9,0
65,9,2,1,0,1,0
136,4,1,0,0,8,1
197,6,1,0,0,9,1
34,5,2,0,1,8,1
182,8,0,0,1,4,1
66,2,0,1,1,7,0
90,1,4,1,1,7,1
195,5,4,1,0,7,1
83,1,1,1,1,3,0
91,1,0,1,0,3,0
157,8,2,1,0,4,1
28,4,1,0,1,9,1
183,1,1,1,0,2,0
51,3,0,1,0,0,0
140,1,1,0,1,3,1
109,5,3,1,1,5,1
71,1,0,0,1,5,1
153,8,4,0,1,5,1
153,4,0,1,0,9,0
170,9,4,1,0,2,1
189,4,4,1,0,1,0
39,1,3,1,1,0,0
135,2,3,1,0,3,1
96,7,0,1,1,1,1
93,4,2,1,0,6,0
75,4,2,1,1,5,0
109,6,1,1,1,5,1
126,3,2,1,1,4,1
116,5,2,0,0,2,1
131,5,4,0,0,2,1
102,6,0,1,0,7,1
158,9,2,1,1,9,1
134,3,1,1,1,6,1
43,9,1,1,0,0,0
124,1,3,0,1,9,1
150,2,1,0,1,8,1
141,2,4,0,1,0,1
83,2,4,0,0,8,1
136,9,1,1,1,4,1
19,5,3,1,1,3,1
115,6,1,0,1,4,1
59,7,3,1,0,6,1
146,1,1,1,1,5,1
198,6,3,1,0,9,1
143,1,2,1,1,7,1
60,8,4,1,1,4,1
66,7,0,0,1,7,1
66,4,3,1,1,9,1
119,9,3,1,1,9,1
35,9,2,0,1,8,1
189,8,4,0,1,6,1
42,5,1,1,0,0,0
93,3,2,1,0,5,0
97,8,4,1,1,4,1
147,7,3,0,0,1,1
195,4,0,0,0,7,1
98,4,1,0,1,4,1
103,3,1,0,0,5,1
74,8,1,0,0,7,0
121,5,1,1,1,2,1
38,3,1,1,0,9,0
85,2,2,1,1,1,0
11,5,1,1,1,6,1
177,9,4,0,0,9,1
61,9,4,1,1,9,1
136,7,3,1,0,3,1
94,6,0,1,0,9,1
198,5,4,0,1,0,1
177,7,2,1,1,3,1
113,5,1,0,1,9,1
110,1,3,0,1,4,1
191,4,3,1,0,4,1
119,2,4,0,1,9,1
87,6,3,0,0,6,1
65,9,4,1,0,9,1
180,9,4,0,0,5,1
60,6,3,0,1,7,1
45,9,3,1,1,4,1
18,5,1,0,0,8,0
114,4,4,0,0,1,1
37,4,4,1,1,0,0
26,8,2,1,1,5,1
176,1,3,0,0,8,1
77,7,1,0,1,7,1
135,8,2,0,1,6,1
186,9,4,0,0,3,1
167,4,2,1,0,5,0
133,1,3,0,0,7,1
104,7,4,1,0,6,1
165,5,4,0,0,1,1
46,3,4,1,1,3,0
61,3,4,1,0,8,0
77,2,1,0,0,9,1
51,9,4,0,0,9,1
147,6,2,1,1,2,1
158,8,0,1,0,6,1
87,5,4,0,0,0,1
78,9,3,0,1,5,1
180,3,3,1,0,7,1
106,1,3,1,1,9,1
104,6,0,0,0,9,1
30,8,3,1,1,5,1
34,5,4,1,0,5,1
66,3,0,0,0,2,0
49,3,0,0,0,5,1
189,2,4,1,0,6,1
124,5,4,0,0,8,1
90,2,2,0,1,6,1
127,4,0,0,0,1,0
109,3,0,0,0,1,0
90,7,3,1,0,3,1
162,5,3,1,1,8,1
60,8,4,1,1,8,1
21,2,0,1,1,2,1
138,9,3,1,1,2,1
36,3,4,1,1,0,0
118,1,1,0,0,6,1
133,6,1,1,1,1,1
176,1,4,1,1,7,1
63,2,3,1,1,5,1
196,9,2,0,1,7,1
188,3,1,0,1,3,1
176,4,0,1,1,1,0
159,7,3,0,1,6,1
77,8,0,0,0,8,1
104,5,3,1,1,5,1
133,7,1,1,1,9,1
26,4,0,0,0,6,0
171,6,1,1,0,9,1
188,2,3,0,1,5,1
187,5,1,1,0,2,0
83,3,2,0,1,0,1
16,8,1,1,1,6,1
97,1,3,1,0,4,1
146,3,4,1,1,3,1
161,3,2,1,0,4,1
63,3,3,0,1,3,1
55,6,0,1,1,0,1
11,9,4,1,1,3,1
101,6,2,0,0,2,1
197,8,4,1,0,6,1
22,9,0,0,0,7,0
66,8,4,0,0,7,1
14,7,4,1,1,9,1
125,2,2,1,0,6,0
79,9,3,0,1,1,1
162,7,0,0,0,5,1
134,7,2,1,1,5,1
139,6,3,0,0,0,1
102,8,4,0,1,0,1
31,2,4,0,1,5,1
127,5,4,1,0,9,1
88,2,0,1,1,5,1
172,2,3,1,1,8,1
68,5,3,0,0,3,1
33,7,1,0,0,5,0
62,3,0,1,0,5,0
188,7,3,1,0,7,1
73,4,2,0,1,9,1
164,1,4,0,0,5,1
55,2,2,1,0,1,0
108,3,3,0,0,8,1
52,6,3,0,0,2,1
139,2,3,0,1,9,1
78,9,1,1,1,5,1
198,2,3,1,1,4,1
58,6,0,0,1,4,1
198,5,4,1,1,9,1
81,5,2,1,0,4,1
12,4,4,1,1,6,1
158,2,2,1,1,9,1
71,6,0,0,1,7,1
106,5,4,1,0,5,1
94,8,3,1,1,1,1
102,9,1,1,0,5,1
89,4,3,0,1,4,1
95,7,0,1,0,5,1
165,6,4,0,0,8,1
100,8,4,1,0,2,1
58,8,4,0,1,6,1
51,4,0,0,1,1,0
126,1,1,1,1,8,1
191,3,4,1,1,4,1
75,2,1,1,1,4,0
33,4,0,0,0,0,1
114,3,2,1,1,9,1
86,1,1,0,1,3,1
25,1,2,1,0,8,0
88,3,3,0,0,2,1
150,2,1,0,0,9,1
187,7,2,0,0,6,1
58,1,4,1,0,1,0
169,4,3,1,0,3,0
86,1,3,1,0,5,1
45,9,0,1,1,2,0
137,3,2,0,1,4,1
190,4,3,1,1,3,1
190,2,1,1,0,1,0
30,4,3,0,0,6,1
38,6,1,0,0,2,0
58,5,1,1,1,0,0
112,3,3,1,0,8,1
132,5,1,1,1,6,1
23,7,3,0,0,0,1
115,1,4,0,1,8,1
186,1,3,1,1,8,1
71,9,4,0,1,8,1
152,6,1,0,0,3,1
91,2,0,0,1,6,1
84,3,2,1,1,9,1
73,6,4,1,1,9,1
29,9,0,1,0,3,0
106,4,4,1,1,1,1
142,6,4,0,0,8,1
41,1,2,1,1,2,0
39,9,1,1,1,2,0
34,3,4,0,1,2,1
64,7,0,1,0,5,1
73,2,1,0,1,4,1
67,8,2,0,0,1,0
80,6,2,0,0,9,1
66,8,4,1,0,9,1
58,1,3,1,0,6,0
155,5,3,1,1,5,1
190,2,2,0,0,7,1
107,9,0,0,1,7,1
34,3,4,0,0,7,1
164,8,1,0,1,2,1
137,2,1,0,0,8,1
42,3,4,0,0,6,1
144,8,4,1,1,4,1
186,5,4,1,0,6,1
106,2,1,0,1,9,1
153,7,0,1,1,0,1
175,2,0,1,1,1,0
155,9,3,1,0,6,1
199,6,1,0,1,2,1
151,6,2,0,1,6,1
113,2,0,0,0,8,1
147,5,2,0,0,3,1
139,9,4,1,0,9,1
43,3,2,0,1,7,1
196,6,0,0,0,1,1
112,9,3,1,0,2,1
148,9,3,0,0,1,1
21,9,1,0,0,7,0
109,7,1,1,0,2,0
152,9,2,1,1,0,1
169,3,1,1,0,1,0
124,8,1,0,0,9,1
87,9,0,0,0,5,1
99,2,0,1,0,4,0
158,6,3,1,1,0,1
136,8,1,1,0,6,1
55,6,4,0,0,4,1
108,1,1,1,0,0,0
183,5,2,1,1,6,1
130,2,0,0,0,1,0
30,5,3,0,0,3,1
70,6,3,1,0,1,0
35,6,0,0,0,0,0
14,3,3,1,0,8,0
85,5,1,1,0,8,1
184,6,2,1,0,3,0
113,6,0,1,1,1,1
25,2,3,1,0,9,0
183,8,3,0,1,1,1
137,2,4,1,0,1,0
72,5,0,1,1,1,0
16,4,1,0,1,6,1
25,3,1,1,0,6,0
88,1,0,0,0,0,0
195,4,2,0,0,7,1
86,2,0,0,1,1,1
82,1,4,1,0,2,0
129,5,1,1,0,3,0
97,5,2,0,1,9,1
198,1,2,1,1,7,1
21,3,0,0,1,3,0
41,9,2,1,0,1,1
190,6,2,1,1,6,1
64,1,4,1,0,1,0
35,9,1,1,0,9,0
68,1,3,1,1,7,1
118,6,2,0,0,3,1
91,2,4,1,0,2,0
157,6,1,1,0,4,1
101,3,2,0,0,0,0
109,7,2,1,0,4,1
174,2,2,1,1,1,0
141,6,1,1,0,9,1
124,8,1,0,1,4,1
27,7,1,1,1,9,1
146,3,2,0,1,2,1
190,7,3,0,0,8,1
30,3,4,1,1,1,0
78,4,3,1,1,8,1
130,3,2,0,0,9,1
155,1,2,0,1,0,1
52,2,2,1,1,1,0
160,1,3,1,1,0,1
169,6,2,1,1,1,1
97,5,1,1,0,5,1
33,1,1,1,1,8,0
133,7,4,1,0,5,1
172,4,4,1,1,1,1
33,8,1,1,0,4,0
109,5,0,0,1,7,1
112,9,4,1,0,7,1
101,7,3,0,1,4,1
141,2,3,1,0,6,1
165,5,2,1,0,9,1
157,3,3,0,1,2,1
16,7,4,0,1,1,1
115,3,1,0,1,2,1
50,9,3,1,1,8,1
156,7,2,1,1,3,1
156,5,2,0,1,0,1
147,3,2,0,0,1,0
11,6,2,0,1,1,1
120,2,4,0,1,1,1
192,8,4,1,1,0,1
120,6,3,0,1,2,1
164,1,2,1,0,7,0
26,8,0,1,1,8,1
129,7,2,1,0,4,1
63,4,1,0,0,6,0
55,6,2,1,1,6,1
172,1,4,0,1,7,1
43,1,0,0,1,3,0
18,1,3,0,0,4,1
195,5,4,1,1,7,1
124,9,4,0,1,8,1
55,8,1,0,0,8,0
21,9,0,0,0,5,0
62,7,0,1,1,3,0
21,8,2,0,1,5,1
96,4,3,1,0,5,1
84,8,0,1,0,6,1
149,7,2,0,0,9,1
71,8,0,0,1,6,1
128,4,0,1,1,0,0
168,2,3,1,0,7,1
42,4,1,1,0,8,0
121,9,4,0,0,4,1
131,6,4,0,1,8,1
124,3,2,1,0,6,0
95,8,0,1,0,0,0
51,8,3,1,0,0,0
123,4,0,1,0,7,0
175,6,4,0,0,3,1
99,7,0,0,0,6,1
179,9,1,0,1,5,1
131,4,2,1,1,7,1
191,9,4,1,1,7,1
98,4,2,1,1,8,1
85,5,3,1,0,3,1
142,7,0,1,0,5,1
55,6,2,1,0,6,0
171,6,0,0,0,5,1
181,2,1,0,1,0,1
71,7,0,0,0,5,0
122,1,2,1,0,3,0
54,1,3,0,0,9,1
20,6,2,0,1,1,1
110,1,3,0,1,2,1
76,2,4,0,1,2,1
56,6,1,1,1,6,1
186,1,3,0,1,6,1
119,7,0,0,1,4,1
46,4,0,0,0,9,0
103,7,0,0,1,7,1
20,9,3,0,0,3,1
194,7,2,1,0,6,1
97,1,3,1,0,1,0
66,2,3,0,0,1,0
176,5,0,0,1,2,1
111,8,4,0,1,8,1
70,7,0,0,0,5,0
116,7,1,0,1,9,1
79,1,0,0,0,6,1
162,1,0,0,1,1,1
19,1,0,0,0,3,0
40,1,4,1,0,9,0
95,9,1,0,1,4,1
13,4,3,0,0,5,1
98,7,3,0,1,7,1
90,5,3,0,1,7,1
97,3,0,0,0,1,0
133,2,0,0,0,0,0
86,9,2,0,0,0,1
103,3,3,1,1,0,1
49,1,4,0,0,3,0
194,9,1,1,1,5,1
109,8,3,0,0,6,1
164,9,4,0,1,0,1
143,2,0,1,0,9,0
185,6,4,1,1,2,1
115,1,3,1,1,9,1
175,2,2,1,1,0,0
178,8,0,1,0,6,1
19,2,2,0,0,5,0
72,4,3,1,1,8,1
59,2,1,1,1,8,0
113,4,1,0,1,6,1
175,5,2,0,1,7,1
10,3,1,0,1,6,1
158,8,3,0,1,5,1
157,2,0,1,1,0,0
45,5,2,1,1,6,1
33,8,1,1,1,5,1
74,1,2,0,0,4,0
63,7,1,1,0,2,1
196,3,0,1,0,9,0
90,8,3,0,0,5,1
43,1,0,0,1,4,1
109,8,4,1,0,8,1
159,2,3,1,0,6,1
143,3,4,1,0,2,1
174,1,1,1,1,7,1
198,1,1,1,0,3,1
116,9,1,1,1,3,1
46,4,4,0,0,1,0
97,2,0,1,0,8,0
134,1,1,0,0,2,0
114,6,0,0,0,7,1
160,9,2,0,1,6,1
171,9,3,0,0,0,1
60,6,4,0,1,8,1
71,4,3,0,0,7,1
163,4,4,1,1,5,1
60,8,1,0,0,1,0
176,2,0,0,0,0,0
197,4,1,0,0,1,0
185,1,1,0,0,9,1
191,4,0,0,0,4,1
89,1,3,0,0,0,1
122,2,4,1,0,9,1
108,1,0,1,1,4,1
68,2,4,1,1,0,0
57,9,1,0,0,3,0
131,9,2,0,1,6,1
43,6,1,1,1,1,0
153,1,4,1,1,1,1
150,5,3,1,1,4,1
123,3,2,0,0,3,0
91,9,1,1,1,9,1
167,9,2,0,1,6,1
77,6,3,1,0,6,1
154,3,4,0,0,5,1
72,9,2,1,0,9,0
98,3,1,1,0,3,0
22,9,1,1,1,8,1
165,3,0,0,0,4,1
169,6,1,1,0,8,1
121,2,1,1,0,8,1
83,7,3,0,1,9,1
184,6,3,0,0,2,1
84,9,2,0,1,3,1
23,2,0,1,0,9,0
195,2,0,0,0,2,0
145,3,2,1,0,5,0
154,3,0,1,1,4,1
174,4,2,0,0,3,0
164,8,3,1,1,4,1
189,4,3,1,0,8,1
13,9,4,1,1,9,1
111,7,3,1,0,7,1
122,5,1,1,1,5,1
67,9,0,1,0,3,1
42,1,4,1,0,1,0
52,8,3,0,0,3,1
25,5,0,0,1,0,1
60,6,0,1,0,1,0
32,1,4,1,0,6,0
55,6,0,1,1,8,1
61,6,0,0,1,5,1
29,1,0,1,0,1,0
142,7,4,0,1,5,1
185,4,4,0,0,5,1
140,6,3,1,0,8,1
91,3,1,0,0,0,1
36,1,4,0,0,8,1
129,3,4,0,1,3,1
174,3,0,1,0,6,0
32,7,2,0,1,8,1
22,3,3,0,1,3,1
155,3,0,0,1,6,1
118,4,0,1,1,2,0
19,4,3,1,0,1,0
72,4,0,1,0,8,0
135,2,0,0,1,0,1
23,1,0,0,0,7,0
114,3,2,0,0,5,1
103,2,0,1,1,0,0
98,8,2,1,1,1,1
36,3,0,1,1,6,0
126,1,3,1,0,0,0
90,7,3,0,0,1,1
133,3,4,1,0,5,1
24,9,2,1,0,3,0
74,1,3,1,0,4,0
184,6,0,1,1,4,1
181,7,1,1,1,6,1
67,9,1,1,1,6,1
165,5,2,1,0,4,1
61,5,3,1,0,8,1
115,7,4,0,1,5,1
161,3,1,1,1,0,1
66,2,2,1,0,1,0
79,7,1,0,0,8,1
40,7,0,0,1,2,1
44,1,4,1,0,3,1
130,3,4,0,0,3,1
92,1,3,0,0,5,1
88,3,2,1,0,5,0
110,4,1,1,1,1,0
188,9,2,0,1,5,1
87,8,4,0,0,2,1
28,5,2,1,0,7,0
165,8,1,1,1,9,1
166,1,3,1,0,3,0
76,2,0,0,0,5,1
35,8,2,0,0,1,0
198,7,2,0,1,8,1
174,3,1,0,1,9,1
112,6,0,0,0,4,1
128,7,2,0,1,9,1
32,8,0,1,0,4,0
80,9,4,0,1,9,1
95,8,4,0,1,3,1
122,8,1,0,1,0,1
102,7,3,1,0,8,1
140,6,1,0,0,1,1
33,7,3,1,1,4,1
100,7,1,0,1,3,1
166,9,0,0,1,5,1
148,1,3,1,0,9,1
30,9,2,0,1,0,1
127,6,4,1,1,5,1
46,2,3,1,1,9,1
78,4,1,1,0,9,0
90,5,3,0,0,0,1
42,6,0,1,0,0,0
50,9,0,1,1,0,0
74,5,0,0,0,0,0
140,1,2,1,0,1,0
193,1,3,1,1,0,1
58,4,1,0,0,8,0
187,5,1,0,0,6,1
157,6,4,1,1,1,1
74,8,0,1,1,0,0
70,3,2,1,1,9,0
21,9,2,0,0,4,1
94,7,3,0,1,6,1
168,4,3,1,1,6,1
136,1,4,0,1,2,1
114,6,4,0,1,2,1
36,5,0,0,1,4,1
163,9,3,0,1,0,1
182,6,1,0,1,0,1
181,4,2,0,1,0,1
177,6,4,0,0,1,1
115,8,2,1,1,8,1
90,7,2,1,1,2,1
16,9,2,0,1,7,1
95,2,4,0,1,1,1
40,1,2,0,1,6,1
137,5,2,1,0,0,0
143,1,0,1,0,6,0
68,4,2,1,1,6,1
176,4,4,1,0,4,1
30,4,1,0,1,2,0
53,8,4,1,1,4,1
125,3,4,1,0,0,0
83,8,1,0,0,4,1
195,1,2,0,0,2,0
170,4,4,0,1,9,1
141,1,1,0,0,5,1
185,3,4,0,0,3,1
30,5,2,0,0,9,0
47,8,2,0,0,6,0
70,6,2,1,0,5,0
194,1,4,1,0,6,1
60,6,0,0,0,4,1
89,9,0,0,1,9,1
83,9,4,0,0,1,1
61,2,0,1,0,6,0
150,1,1,0,1,4,1
129,3,4,1,0,7,1
198,7,3,1,1,7,1
62,7,0,0,0,7,0
141,2,4,0,0,4,1
47,2,1,1,0,3,0
170,1,3,1,0,6,1
136,7,1,1,0,3,0
74,9,2,1,0,9,0
188,8,1,1,0,2,0
161,9,4,1,0,4,1
156,9,2,0,1,4,1
176,4,1,0,0,8,1
11,3,3,1,0,9,0
26,9,3,1,1,2,1
96,3,1,1,1,3,0
174,9,0,0,0,3,1
95,8,2,0,1,6,1
42,7,4,1,0,7,1
81,9,3,1,1,2,1
125,4,0,1,1,3,0
134,4,0,1,0,4,0
18,9,2,0,1,8,1
54,8,1,0,0,0,1
15,9,4,0,1,1,1
186,2,0,0,1,7,1
140,9,1,0,0,7,1
91,2,4,0,0,1,1
134,9,0,0,1,4,1
72,9,2,1,1,0,0
100,9,4,1,1,4,1
21,9,2,0,0,8,0
193,9,0,1,1,6,1
100,4,4,0,1,1,1
55,3,4,1,0,6,0
198,7,2,1,1,8,1
86,9,1,0,1,4,1
70,6,0,0,1,3,1
58,9,3,1,1,7,1
187,5,2,1,0,7,1
68,1,0,1,1,4,0
134,9,2,1,0,6,1
78,5,0,1,0,5,1
98,3,4,1,1,4,1
86,8,2,1,1,3,1
163,1,4,0,0,0,1
140,3,3,0,0,7,1
102,7,1,0,0,0,1
69,6,0,0,1,8,1
156,3,3,0,0,0,1
178,3,4,1,1,3,1
93,1,4,0,1,6,1
23,8,3,0,1,2,1
184,6,3,1,0,8,1
62,7,3,1,1,9,1
121,5,2,1,1,1,1
118,3,1,1,0,0,1
31,2,2,0,0,2,0
17,6,3,0,1,8,1
99,2,4,0,1,2,1
37,8,3,0,1,9,1
129,3,1,0,1,8,1
125,2,1,0,1,8,1
85,9,3,0,0,5,1
170,6,0,0,1,5,1
91,4,4,0,0,8,1
26,2,2,0,0,6,0
38,6,0,0,1,4,1
172,7,1,0,0,6,1
183,3,4,0,1,1,1
81,4,0,1,1,7,1
16,7,2,1,1,4,1
10,3,4,1,0,3,0
100,4,0,0,1,5,1
192,9,3,0,1,0,1
153,8,4,0,1,4,1
110,2,3,0,0,9,1
130,7,0,0,1,1,1
65,5,2,1,1,0,0
116,2,0,1,0,6,0
103,3,2,0,1,8,1
77,9,3,1,0,3,1
175,5,0,0,0,5,1
71,1,0,1,0,9,0
52,2,4,1,1,2,0
155,7,4,1,0,9,1
144,8,2,0,0,1,1
121,7,4,1,0,6,1
131,8,3,0,1,9,1
123,2,3,0,0,6,1
123,8,2,0,0,7,1
12,1,1,0,1,1,0
159,4,0,1,1,5,1
35,1,3,0,0,5,1
172,2,4,1,1,0,1
164,7,2,1,0,5,1
44,7,4,1,0,4,1
61,3,1,0,0,2,0
86,1,2,0,1,8,1
101,8,2,0,0,0,1
144,1,0,1,0,9,0
102,4,0,0,1,5,1
157,7,2,0,1,2,1
138,2,2,0,0,7,1
151,4,4,0,0,7,1
88,6,0,0,0,5,1
33,7,1,1,0,8,0
193,7,2,0,1,3,1
156,7,1,0,0,7,1
47,3,1,0,1,6,1
180,7,3,0,1,3,1
176,4,4,1,0,6,1
167,3,1,0,0,2,0
12,7,4,0,0,8,1
50,6,4,0,0,7,1
41,4,1,0,0,2,0
17,9,4,1,0,1,0
140,3,3,0,0,1,1
162,2,1,0,0,0,0
32,8,3,1,1,1,1
97,2,0,1,1,0,0
172,6,1,1,0,5,1
147,5,1,1,0,2,0
38,9,3,0,1,1,1
110,4,4,0,1,6,1
79,2,2,1,0,8,0
140,2,1,0,1,6,1
154,1,1,1,1,2,0
71,5,2,0,1,5,1
92,9,0,1,0,0,0
145,4,4,0,1,6,1
32,4,3,1,1,4,1
193,9,1,0,0,0,1
25,1,3,1,0,1,0
170,2,4,0,0,8,1
195,2,3,0,1,9,1
102,9,2,0,1,8,1
123,4,0,1,1,2,0
104,6,1,1,1,5,1
159,4,4,1,1,7,1
12,4,1,0,1,0,0
85,9,2,1,1,6,1
147,3,0,1,1,1,0
59,6,2,1,0,5,0
75,7,0,1,0,5,0
27,7,4,0,0,6,1
114,4,0,0,1,9,1
130,4,2,1,0,1,0
199,5,3,1,1,4,1
196,4,4,0,0,5,1
164,3,1,1,1,0,0
132,8,2,0,0,8,1
196,3,1,0,1,7,1
132,8,2,1,0,9,1
43,4,2,1,1,4,0
104,1,0,0,0,6,1
63,7,2,1,0,0,0
27,8,2,0,0,8,0
17,1,2,0,0,7,1
192,9,2,0,0,4,1
147,8,3,0,1,6,1
26,6,0,1,0,1,0
127,8,4,0,1,7,1
89,6,2,0,0,1,1
174,5,1,1,0,0,1
43,7,1,1,1,6,1
65,5,4,1,1,0,1
57,4,1,1,0,9,0
158,6,1,0,0,2,1
24,1,1,0,0,9,0
88,6,2,1,1,7,1
158,7,0,0,0,4,1
68,5,3,1,1,2,1
90,2,1,1,1,1,0
63,5,2,0,0,4,1
44,4,3,1,1,1,0
173,1,1,1,1,0,0
66,8,4,1,1,9,1
149,3,1,0,1,3,1
110,9,3,1,1,6,1
38,9,3,1,1,2,1
193,1,0,0,0,1,0
18,7,2,0,1,1,1
148,5,1,1,1,3,1
101,8,4,0,0,9,1
108,8,1,1,0,6,1
115,9,4,1,0,5,1
47,3,2,1,0,2,0
179,2,1,0,1,1,1
76,7,2,0,0,9,1
72,4,0,1,1,7,0
174,5,2,0,1,7,1
158,4,4,1,0,9,1
187,4,2,0,1,4,1
66,7,1,0,0,5,1
80,2,3,0,1,3,1
82,1,3,1,1,2,1
50,5,4,1,0,8,1
33,9,3,1,1,4,1
141,2,3,1,0,0,0
188,1,4,1,0,8,1
108,2,1,1,0,7,0
81,3,1,0,0,7,1
124,7,3,0,1,5,1
181,9,3,0,1,6,1
118,6,2,0,1,2,1
18,4,2,0,1,4,1
190,6,1,0,0,9,1
23,7,4,1,1,6,1
46,5,1,0,1,5,1
196,1,3,0,1,2,1
69,4,3,1,1,8,1
140,5,3,1,1,9,1
120,6,2,1,1,7,1
60,5,4,1,1,0,1
191,5,0,1,1,7,1
37,3,3,1,0,3,0
71,5,4,0,1,8,1
198,1,0,1,1,6,1
97,1,2,0,0,8,1
193,8,0,1,0,7,1
106,8,4,0,0,7,1
191,7,2,0,1,4,1
136,3,0,1,1,3,0
196,6,0,1,0,6,1
56,6,4,0,1,8,1
33,4,4,0,1,4,1
80,8,4,0,1,9,1
85,4,3,0,1,0,1
177,5,4,1,0,0,1
171,4,4,0,0,0,1
12,3,1,1,0,5,1
126,6,4,0,0,2,1
187,8,1,0,0,8,1
30,2,2,1,0,4,0
85,7,4,0,1,6,1
35,8,0,0,1,4,1
168,5,0,0,0,4,1
172,1,2,0,0,8,1
51,4,4,1,1,0,0
39,8,2,1,0,3,0
61,7,3,0,1,0,1
30,4,2,0,0,8,0
72,9,4,0,1,3,1
116,7,4,1,1,4,1
142,9,3,1,0,5,1
141,2,2,1,0,5,0
91,5,0,1,1,9,1
91,3,2,0,1,0,1
154,7,1,0,0,4,1
24,3,2,1,0,5,0
168,5,0,0,0,5,1
74,3,1,0,0,9,0
19,8,3,0,1,5,1
152,9,0,1,1,8,1
56,7,4,0,0,1,1
67,3,3,1,0,4,0
69,9,2,0,1,3,1
69,2,4,0,1,9,1
28,6,1,1,0,0,0
44,3,2,1,0,9,0
86,5,3,0,0,8,1
107,8,4,1,0,0,1
69,5,2,1,0,9,0
87,2,1,0,0,3,0
128,2,2,0,1,2,1
196,5,3,0,1,9,1
175,7,1,1,0,9,1
19,4,1,0,0,6,0
83,3,3,0,1,2,1
96,4,4,0,0,0,1
191,2,3,0,1,5,1
128,5,1,0,1,9,1
49,1,3,1,0,9,1
99,3,3,1,1,2,1
101,9,1,1,1,5,1
194,1,3,0,0,5,1
116,8,4,1,1,1,1
57,5,2,1,0,7,1
53,5,0,1,0,7,0
40,1,3,1,1,2,0
161,8,1,1,0,7,1
83,8,3,1,0,6,1
87,2,0,0,1,4,1
120,3,1,0,0,8,1
61,4,2,0,0,8,0
11,5,0,1,1,5,1
76,4,0,1,1,6,1
56,5,3,0,0,3,1
163,6,4,0,0,4,1
55,9,0,0,0,6,0
95,7,4,1,1,4,1
82,8,3,0,1,3,1
125,5,4,0,0,7,1
32,5,1,0,0,4,0
195,5,0,1,1,9,1
189,4,1,1,0,1,0
102,3,3,1,1,6,1
59,6,3,1,1,4,1
178,8,1,1,1,6,1
89,7,2,1,1,0,1
42,4,4,0,1,6,1
169,3,4,1,1,5,1
121,8,1,1,0,5,1
62,3,3,1,0,5,0
136,7,4,0,1,4,1
58,9,3,0,1,3,1
134,9,1,1,1,1,1
14,3,1,1,1,8,0
19,5,0,1,0,6,0
97,8,4,0,0,8,1
103,7,2,1,1,7,1
55,6,3,1,0,4,1
72,8,2,1,0,6,0
86,2,4,0,0,9,1
