ip_address,threat_type,threat_level,confidence,first_seen_days_ago,last_seen_days_ago,total_reports,is_active
251.123.118.121,spam,8,0.5110080578335593,287,17,51,1
252.18.174.244,bruteforce,9,0.6059432697249787,228,20,28,0
142.119.165.181,scanner,7,0.7681860118620629,117,19,59,1
61.163.167.209,botnet,9,0.740780483888673,175,4,69,1
30.8.63.161,bruteforce,4,0.7507485477680318,184,28,83,0
120.51.88.142,malware,7,0.6238434392233007,317,8,73,0
203.52.226.233,scanner,5,0.842580600307093,337,21,25,0
187.77.221.41,bruteforce,5,0.8521316434101729,214,22,44,1
196.250.67.220,phishing,3,0.6789839127798327,220,29,47,1
8.1.104.125,malware,9,0.9405850442370871,129,26,13,1
110.85.168.120,malware,5,0.822011608317774,332,23,53,1
127.254.182.16,spam,6,0.8565196376293158,271,14,53,1
221.61.112.176,phishing,3,0.6386699589694698,245,8,37,1
158.11.34.11,spam,7,0.5003058175777935,122,13,63,1
64.237.49.213,bruteforce,9,0.9326878060510548,7,20,66,1
149.68.47.20,phishing,9,0.9112121922899042,66,23,40,0
101.194.171.161,malware,5,0.5615959440214151,114,1,78,0
245.252.200.189,spam,7,0.6870525674781532,287,25,61,1
137.67.34.209,scanner,3,0.8306696541942913,104,24,95,0
226.215.223.65,phishing,6,0.8260554286093641,24,17,6,1
8.44.86.175,malware,8,0.9301751674042782,52,12,25,0
168.75.181.76,botnet,8,0.5701340808177142,246,27,46,1
174.46.14.105,phishing,2,0.7149698738925594,336,20,31,1
147.25.51.93,phishing,6,0.5486122089632124,280,15,80,1
150.231.20.51,bruteforce,7,0.6947976242193141,32,5,63,1
38.19.248.157,scanner,7,0.5075537227938522,286,15,91,0
179.131.54.199,bruteforce,3,0.9491365325550635,35,3,94,0
92.27.3.150,phishing,9,0.7635219984143405,342,23,68,1
76.172.66.86,phishing,2,0.9249011304011768,238,9,39,1
236.193.215.162,scanner,3,0.5299523505016819,216,18,80,1
91.182.104.1,scanner,2,0.6137290552364603,176,10,36,1
72.86.165.6,spam,9,0.6296899976105903,43,28,7,0
214.152.209.145,malware,4,0.693345747319394,303,4,85,1
61.11.5.218,malware,2,0.901433186198773,157,17,66,1
27.135.210.124,spam,3,0.6932789368657464,268,2,55,1
106.192.184.93,malware,4,0.6023267648231635,170,7,72,0
109.240.98.168,phishing,6,0.5324951301693842,220,10,42,1
142.34.175.237,spam,5,0.5397458741763437,229,20,27,1
84.55.176.141,spam,3,0.8800236029804887,90,29,2,1
189.229.48.46,malware,8,0.7224014955183164,130,18,70,0
113.189.135.43,botnet,8,0.8630905610000077,225,20,4,0
148.123.96.90,malware,7,0.8411435608818487,224,24,21,1
39.84.244.177,bruteforce,3,0.5676812308801289,142,2,1,0
192.61.105.107,botnet,1,0.5714439670961335,65,11,38,1
54.125.232.9,spam,5,0.877671007717067,27,14,60,1
88.36.48.41,botnet,1,0.8606341467427086,124,25,76,1
17.87.20.51,phishing,6,0.6890153834371552,211,22,91,1
59.166.182.41,scanner,7,0.53871113166642,79,23,14,0
39.140.191.11,botnet,5,0.5060490108492262,237,15,79,1
238.146.138.77,bruteforce,4,0.6440784747308724,131,4,88,0
127.45.44.1,scanner,2,0.5046111367936135,327,18,82,0
168.107.18.76,phishing,5,0.6150363105518517,299,26,17,0
72.199.188.245,bruteforce,9,0.7097503701056693,118,5,73,1
109.11.188.240,scanner,4,0.560707882655977,45,28,47,1
161.44.89.103,phishing,2,0.5521388789157731,83,11,82,1
220.249.196.8,scanner,6,0.9482187178593683,281,18,56,0
153.90.173.87,scanner,8,0.7927350145114447,351,8,53,1
158.236.174.215,malware,2,0.9672278433813908,12,17,18,0
177.174.83.82,bruteforce,9,0.6729130818928396,124,28,69,0
146.193.67.222,bruteforce,7,0.8385724686645816,324,2,48,1
161.126.163.82,botnet,2,0.6023458373108952,171,22,9,1
229.146.238.156,bruteforce,5,0.8091701586399707,233,29,54,1
168.83.112.225,bruteforce,5,0.5647928650049923,180,13,35,1
76.121.242.143,scanner,7,0.5010403195881429,50,25,46,0
41.166.1.191,spam,5,0.9657659007047895,268,23,1,1
29.104.201.194,malware,6,0.7774471880876046,168,20,41,1
51.74.204.10,botnet,9,0.9634703313910198,315,4,73,0
142.209.50.118,malware,3,0.666915761851036,287,4,32,1
201.120.38.28,botnet,3,0.6638930345808784,273,3,84,1
3.83.197.155,phishing,8,0.7003275008865159,348,24,77,1
117.1.92.166,scanner,6,0.8530204919790841,206,21,40,1
131.143.93.40,bruteforce,3,0.7829043170930872,147,28,11,1
2.80.168.254,bruteforce,2,0.962677453549559,299,27,62,1
12.162.234.65,spam,2,0.5127204505662197,36,15,46,1
55.44.206.218,malware,2,0.8540979689862682,160,12,48,1
101.212.61.49,malware,5,0.6651638446832772,274,7,43,0
127.222.152.23,malware,5,0.5901168259092306,287,23,51,1
152.248.37.28,bruteforce,1,0.7551978112600495,105,20,61,0
21.181.106.146,malware,2,0.7525318920899979,21,15,42,1
164.98.172.119,scanner,2,0.5685055143442141,232,27,26,0
73.180.229.122,botnet,4,0.600948028066445,121,24,11,0
30.187.107.98,bruteforce,7,0.7040823324507774,128,1,25,0
32.194.194.156,scanner,3,0.7044057061961577,309,29,40,0
172.78.40.63,phishing,5,0.6587790698098424,216,7,25,0
23.103.74.48,scanner,9,0.5742725757549905,147,2,84,1
160.249.250.57,scanner,5,0.5021868395504898,57,22,75,1
118.99.123.161,phishing,9,0.9851175312140104,236,28,74,1
152.166.33.184,scanner,1,0.9717496148519635,69,8,52,1
156.164.6.196,botnet,9,0.7418251895880676,188,29,3,1
165.55.64.193,bruteforce,5,0.9975258766375028,241,10,39,1
47.147.18.157,spam,8,0.8368271653911217,62,20,91,1
202.187.145.220,phishing,5,0.5344287688037708,240,26,35,0
163.170.238.223,bruteforce,6,0.5588590995413136,184,23,40,0
219.125.138.49,malware,8,0.9580554219348189,258,19,95,1
113.37.63.69,botnet,2,0.8150261010748142,228,29,85,1
136.161.175.116,spam,3,0.9215918133286756,222,0,22,0
184.203.229.65,botnet,9,0.9491348248169221,98,0,62,1
31.131.112.109,botnet,5,0.723971005641193,246,21,19,0
178.68.157.120,malware,5,0.5242629757883466,44,7,14,1
88.186.66.75,spam,9,0.594140174448661,272,15,50,1
45.3.153.155,botnet,3,0.5332859736512175,4,9,62,1
174.245.106.192,malware,4,0.5943699228492536,10,1,87,1
219.233.50.50,phishing,7,0.7052664632279384,347,15,90,1
6.58.124.143,malware,2,0.5590984052574928,38,26,43,0
245.29.169.229,scanner,8,0.5833666239026716,41,3,55,1
122.124.36.170,bruteforce,5,0.7229108910358396,202,18,40,1
124.100.34.87,malware,1,0.6700854751942448,93,28,12,1
134.195.17.252,malware,3,0.7338290620940204,4,8,65,1
201.112.28.77,malware,9,0.714586013879531,51,2,34,0
59.174.125.244,botnet,5,0.8222390129899417,149,10,83,1
145.108.223.240,spam,8,0.9685947744379273,204,7,23,0
22.67.68.165,malware,1,0.5539321692221213,299,29,71,0
233.48.140.162,malware,7,0.5496300746545975,186,6,7,1
109.85.52.123,scanner,7,0.926403055545451,152,0,65,1
87.178.130.42,scanner,8,0.7531983523262296,115,7,18,1
98.159.108.51,phishing,3,0.883202511784221,148,24,8,1
250.240.84.174,phishing,1,0.6077109518036408,219,23,89,1
127.235.20.44,scanner,9,0.9144312865837758,191,25,42,1
139.102.67.243,spam,1,0.961923312096348,232,25,93,1
129.91.190.24,phishing,6,0.8177415077732442,323,16,87,1
125.226.140.111,bruteforce,9,0.5529395107369011,220,26,93,0
98.138.227.179,bruteforce,2,0.9476474070781694,46,28,1,1
253.16.98.252,spam,4,0.8962438636850356,126,10,79,1
82.103.213.249,scanner,2,0.8754388882572449,290,6,15,1
152.249.18.165,phishing,4,0.5183640944529577,214,28,28,0
231.84.7.28,malware,2,0.8994812626284856,6,8,36,1
5.144.100.164,scanner,1,0.5689755052341785,183,13,96,1
118.146.254.64,phishing,3,0.6111930880984442,115,4,46,1
91.116.97.11,spam,8,0.7885674174346288,51,17,77,1
54.172.46.140,bruteforce,5,0.6324903864584415,45,29,21,1
246.148.245.139,spam,4,0.8306741031559599,22,23,49,1
231.219.4.209,phishing,5,0.8040352238495407,130,24,39,1
184.19.168.46,spam,6,0.5540747990066313,126,22,38,0
250.11.69.17,phishing,6,0.8280072897957531,264,27,9,1
115.146.153.48,phishing,5,0.961977454912465,308,12,20,0
108.235.51.96,spam,6,0.5805549525929166,195,4,84,0
70.254.182.250,botnet,9,0.7985310104714437,47,7,8,1
228.101.74.161,malware,5,0.6709326859683471,81,14,14,0
190.215.150.143,scanner,6,0.729805835886802,108,21,62,1
155.202.191.249,bruteforce,4,0.6435000895394849,262,27,84,1
243.241.208.179,malware,3,0.6770653181738476,354,3,35,1
181.205.218.82,scanner,6,0.5144559116332786,30,0,55,0
92.178.174.239,scanner,5,0.9907758689586104,357,5,45,0
4.134.108.163,bruteforce,4,0.8123999610363741,55,23,21,0
48.254.72.72,malware,5,0.7503527952469426,354,18,53,0
116.172.80.81,bruteforce,7,0.6918576747501634,188,11,54,1
113.224.95.72,phishing,1,0.7696872794120138,4,6,86,1
147.62.37.67,bruteforce,1,0.690052999357902,285,12,43,1
187.68.12.175,spam,1,0.6799539637468366,277,27,6,1
238.188.30.247,botnet,2,0.7319732708610065,144,6,55,1
208.113.223.22,botnet,9,0.6379915168355954,195,8,44,1
93.213.170.67,botnet,5,0.5900249499833927,26,0,91,0
54.137.41.64,malware,9,0.7783029490901467,126,20,68,1
126.20.207.204,malware,5,0.9213827180751506,134,23,4,0
194.168.151.35,phishing,7,0.5764140888629461,22,12,63,1
184.29.56.222,botnet,6,0.5163671703021093,330,28,92,0
47.162.18.114,phishing,2,0.6234058725770181,116,18,91,1
8.25.112.232,botnet,3,0.9898603217269054,7,20,58,0
71.29.134.67,malware,5,0.9143790368716697,100,29,54,0
65.35.24.37,spam,4,0.7979330267642983,260,0,81,1
1.142.36.141,spam,6,0.9646244576215679,198,24,38,0
232.135.132.188,spam,8,0.7226395584186223,85,19,60,0
128.200.126.1,bruteforce,8,0.991640301287587,227,20,52,1
164.34.193.191,spam,3,0.6481510225596421,178,18,29,1
104.22.8.34,scanner,4,0.6201528747579695,239,29,40,1
174.205.127.4,botnet,1,0.8190241005735055,11,17,71,1
158.222.101.75,spam,2,0.6890769839751802,302,27,8,1
99.71.2.142,scanner,9,0.813182770988129,233,29,97,0
188.204.172.224,scanner,2,0.6524977591513429,182,22,96,1
34.44.60.83,scanner,6,0.8089591284189955,281,26,35,1
123.101.15.66,phishing,7,0.6378731302925182,357,4,82,0
168.144.118.162,phishing,6,0.525486034409445,189,26,16,0
234.123.143.102,scanner,8,0.9560679509615917,325,25,18,1
188.65.193.218,bruteforce,9,0.9416026009367311,214,29,59,1
13.183.110.159,spam,8,0.9853990746363359,257,2,89,0
252.33.38.195,botnet,5,0.8582635881107024,25,1,34,0
136.214.205.120,bruteforce,8,0.8413605888676514,269,25,4,1
126.54.26.118,malware,9,0.7795015350374154,81,21,69,0
221.230.52.39,phishing,8,0.5629712081762613,357,9,78,1
65.144.232.158,spam,2,0.594617655474635,184,5,65,1
181.12.20.147,spam,2,0.6447348443362682,287,18,61,1
53.18.56.25,malware,3,0.9450781812866972,61,28,86,0
214.30.80.183,malware,7,0.5864847623015376,29,24,46,0
23.31.189.74,spam,9,0.9614365872439453,30,16,21,1
10.227.199.54,malware,8,0.7613928665257086,292,18,77,1
52.147.159.114,spam,9,0.8577848177365361,172,12,93,1
14.177.155.110,bruteforce,6,0.5551222433402833,101,16,38,0
244.52.151.79,malware,1,0.6345167743879554,127,22,73,0
22.29.190.4,bruteforce,4,0.9792593040907132,85,17,97,1
205.58.214.8,bruteforce,6,0.6330749734648657,314,10,86,1
210.11.118.159,malware,6,0.648260860195573,27,26,81,1
206.33.81.248,spam,8,0.5987986924205397,121,27,60,1
98.126.74.105,scanner,1,0.5645368326534148,250,19,87,0
204.48.78.185,spam,2,0.616628820726999,60,19,36,1
223.240.249.93,botnet,2,0.8211634459753991,170,29,6,0
154.17.95.214,malware,6,0.7276838667517818,271,12,39,0
38.208.86.88,phishing,7,0.7768779181689494,324,23,29,0
50.7.168.134,malware,2,0.5611824143830122,299,10,27,1
69.171.120.64,botnet,5,0.90105822358145,112,19,69,0
157.155.138.121,bruteforce,6,0.892047350289924,193,18,9,1
65.106.146.137,phishing,4,0.5107949555713377,18,9,24,1
155.161.171.196,phishing,1,0.6917575472551525,339,27,63,0
100.81.142.51,spam,3,0.5343853009855739,92,2,19,1
141.82.176.198,scanner,9,0.8960528897074791,216,20,97,1
112.55.203.179,spam,6,0.8686348415628522,178,5,30,1
165.144.185.215,phishing,2,0.9509940471465781,190,6,58,1
218.156.160.60,phishing,9,0.6182019794765573,162,28,40,0
219.216.119.183,scanner,4,0.7281479415638994,99,20,68,0
138.174.22.213,malware,8,0.5922439385821989,186,22,32,0
149.234.12.101,scanner,7,0.6856174672370597,294,19,65,1
161.23.107.11,bruteforce,3,0.761121625783442,66,4,34,1
17.195.174.25,spam,8,0.5266653949192945,72,21,85,1
94.200.20.84,malware,4,0.8574352053386927,231,8,31,0
211.210.139.37,spam,2,0.7716466801855376,188,21,59,1
42.144.100.246,scanner,5,0.9144795086053367,49,9,78,0
48.102.27.41,malware,1,0.6358902505955986,308,13,26,1
99.46.239.146,scanner,8,0.9516605526346272,301,10,22,1
206.226.235.105,bruteforce,8,0.9993471265152216,307,16,34,0
124.198.232.13,botnet,3,0.9596492191888373,123,27,97,1
210.228.140.100,phishing,1,0.8889462379165771,156,10,13,1
31.129.15.137,malware,4,0.9061844014368904,260,6,96,1
73.165.202.54,phishing,9,0.7868721212722932,194,29,55,1
184.213.224.100,botnet,9,0.5950769314563052,329,10,8,1
109.86.172.237,malware,1,0.8385203425738587,350,12,62,1
162.136.215.8,phishing,7,0.8563765010299658,330,26,22,1
7.35.17.3,phishing,6,0.9926925701339528,255,18,56,0
28.69.235.172,malware,7,0.7706506581281609,199,5,84,1
149.27.231.54,phishing,7,0.6356845075125281,67,1,21,1
182.64.99.21,phishing,8,0.8418362608697534,79,13,98,0
252.234.226.13,malware,8,0.9896879098332273,232,27,49,1
57.48.117.54,phishing,2,0.588606954134547,185,15,94,1
138.52.43.47,phishing,4,0.6629989592678014,104,6,6,1
53.73.45.13,spam,4,0.7709404768863406,324,0,35,1
165.101.23.2,bruteforce,8,0.5851073174410024,141,28,27,1
214.80.99.142,spam,3,0.5111103197599691,271,1,84,0
138.162.152.131,botnet,3,0.6684915612206253,342,8,40,1
111.101.16.12,spam,2,0.932685400750529,123,24,14,0
182.115.23.29,spam,1,0.5217341996618574,222,22,74,0
171.152.227.122,botnet,8,0.7144645295084587,173,17,52,0
188.89.229.65,phishing,9,0.8811003864630412,190,20,79,1
84.118.155.16,phishing,9,0.9765912984554426,139,19,40,1
175.208.103.92,spam,8,0.9927376995022161,296,17,43,1
186.203.26.246,botnet,5,0.7109846903043708,118,17,58,1
181.169.186.175,phishing,1,0.9751921471895588,274,9,3,0
222.232.161.165,scanner,9,0.5177094866404319,75,7,15,1
134.134.223.224,malware,6,0.8729584689992782,108,20,45,1
245.152.32.55,malware,7,0.8213730173168065,118,7,95,0
186.6.243.57,bruteforce,8,0.6247609287930762,257,1,11,1
126.11.15.208,malware,5,0.7536592503398245,19,17,39,0
43.116.227.205,spam,6,0.5647768688802478,118,10,19,1
135.227.110.51,malware,7,0.9357985754757805,350,10,79,1
201.159.74.8,malware,7,0.678949042772824,136,18,20,1
225.214.216.248,scanner,2,0.8130222352328582,276,10,86,0
200.44.213.59,phishing,1,0.5793881431436312,254,9,71,1
132.103.194.157,scanner,8,0.6030824223156035,263,7,56,1
233.156.97.226,spam,5,0.995978185401576,166,14,78,1
156.204.78.124,malware,2,0.8765431972206646,164,7,4,1
215.171.217.4,phishing,3,0.9809859348870353,28,18,9,1
90.103.136.119,bruteforce,6,0.6479255826060221,34,0,25,0
133.55.95.212,bruteforce,6,0.5822814383099102,236,22,47,0
178.74.142.32,malware,8,0.7515342317394155,293,19,99,1
28.21.232.17,malware,5,0.7473341411136717,89,2,49,1
59.89.235.199,bruteforce,5,0.587473256878994,202,20,27,0
106.184.25.25,bruteforce,7,0.866609784790705,227,11,28,0
138.250.44.83,spam,5,0.6808887672193671,67,15,88,0
11.204.180.200,malware,9,0.5931826154652586,130,21,97,1
104.67.238.95,bruteforce,6,0.6659916972716442,364,15,97,1
156.202.234.65,botnet,7,0.7818293498175075,110,29,62,1
49.174.51.102,bruteforce,8,0.8632354660902216,11,16,16,1
216.181.187.57,phishing,5,0.7409454430287423,287,27,87,1
47.158.232.174,phishing,4,0.7627974949141867,174,27,46,1
242.25.240.114,botnet,8,0.5694729679713741,318,15,75,0
5.83.51.105,spam,9,0.957345462354116,153,8,46,0
203.247.53.161,malware,1,0.9643620989960222,42,21,40,1
178.165.154.226,malware,3,0.8417132952090018,362,18,83,1
15.223.60.122,bruteforce,4,0.5088157044670123,204,0,34,1
21.45.196.134,phishing,7,0.768537107951663,171,28,87,1
38.61.85.190,spam,6,0.8146094860443067,293,24,10,0
210.77.201.46,spam,1,0.997327111479055,284,17,1,0
141.222.221.3,spam,4,0.9980334775973985,310,29,66,1
222.5.92.8,bruteforce,6,0.9288056176627787,51,25,86,1
172.236.234.108,malware,3,0.5319154960130568,114,5,17,1
161.208.239.75,spam,2,0.976638195389365,18,5,47,1
77.49.10.95,bruteforce,2,0.8063306235759995,34,11,24,0
156.235.69.169,bruteforce,4,0.9004433852395897,47,2,50,1
16.67.98.252,botnet,1,0.7035964248429267,232,10,85,0
48.183.63.187,scanner,2,0.6598347356172949,218,5,29,1
90.189.248.76,spam,2,0.731622072741904,109,13,78,1
139.100.88.18,scanner,4,0.5734372564844135,253,17,72,1
19.214.54.102,malware,4,0.678533069376653,187,15,94,1
118.209.153.134,bruteforce,1,0.9288087498841393,30,23,86,1
4.107.114.29,spam,7,0.5189752431304407,258,12,87,1
59.124.97.17,phishing,7,0.5754390234123022,162,0,13,1
107.42.244.80,malware,1,0.5625580798247427,343,5,64,1
194.161.246.8,botnet,8,0.7015377713501141,307,13,28,1
141.105.7.222,botnet,7,0.9984934504454308,70,16,94,1
96.227.238.94,scanner,7,0.5866789651056914,306,24,5,1
65.170.38.81,bruteforce,6,0.57274132479963,55,12,74,1
187.83.87.242,scanner,4,0.9575278648880772,98,12,9,1
86.92.85.44,phishing,8,0.9410252584829828,20,8,14,0
137.164.73.36,phishing,2,0.5161201849982773,107,5,10,0
101.219.155.170,botnet,7,0.8758529800896575,52,5,33,1
171.212.215.170,spam,3,0.8277328507382148,5,24,75,0
252.103.65.55,botnet,3,0.8838704049263545,230,29,40,1
200.175.90.22,botnet,7,0.747251227397961,81,4,6,1
101.154.120.93,phishing,3,0.9956896092241478,216,24,17,1
195.107.140.173,scanner,5,0.5219235093554816,334,20,36,1
10.227.8.182,phishing,8,0.6171857932019029,46,13,70,1
248.246.154.34,bruteforce,4,0.6982729934868075,351,13,61,1
243.128.159.89,phishing,7,0.7248889707828516,361,3,74,0
93.70.240.67,phishing,7,0.9606837013497593,240,1,49,1
212.147.116.94,botnet,2,0.7800021820386294,177,1,69,0
163.98.112.103,spam,8,0.5225554977601969,81,28,83,1
91.89.205.17,botnet,9,0.7039314817128309,286,16,71,1
18.172.115.93,malware,6,0.708245206184535,191,9,24,1
212.180.90.82,phishing,5,0.9827454692188924,142,13,51,1
68.192.113.1,phishing,1,0.7995985455105541,313,18,42,1
58.153.108.148,malware,1,0.8178255355794695,278,16,19,1
116.86.9.59,phishing,9,0.8566265156256354,40,28,62,1
203.40.104.133,phishing,4,0.8850196578410616,270,21,75,1
122.192.144.22,bruteforce,1,0.8175255351012446,86,29,67,1
98.247.236.169,phishing,3,0.6185971755669677,2,10,30,1
221.67.196.139,malware,6,0.9370229571705821,210,28,38,0
56.178.148.99,botnet,8,0.8660599002053151,0,6,6,0
76.25.114.147,phishing,2,0.870935242548478,74,8,99,1
109.187.198.47,spam,8,0.9982783696173746,230,13,22,1
247.70.153.40,malware,1,0.901263267431658,75,22,11,1
133.148.205.132,scanner,2,0.9145757015775766,259,3,72,1
23.105.83.143,bruteforce,8,0.9757027578550792,24,13,91,1
242.115.108.221,malware,7,0.5755669999244469,199,19,29,0
136.40.111.147,botnet,5,0.7488636882390339,93,23,8,1
112.102.45.156,malware,2,0.7902835117953938,351,19,87,1
238.248.218.68,scanner,9,0.6646378646112288,107,16,93,1
122.14.226.165,bruteforce,5,0.9197016719472528,354,24,80,0
129.194.110.24,spam,8,0.8812098108228616,94,18,35,1
27.39.190.189,scanner,4,0.860441537254062,355,29,72,1
164.225.220.24,malware,9,0.9985747198790834,90,16,72,1
24.233.3.67,scanner,7,0.6296906867041953,43,24,45,1
34.184.176.215,malware,2,0.8677286258377106,22,26,33,0
181.247.115.23,spam,3,0.7757022374529503,189,26,5,1
109.68.94.254,spam,2,0.656494591246938,22,13,62,0
181.61.168.57,botnet,5,0.580293435361563,233,12,37,0
253.248.187.54,spam,2,0.9479419185337736,185,25,17,1
70.100.56.138,phishing,5,0.7977277413539227,310,13,22,1
168.134.102.166,scanner,9,0.9124669188203973,332,25,78,1
85.60.211.3,scanner,2,0.7726724920007724,62,15,32,1
128.178.85.47,malware,9,0.6099885403270098,102,20,14,1
196.219.75.38,spam,7,0.6687744065501626,315,27,20,1
243.254.163.239,botnet,7,0.6907694212367732,188,14,22,1
169.196.140.87,botnet,5,0.9864674062518511,335,29,30,1
58.49.29.190,botnet,8,0.5028166391906912,188,24,54,0
101.24.111.155,bruteforce,7,0.9928330115122534,350,18,33,1
179.205.184.126,phishing,6,0.9902308175549153,68,21,5,1
240.122.46.118,spam,2,0.9980753952650683,113,10,18,1
228.38.15.248,botnet,6,0.7382940894598173,103,11,63,1
22.212.53.149,phishing,2,0.9819044848104999,107,10,46,1
200.240.15.59,scanner,1,0.6977995909249137,344,27,7,1
247.30.169.202,malware,9,0.5131472203341934,20,22,29,0
32.186.161.254,spam,5,0.6121735931858823,265,4,57,1
9.208.138.224,spam,4,0.9726481224686923,342,27,47,0
10.213.248.17,bruteforce,8,0.5068823466676999,208,7,9,0
68.47.179.111,scanner,5,0.7729970677114875,169,25,59,1
153.122.148.101,spam,7,0.5378007944473395,193,5,71,1
102.240.64.191,bruteforce,3,0.6431982892137893,346,15,71,0
217.50.35.81,bruteforce,8,0.5440464253559434,122,11,43,1
233.126.87.194,bruteforce,8,0.9297643105565282,176,5,59,1
104.14.95.167,spam,3,0.7955353548238528,3,12,6,0
123.197.0.239,spam,9,0.9510532328591564,187,6,53,1
151.121.166.253,spam,8,0.8441765997701142,345,7,64,1
126.56.80.162,phishing,1,0.9855145656225499,351,11,91,1
251.168.220.73,bruteforce,8,0.7549388273802033,28,28,4,1
141.69.5.84,phishing,4,0.8193552908814372,85,1,1,1
52.244.2.81,malware,6,0.7881544099445283,46,22,70,1
63.48.75.112,spam,9,0.7421302147233064,76,8,31,0
175.108.182.192,scanner,5,0.9229796827115063,342,12,65,1
65.80.194.218,botnet,7,0.82226256783518,190,16,69,1
15.99.31.96,malware,1,0.9006561324277365,30,12,19,1
128.195.145.113,botnet,9,0.8931819683012066,306,15,69,1
83.42.115.163,botnet,6,0.5955225803276476,168,27,69,0
232.77.57.33,spam,4,0.8250817662588219,35,0,49,0
14.161.188.247,scanner,6,0.5998240095906671,244,6,31,1
132.215.58.157,botnet,5,0.7916602391218854,350,12,60,1
83.133.120.225,bruteforce,3,0.8387173422231502,187,13,71,1
177.167.82.245,botnet,7,0.9986175357937934,14,20,79,1
193.196.26.80,malware,3,0.5152709890748692,333,16,55,1
134.231.12.240,scanner,2,0.5456211970568605,215,29,77,1
64.189.226.147,scanner,4,0.5385133481856157,157,15,76,1
204.79.122.43,botnet,7,0.69918064313337,154,14,83,1
202.88.147.95,scanner,5,0.9107941807429069,240,28,77,0
196.171.150.2,malware,9,0.9220281663935679,295,16,91,1
120.21.114.57,malware,7,0.8684897978605759,44,1,38,1
229.71.6.206,malware,9,0.9484391209149738,174,26,33,1
184.118.194.114,bruteforce,9,0.6614299720847263,345,25,6,0
16.246.82.179,spam,2,0.5440773221261496,55,24,13,1
210.243.207.72,botnet,1,0.5290765139949251,53,27,77,1
124.224.112.12,scanner,4,0.9260663598096932,340,11,77,1
126.52.74.133,malware,4,0.8652181471768456,264,2,20,1
27.139.144.134,botnet,2,0.8493076530055604,238,8,37,0
97.4.56.156,botnet,3,0.6698381692728343,320,5,45,0
78.68.117.120,spam,3,0.6899525943091132,107,28,73,0
59.32.61.50,bruteforce,5,0.9790567644496596,197,25,81,1
112.232.18.214,scanner,1,0.5319023720489675,213,5,99,0
197.122.193.222,bruteforce,9,0.8868658684688964,245,6,59,0
47.166.195.33,scanner,8,0.6548166618541966,37,25,52,1
141.83.181.135,malware,8,0.519527309206278,172,26,18,1
79.214.13.215,malware,3,0.871285055371228,104,7,25,1
147.127.53.221,botnet,2,0.6654559428391873,39,26,79,1
248.147.28.24,scanner,1,0.8610737593713983,129,2,87,0
82.62.201.105,scanner,6,0.8538271915590601,180,23,1,1
57.135.217.62,bruteforce,1,0.7673934377165575,193,14,41,1
157.201.16.66,malware,5,0.8886865646052744,330,21,18,0
6.57.68.156,phishing,9,0.7905191620856218,288,5,1,1
62.168.196.82,botnet,9,0.6433184264241303,340,10,39,1
218.211.168.177,scanner,4,0.8670576505322095,58,29,74,1
219.176.203.71,spam,7,0.7945699079388617,350,2,31,0
251.130.9.98,spam,7,0.5063636408449603,25,15,71,1
89.34.207.2,phishing,4,0.9508220888851546,102,5,38,1
124.23.73.166,malware,5,0.7728218091621567,20,10,8,0
22.153.170.183,malware,9,0.9343136327397659,79,28,34,1
39.218.156.239,malware,7,0.9413684194911223,326,7,73,1
230.19.218.41,bruteforce,7,0.7224833283675443,198,28,89,0
182.147.107.147,spam,7,0.7538299982256155,321,22,27,1
84.226.110.66,malware,9,0.707877193837801,36,9,41,0
158.52.33.150,spam,5,0.7247183876540227,13,9,7,1
67.133.206.27,phishing,6,0.947573579485864,220,22,32,1
10.72.224.96,botnet,3,0.8940720069839555,363,2,73,1
48.69.232.187,bruteforce,1,0.563262838157789,165,25,81,0
100.58.251.2,scanner,2,0.805153890770048,172,13,99,0
157.195.64.83,phishing,8,0.9979533201931712,149,18,16,1
154.216.9.53,spam,1,0.7977753506162428,171,20,2,1
79.58.149.179,phishing,7,0.8929358127965528,80,27,43,1
48.148.122.248,scanner,5,0.8845307366905855,335,20,31,1
22.99.97.158,bruteforce,6,0.6751587629361643,224,8,80,1
25.236.27.193,botnet,8,0.6859246513519794,358,12,47,0
113.44.67.7,scanner,4,0.8620382108952016,34,8,33,1
49.136.163.83,bruteforce,6,0.7499917658024176,357,25,85,1
129.137.163.73,spam,3,0.785285354565194,187,20,17,0
237.45.105.160,scanner,7,0.8564528951824188,223,11,99,0
32.5.175.166,phishing,2,0.8887875135195251,130,13,54,1
145.73.113.27,malware,8,0.6357582888665356,350,4,54,1
54.177.162.244,phishing,7,0.5733968797184814,310,5,51,1
251.84.126.153,spam,8,0.6458973233618626,8,12,52,1
156.110.14.132,botnet,2,0.7537691625460378,68,12,7,1
93.122.72.155,scanner,3,0.6710706586485196,27,23,54,1
154.146.247.92,botnet,4,0.7841813794237968,233,5,93,1
17.42.120.41,spam,9,0.5267328620628142,30,13,11,1
170.177.211.237,scanner,5,0.7548752058068836,314,10,62,1
168.38.112.245,bruteforce,6,0.683992453468854,231,28,30,1
151.110.223.180,bruteforce,1,0.7673333774464413,337,12,82,1
47.62.224.249,phishing,4,0.7112666774424884,53,11,57,1
110.68.42.176,phishing,4,0.6421129253187712,174,29,46,0
34.39.202.61,spam,8,0.9520539527288179,297,15,80,1
